biosequence_name,is_covering,presence_level,probability,confidence,n_observations,norm_PSMs_per_100K,n_distinct_peptides,chromosome,genetic_locus,start_in_chromosome,end_in_chromosome,strand,relationship_phrase,reference_biosequence,represented_by_biosequence_id,group_number,seq_unique_prots_in_group,protein_group_seq_align_link,is_keratin,is_immunoglobulin,biosequence_description,organism_full_name
O95989,C,canonical,  1.000,  1.000,5,  1.629,2,6,6p21.31,34247456,34360451,-,,,O95989,1725,3,,,,NUDT3_HUMAN Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Homo sapiens GN=NUDT3 PE=1 SV=1 CONCAT=1,Homo sapiens
Q96FJ2,C,canonical,  1.000,  1.000,5,  2.932,3,17,17q22,56160776,56172897,+,,,Q96FJ2,1726,2,,,,"DYL2_HUMAN Dynein light chain 2, cytoplasmic OS=Homo sapiens GN=DYNLL2 PE=1 SV=1 CONCAT=1",Homo sapiens
P51693-2,C,canonical,  1.000,  1.000,4084,362.829,156,19,19q13.12,36359347,36370690,+,,,P51693-2,1727,17,,,,APLP1_HUMAN Isoform 2 of Amyloid-like protein 1 OS=Homo sapiens GN=APLP1,Homo sapiens
P22105,C,canonical,  1.000,  1.000,368,  4.882,111,6,6p21.3,0,0, ,,,P22105,1728,24,,,,TENX_HUMAN Tenascin-X OS=Homo sapiens GN=TNXB PE=1 SV=3 CONCAT=22,Homo sapiens
P06865,C,canonical,  0.098,  1.000,171, 17.905,37,15,15q23,72635775,72668817,-,,,P06865,1729,16,,,,HEXA_HUMAN Beta-hexosaminidase subunit alpha OS=Homo sapiens GN=HEXA PE=1 SV=2 CONCAT=62,Homo sapiens
O60844,C,canonical,  1.000,  1.000,5,  1.629,3,16,16p11.2,29789561,29793096,+,,,O60844,1730,3,,,,ZG16_HUMAN Zymogen granule membrane protein 16 OS=Homo sapiens GN=ZG16 PE=1 SV=2 CONCAT=10,Homo sapiens
A0M8Q6,C,canonical,  1.000,  1.000,1285,538.190,19,22,22q11.2,0,0, ,,,A0M8Q6,1731,101,,,Ig,LAC7_HUMAN Ig lambda-7 chain C region OS=Homo sapiens GN=IGLC7 PE=1 SV=2,Homo sapiens
ENSP00000374832,C,canonical,  1.000,  1.000,31, 22.721,16,22,22q11.22,22735135,22735715,+,,,A0M8Q6,1731,101,,,Ig,pep:known chromosome:GRCh37:22:22735135:22735715:1 gene:ENSG00000211651 transcript:ENST00000390297 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000374834,,canonical,  0.017,  1.000,27, 19.789,7,22,22q11.22,22764098,22764614,+,,,A0M8Q6,1731,101,,,Ig,pep:known chromosome:GRCh37:22:22764098:22764614:1 gene:ENSG00000211653 transcript:ENST00000390299 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000374839,,canonical,  0.035,  1.000,14,  8.209,8,22,22q11.22,23010758,23011276,+,,,A0M8Q6,1731,101,,,Ig,pep:known chromosome:GRCh37:22:23010758:23011276:1 gene:ENSG00000211658 transcript:ENST00000390304 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000374840,C,canonical,  1.000,  1.000,82, 48.081,12,22,22q11.22,23029190,23029735,+,,,A0M8Q6,1731,101,,,Ig,pep:known chromosome:GRCh37:22:23029190:23029735:1 gene:ENSG00000211659 transcript:ENST00000390305 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000374847,C,canonical,  1.000,  1.000,12, 11.727,8,22,22q11.22,23101189,23101707,+,,,A0M8Q6,1731,101,,,Ig,pep:known chromosome:GRCh37:22:23101189:23101707:1 gene:ENSG00000211666 transcript:ENST00000390312 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
IPI:IPI00383016.1,,canonical,  0.004,  1.000,8,  3.909,4,,,,,,,,A0M8Q6,1731,101,,,Ig,TREMBL:Q8TE63 Tax_Id=9606 Gene_Symbol=- Immunglobulin light chain variable region (Fragment),Homo sapiens
IPI:IPI00383603.1,,canonical,  0.014,  1.000,10,  5.864,4,,,,,,,,A0M8Q6,1731,101,,,Ig,TREMBL:Q8IZD8 Tax_Id=9606 Gene_Symbol=- Anti-thyroglobulin light chain variable region (Fragment),Homo sapiens
IPI:IPI00384399.1,C,canonical,  1.000,  1.000,14,  6.841,7,,,,,,,,A0M8Q6,1731,101,,,Ig,TREMBL:Q9UL82 Tax_Id=9606 Gene_Symbol=- Myosin-reactive immunoglobulin light chain variable region (Fragment),Homo sapiens
IPI:IPI00386840.1,C,canonical,  1.000,  1.000,8,  5.864,5,,,,,,,,A0M8Q6,1731,101,,,Ig,TREMBL:Q96JD2 Tax_Id=9606 Gene_Symbol=- Amyloid lambda 6 light chain variable region NEG (Fragment),Homo sapiens
IPI:IPI00658130.1,C,canonical,  1.000,  1.000,1913,431.422,49,,,,,,,,A0M8Q6,1731,101,,,Ig,TREMBL:Q5NV84;Q6PIQ7|ENSEMBL:ENSP00000374849|VEGA:OTTHUMP00000199439 Tax_Id=9606 Gene_Symbol=IGLV2-11 IGL@ protein,Homo sapiens
IPI:IPI00829640.1,C,canonical,  1.000,  1.000,1330,278.519,49,,,,,,,,A0M8Q6,1731,101,,,Ig,TREMBL:A2N2W9;Q5NV73;Q6GMW4;Q7Z2E8;Q9NSD6|ENSEMBL:ENSP00000374844|VEGA:OTTHUMP00000199432 Tax_Id=9606 Gene_Symbol=IGLV3-19 IGL@ protein,Homo sapiens
IPI:IPI00890733.1,C,canonical,  1.000,  1.000,17,  8.307,7,,,,,,,,A0M8Q6,1731,101,,,Ig,TREMBL:B1N7B9 Tax_Id=9606 Gene_Symbol=- Cryocrystalglobulin CC2 lambda light chain variable region (Fragment),Homo sapiens
IPI:IPI01022820.1,C,canonical,  1.000,  1.000,130, 76.226,10,,,,,,,,A0M8Q6,1731,101,,,Ig,TREMBL:Q96JD0 Tax_Id=9606 Gene_Symbol=IGLV6-57 Amyloid lambda 6 light chain variable region SAR (Fragment),Homo sapiens
P01700,C,canonical,  1.000,  1.000,36, 17.591,9,,,0,0, ,,,A0M8Q6,1731,101,,,Ig,LV102_HUMAN Ig lambda chain V-I region HA OS=Homo sapiens PE=1 SV=1,Homo sapiens
P01701,C,canonical,  1.000,  1.000,11,  5.375,6,,,0,0, ,,,A0M8Q6,1731,101,,,Ig,LV103_HUMAN Ig lambda chain V-I region NEW OS=Homo sapiens PE=1 SV=1,Homo sapiens
P01702,C,canonical,  1.000,  1.000,9,  6.596,6,,,0,0, ,,,A0M8Q6,1731,101,,,Ig,LV104_HUMAN Ig lambda chain V-I region NIG-64 OS=Homo sapiens PE=1 SV=1,Homo sapiens
P01703,C,canonical,  1.000,  1.000,26, 12.704,5,,,0,0, ,,,A0M8Q6,1731,101,,,Ig,LV105_HUMAN Ig lambda chain V-I region NEWM OS=Homo sapiens PE=1 SV=1,Homo sapiens
P01706,,canonical,  0.012,  1.000,3,  1.466,3,,,0,0, ,,,A0M8Q6,1731,101,,,Ig,LV203_HUMAN Ig lambda chain V-II region BOH OS=Homo sapiens PE=1 SV=1,Homo sapiens
P01707,C,canonical,  1.000,  1.000,7,  2.932,5,,,0,0, ,,,A0M8Q6,1731,101,,,Ig,LV204_HUMAN Ig lambda chain V-II region TRO OS=Homo sapiens PE=1 SV=1,Homo sapiens
P01714,C,canonical,  1.000,  1.000,49, 23.943,7,,,0,0, ,,,A0M8Q6,1731,101,,,Ig,LV301_HUMAN Ig lambda chain V-III region SH OS=Homo sapiens PE=1 SV=1,Homo sapiens
P01719,C,canonical,  1.000,  1.000,18,  8.795,4,,,0,0, ,,,A0M8Q6,1731,101,,,Ig,LV501_HUMAN Ig lambda chain V-V region DEL OS=Homo sapiens PE=1 SV=1,Homo sapiens
P01721,,canonical,  0.014,  1.000,11,  8.062,6,,,0,0, ,,,A0M8Q6,1731,101,,,Ig,LV601_HUMAN Ig lambda chain V-VI region AR OS=Homo sapiens PE=1 SV=1,Homo sapiens
P04209,C,canonical,  1.000,  1.000,3,  2.199,3,,,0,0, ,,,A0M8Q6,1731,101,,,Ig,LV211_HUMAN Ig lambda chain V-II region NIG-84 OS=Homo sapiens PE=1 SV=1,Homo sapiens
P06316,C,canonical,  0.999,  1.000,16,  9.382,9,,,0,0, ,,,A0M8Q6,1731,101,,,Ig,LV107_HUMAN Ig lambda chain V-I region BL2 OS=Homo sapiens PE=2 SV=1 CONCAT=6,Homo sapiens
P06317,C,canonical,  1.000,  1.000,11,  4.607,6,,,0,0, ,,,A0M8Q6,1731,101,,,Ig,LV603_HUMAN Ig lambda chain V-VI region SUT OS=Homo sapiens PE=1 SV=1,Homo sapiens
P06888,C,canonical,  1.000,  1.000,5,  2.094,5,,,0,0, ,,,A0M8Q6,1731,101,,,Ig,LV109_HUMAN Ig lambda chain V-I region EPS OS=Homo sapiens PE=1 SV=1,Homo sapiens
P15814,C,canonical,  1.000,  1.000,47, 12.527,5,22,22q11.23,23915312,23922426,-,,,A0M8Q6,1731,101,,,Ig,IGLL1_HUMAN Immunoglobulin lambda-like polypeptide 1 OS=Homo sapiens GN=IGLL1 PE=1 SV=1 CONCAT=9,Homo sapiens
P80748,C,canonical,  1.000,  1.000,102, 49.840,10,,,0,0, ,,,A0M8Q6,1731,101,,,Ig,LV302_HUMAN Ig lambda chain V-III region LOI OS=Homo sapiens PE=1 SV=1,Homo sapiens
Q6UXD5-3,C,canonical,  0.000,  1.000,236, 21.622,33,16,16p11.2,29882480,29910868,-,,,Q6UXD5-3,1732,10,,,,SE6L2_HUMAN Isoform 3 of Seizure 6-like protein 2 OS=Homo sapiens GN=SEZ6L2,Homo sapiens
A6NJ16,C,canonical,  0.009,  1.000,9,  4.398,3,,,0,0, ,,,P01857,1733,497,,,Ig,IV4F8_HUMAN Putative V-set and immunoglobulin domain-containing-like protein IGHV4OR15-8 OS=Homo sapiens GN=IGHV4OR15-8 PE=5 SV=2 CONCAT=6,Homo sapiens
ENSP00000374811,C,canonical,  1.000,  1.000,47, 27.559,13,2,2p11.2,90198535,90199190,+,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:2:90198535:90199190:1 gene:ENSG00000240834 transcript:ENST00000390276 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000375002,C,canonical,  0.990,  1.000,6,  3.518,3,14,14q32.33,106405611,106406108,-,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:14:106405611:106406108:-1 gene:ENSG00000211933 transcript:ENST00000390593 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000375005,C,canonical,  1.000,  1.000,167, 81.601,11,14,14q32.33,106478110,106478603,-,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:14:106478110:106478603:-1 gene:ENSG00000211936 transcript:ENST00000390596 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000375007,C,canonical,  1.000,  1.000,313,152.941,16,14,14q32.33,106518400,106518932,-,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:14:106518400:106518932:-1 gene:ENSG00000211938 transcript:ENST00000390598 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000375009,,canonical,  0.028,  1.000,168, 82.090,12,14,14q32.33,106552285,106552809,-,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:14:106552285:106552809:-1 gene:ENSG00000211940 transcript:ENST00000390600 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000375014,C,canonical,  1.000,  1.000,41, 20.034,10,14,14q32.33,106641563,106642056,-,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:14:106641563:106642056:-1 gene:ENSG00000211945 transcript:ENST00000390605 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000375030,,canonical,  0.619,  1.000,5,  2.932,3,14,14q32.33,106962931,106963424,-,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:14:106962931:106963424:-1 gene:ENSG00000211961 transcript:ENST00000390621 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000375033,,canonical,  0.024,  1.000,258,151.280,16,14,14q32.33,106993814,106994346,-,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:14:106993814:106994346:-1 gene:ENSG00000211964 transcript:ENST00000390624 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000375042,C,canonical,  1.000,  1.000,41, 17.172,11,14,14q32.33,107169931,107170428,-,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:14:107169931:107170428:-1 gene:ENSG00000211973 transcript:ENST00000390633 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000375045,,canonical,  0.014,  1.000,48, 20.104,7,14,14q32.33,107210932,107211471,-,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:14:107210932:107211471:-1 gene:ENSG00000211976 transcript:ENST00000390636 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000394837,C,canonical,  1.000,  1.000,27, 15.832,5,2,2p11.2,90273679,90274235,+,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:2:90273679:90274235:1 gene:ENSG00000235896 transcript:ENST00000423080 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000396505,,canonical,  0.013,  1.000,91, 53.358,8,16,16p11.2,32063311,32063601,+,,,P01857,1733,497,,,Ig,pep:novel chromosome:GRCh37:16:32063311:32063601:1 gene:ENSG00000223931 transcript:ENST00000426099 gene_biotype:protein_coding transcript_biotype:protein_coding,Homo sapiens
ENSP00000399826,,canonical,  0.010,  1.000,87, 42.511,4,14,14q32.33,106926188,106926724,-,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:14:106926188:106926724:-1 gene:ENSG00000232216 transcript:ENST00000434710 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000401707,,canonical,  0.824,  1.000,13,  6.352,8,14,14q32.33,107113741,107114274,-,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:14:107113741:107114274:-1 gene:ENSG00000223648 transcript:ENST00000454421 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000417427,,canonical,  0.998,  1.000,31, 18.177,5,2,2p11.2,89597021,89597542,-,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:2:89597021:89597542:-1 gene:ENSG00000239862 transcript:ENST00000465170 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000418200,,canonical,  0.997,  1.000,303,177.666,13,2,2p11.2,90139078,90139580,+,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:2:90139078:90139580:1 gene:ENSG00000241244 transcript:ENST00000492446 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000418903,,canonical,  0.019,  1.000,325,190.565,14,2,2p11.2,89512908,89513413,-,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:2:89512908:89513413:-1 gene:ENSG00000244575 transcript:ENST00000498435 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000419598,C,canonical,  1.000,  1.000,50, 29.318,13,2,2p11.2,89309479,89310012,-,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:2:89309479:89310012:-1 gene:ENSG00000241755 transcript:ENST00000493819 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000474509,C,canonical,  1.000,  1.000,158, 66.174,11,15,15q11.1,20192909,20193370,-,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:15:20192909:20193370:-1 gene:ENSG00000259490 transcript:ENST00000558565 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000474553,,canonical,  0.012,  1.000,38, 18.568,9,HG1592_PATCH,HG1592_PATCHq32.33,106471434,106471911,-,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:HG1592_PATCH:106471434:106471911:-1 gene:ENSG00000271535 transcript:ENST00000604008 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
ENSP00000474814,,canonical,  0.014,  1.000,279,102.246,13,16,16p11.2,33629681,33630128,+,,,P01857,1733,497,,,Ig,pep:known chromosome:GRCh37:16:33629681:33630128:1 gene:ENSG00000271178 transcript:ENST00000562905 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene,Homo sapiens
IPI:IPI00382577.1,,canonical,  0.006,  1.000,296,144.634,9,,,,,,,,P01857,1733,497,,,Ig,TREMBL:Q96PF6 Tax_Id=9606 Gene_Symbol=- Kappa 1 light chain variable region (Fragment),Homo sapiens
IPI:IPI00383732.1,C,canonical,  1.000,  1.000,376,157.478,21,,,,,,,,P01857,1733,497,,,Ig,TREMBL:Q9Y509 Tax_Id=9606 Gene_Symbol=- VH3 protein (Fragment),Homo sapiens
IPI:IPI00383953.1,,canonical,  0.024,  1.000,169, 82.578,8,,,,,,,,P01857,1733,497,,,Ig,TREMBL:O95973 Tax_Id=9606 Gene_Symbol=- VH4 heavy chain variable region (Fragment),Homo sapiens
IPI:IPI00384392.1,C,canonical,  1.000,  1.000,286,139.748,13,,,,,,,,P01857,1733,497,,,Ig,TREMBL:Q9UL72 Tax_Id=9606 Gene_Symbol=- Myosin-reactive immunoglobulin heavy chain variable region (Fragment),Homo sapiens
IPI:IPI00384393.1,C,canonical,  1.000,  1.000,11,  6.450,5,,,,,,,,P01857,1733,497,,,Ig,TREMBL:Q9UL73 Tax_Id=9606 Gene_Symbol=- Myosin-reactive immunoglobulin heavy chain variable region (Fragment),Homo sapiens
IPI:IPI00384402.1,C,canonical,  1.000,  1.000,56, 27.363,22,,,,,,,,P01857,1733,497,,,Ig,TREMBL:Q9UL86 Tax_Id=9606 Gene_Symbol=- Myosin-reactive immunoglobulin kappa chain variable region (Fragment),Homo sapiens
IPI:IPI00384404.4,,canonical,  0.022,  1.000,54, 22.617,14,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A2J1N6 Tax_Id=9606 Gene_Symbol=- Rheumatoid factor RF-ET9 (Fragment),Homo sapiens
IPI:IPI00384407.1,C,canonical,  1.000,  1.000,28, 10.261,6,,,,,,,,P01857,1733,497,,,Ig,TREMBL:Q9UL92 Tax_Id=9606 Gene_Symbol=- Myosin-reactive immunoglobulin heavy chain variable region (Fragment),Homo sapiens
IPI:IPI00384409.1,,canonical,  0.262,  1.000,18,  7.539,4,,,,,,,,P01857,1733,497,,,Ig,TREMBL:Q9UL94 Tax_Id=9606 Gene_Symbol=- Myosin-reactive immunoglobulin heavy chain variable region (Fragment),Homo sapiens
IPI:IPI00385143.1,C,canonical,  1.000,  1.000,26, 12.704,4,,,,,,,,P01857,1733,497,,,Ig,TREMBL:Q9NP29 Tax_Id=9606 Gene_Symbol=- Microfibrillar protein 2 (Fragment),Homo sapiens
IPI:IPI00386524.3,C,canonical,  1.000,  1.000,1443,176.273,58,,,,,,,,P01857,1733,497,,,Ig,"TREMBL:Q96DK0 Tax_Id=9606 Gene_Symbol=IGHA1 CDNA FLJ25298 fis, clone STM07683, highly similar to Protein Tro alpha1 H,myeloma",Homo sapiens
IPI:IPI00423461.3,C,canonical,  1.000,  1.000,409, 49.962,32,,,,,,,,P01857,1733,497,,,Ig,TREMBL:Q6N091|H-INV:HIT000328385 Tax_Id=9606 Gene_Symbol=IGHA2 Putative uncharacterized protein DKFZp686C02220 (Fragment),Homo sapiens
IPI:IPI00442911.1,C,canonical,  1.000,  1.000,836,222.815,38,,,,,,,,P01857,1733,497,,,Ig,"TREMBL:Q6ZP87 Tax_Id=9606 Gene_Symbol=IGHV4-31;IGHG1 CDNA FLJ26266 fis, clone DMC05613",Homo sapiens
IPI:IPI00470652.1,,canonical,  0.019,  1.000,38, 11.141,12,,,,,,,,P01857,1733,497,,,Ig,TREMBL:Q65ZC8 Tax_Id=9606 Gene_Symbol=- Single-chain Fv (Fragment),Homo sapiens
IPI:IPI00743194.2,C,canonical,  1.000,  1.000,117, 57.170,12,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A2NJV5|ENSEMBL:ENSP00000417637|VEGA:OTTHUMP00000200286 Tax_Id=9606 Gene_Symbol=- Kappa light chain variable region (Fragment),Homo sapiens
IPI:IPI00748998.1,C,canonical,  1.000,  1.000,198, 48.374,22,,,,,,,,P01857,1733,497,,,Ig,TREMBL:Q65ZC9 Tax_Id=9606 Gene_Symbol=SCFV Single-chain Fv (Fragment),Homo sapiens
IPI:IPI00783023.1,C,canonical,  0.950,  1.000,97, 35.548,12,,,,,,,,P01857,1733,497,,,Ig,TREMBL:Q0ZCI6 Tax_Id=9606 Gene_Symbol=- Immunglobulin heavy chain variable region (Fragment),Homo sapiens
IPI:IPI00783094.1,,canonical,  0.019,  1.000,215, 90.047,14,,,,,,,,P01857,1733,497,,,Ig,TREMBL:Q0ZCG4;Q0ZCG5 Tax_Id=9606 Gene_Symbol=- Immunglobulin heavy chain variable region (Fragment),Homo sapiens
IPI:IPI00783393.1,C,canonical,  1.000,  1.000,144, 60.311,12,,,,,,,,P01857,1733,497,,,Ig,TREMBL:Q0ZCI2 Tax_Id=9606 Gene_Symbol=- Immunglobulin heavy chain variable region (Fragment),Homo sapiens
IPI:IPI00783451.1,,canonical,  0.023,  1.000,168, 70.363,12,,,,,,,,P01857,1733,497,,,Ig,TREMBL:Q0ZCJ5 Tax_Id=9606 Gene_Symbol=- Immunglobulin heavy chain variable region (Fragment),Homo sapiens
IPI:IPI00783471.1,,canonical,  0.017,  1.000,57, 20.889,8,,,,,,,,P01857,1733,497,,,Ig,TREMBL:Q0ZCF6 Tax_Id=9606 Gene_Symbol=- Immunglobulin heavy chain variable region (Fragment),Homo sapiens
IPI:IPI00784985.1,C,canonical,  1.000,  1.000,5197,1385.13,97,,,,,,,,P01857,1733,497,,,Ig,TREMBL:Q6PJF2 Tax_Id=9606 Gene_Symbol=IGK@ IGK@ protein,Homo sapiens
IPI:IPI00786926.1,C,canonical,  1.000,  1.000,33, 10.750,8,,,,,,,,P01857,1733,497,,,Ig,TREMBL:Q9UL89|ENSEMBL:ENSP00000419748|VEGA:OTTHUMP00000201699 Tax_Id=9606 Gene_Symbol=IGHV1-69 Myosin-reactive immunoglobulin heavy chain variable region (Fragment),Homo sapiens
IPI:IPI00816409.1,,canonical,  0.020,  1.000,6,  1.466,5,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A0N5T0 Tax_Id=9606 Gene_Symbol=- V<gamma>1 protein (Fragment),Homo sapiens
IPI:IPI00816775.1,C,canonical,  1.000,  1.000,15,  5.497,4,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A0N7I9 Tax_Id=9606 Gene_Symbol=- F5-20 (Fragment),Homo sapiens
IPI:IPI00816794.1,C,canonical,  1.000,  1.000,24, 14.073,16,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A0N7J6 Tax_Id=9606 Gene_Symbol=- REV25-2 (Fragment),Homo sapiens
IPI:IPI00816799.1,C,canonical,  1.000,  1.000,195, 81.671,9,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A0N5G5 Tax_Id=9606 Gene_Symbol=- Rheumatoid factor D5 light chain (Fragment),Homo sapiens
IPI:IPI00827485.1,C,canonical,  1.000,  1.000,301,220.616,12,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A2NI60 Tax_Id=9606 Gene_Symbol=- BRE (Fragment),Homo sapiens
IPI:IPI00827580.1,C,canonical,  1.000,  1.000,18,  8.795,10,,,,,,,,P01857,1733,497,,,Ig,"TREMBL:A2NH54;A2NH55 Tax_Id=9606 Gene_Symbol=- Immunogobulin kappa, VJ region (Fragment)",Homo sapiens
IPI:IPI00827627.1,C,canonical,  0.685,  1.000,12,  5.864,3,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A2N011 Tax_Id=9606 Gene_Symbol=- Vh1-D-J3-region (Fragment),Homo sapiens
IPI:IPI00827637.1,C,canonical,  1.000,  1.000,242,118.248,25,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A2NXP9 Tax_Id=9606 Gene_Symbol=- K light chain variable region (Fragment),Homo sapiens
IPI:IPI00827643.1,C,canonical,  1.000,  1.000,8,  4.691,5,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A2IPI6 Tax_Id=9606 Gene_Symbol=- HRV Fab 027-VL (Fragment),Homo sapiens
IPI:IPI00827690.1,,canonical,  0.008,  1.000,86, 42.022,4,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A2NWX2 Tax_Id=9606 Gene_Symbol=- VH-3 family (VH26)D/J protein (Fragment),Homo sapiens
IPI:IPI00827789.1,C,canonical,  1.000,  1.000,28, 20.522,13,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A2IPI0;A2NYV3 Tax_Id=9606 Gene_Symbol=- HRV Fab N6-VL (Fragment),Homo sapiens
IPI:IPI00827839.1,C,canonical,  1.000,  1.000,21, 10.261,11,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A2N2F4 Tax_Id=9606 Gene_Symbol=- VK3 protein (Fragment),Homo sapiens
IPI:IPI00827876.1,C,canonical,  1.000,  1.000,128, 46.908,7,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A2NYV1 Tax_Id=9606 Gene_Symbol=- Heavy chain Fab (Fragment),Homo sapiens
IPI:IPI00827892.1,C,canonical,  1.000,  1.000,63, 26.386,14,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A2N2G5 Tax_Id=9606 Gene_Symbol=- VH87-2 protein (Fragment),Homo sapiens
IPI:IPI00827906.1,C,canonical,  1.000,  1.000,29, 21.255,10,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A2JA16 Tax_Id=9606 Gene_Symbol=- Anti-mucin1 light chain variable region (Fragment),Homo sapiens
IPI:IPI00827940.1,C,canonical,  1.000,  1.000,270,113.083,15,,,,,,,,P01857,1733,497,,,Ig,SWISS-PROT:P01764|TREMBL:A2NUT3|ENSEMBL:ENSP00000375018|VEGA:OTTHUMP00000201158 Tax_Id=9606 Gene_Symbol=IGHV@ Mu-chain (Fragment),Homo sapiens
IPI:IPI00827944.1,C,canonical,  1.000,  1.000,57, 23.873,7,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A2NYU9 Tax_Id=9606 Gene_Symbol=- Heavy chain Fab (Fragment),Homo sapiens
IPI:IPI00827986.1,C,canonical,  0.999,  1.000,13,  6.352,8,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A2JA18 Tax_Id=9606 Gene_Symbol=- Anti-mucin1 heavy chain variable region (Fragment),Homo sapiens
IPI:IPI00828061.1,C,canonical,  0.999,  1.000,191, 93.328,16,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A2JA14 Tax_Id=9606 Gene_Symbol=- Anti-mucin1 heavy chain variable region (Fragment),Homo sapiens
IPI:IPI00828156.1,C,canonical,  1.000,  1.000,222, 92.979,15,,,,,,,,P01857,1733,497,,,Ig,TREMBL:A2NKM6 Tax_Id=9606 Gene_Symbol=- NANUC-1 heavy chain (Fragment),Homo sapiens
IPI:IPI00829947.3,C,canonical,  1.000,  1.000,221,129.584,18,,,,,,,,P01857,1733,497,,,Ig,SWISS-PROT:P06309|ENSEMBL:ENSP00000393492;ENSP00000419353|H-INV:HIT000323309|VEGA:OTTHUMP00000200284;OTTHUMP00000200333 Tax_Id=9606 Gene_Symbol=IGKV1-5 Similar to Ig kappa chain V-II region GM607 precursor,Homo sapiens
