"CSF-PR / CSF GEL BOUND FRACTION / Proteins / "
"","PI","Accession","Other Protein(s)","Description","CHROMOSOME","Gene Name","Coverage(%)","Non Enzymatic Peptides","#Peptides","#Spectra","NSAF","RANK (NSAF)","MW","Confidence","Spectrum Lower Range","Spectrum Upper Range","Peptide Lower Range","Peptide Upper Range","Validated"
8440.00,"SINGLE PROTEIN","Q8NG92",""," Olfactory receptor 13H1 (O13H1_HUMAN)","X","OR13H1",0.00,"false",0.00,0.00,0.00,1263.00,34.55,0.00,,,,,"false"
8441.00,"SINGLE PROTEIN","Q8NFX7",""," Syntaxin-binding protein 6 (STXB6_HUMAN)","14","STXBP6",0.00,"false",0.00,0.00,0.00,1263.00,23.54,0.00,,,,,"false"
8442.00,"SINGLE PROTEIN","P48380",""," Transcription factor RFX3 (RFX3_HUMAN)","9","RFX3",0.00,"false",0.00,0.00,0.00,1263.00,83.48,0.00,,,,,"false"
8443.00,"SINGLE PROTEIN","Q8NG98",""," Olfactory receptor 7D4 (OR7D4_HUMAN)","19","OR7D4",0.00,"false",0.00,0.00,0.00,1263.00,34.42,0.00,,,,,"false"
8444.00,"SINGLE PROTEIN","Q8IYL2",""," Probable tRNA (uracil-O(2)-)-methyltransferase (TRM44_HUMAN)","4","TRMT44",0.00,"false",0.00,0.00,0.00,1263.00,84.58,0.00,,,,,"false"
8445.00,"SINGLE PROTEIN","Q8IYL3",""," UPF0688 protein C1orf174 (CA174_HUMAN)","1","C1ORF174",0.00,"false",0.00,0.00,0.00,1263.00,25.96,0.00,,,,,"false"
8446.00,"SINGLE PROTEIN","Q6ZVL6",""," UPF0606 protein KIAA1549L (K154L_HUMAN)","11","KIAA1549L",0.00,"false",0.00,0.00,0.00,1263.00,198.88,0.00,,,,,"false"
8447.00,"SINGLE PROTEIN","Q8IYK4",""," Procollagen galactosyltransferase 2 (GT252_HUMAN)","1","GLT25D2",0.00,"false",0.00,0.00,0.00,1263.00,72.88,0.00,,,,,"false"
8448.00,"SINGLE PROTEIN","Q8NFW8",""," N-acylneuraminate cytidylyltransferase (NEUA_HUMAN)","12","CMAS",0.00,"false",0.00,0.00,0.00,1263.00,48.35,0.00,,,,,"false"
8449.00,"SINGLE PROTEIN","Q8NFW9",""," Rab effector MyRIP (MYRIP_HUMAN)","3","MYRIP",0.00,"false",0.00,0.00,0.00,1263.00,95.65,0.00,,,,,"false"
8450.00,"RELATED PROTEINS","P68363","Q71U36"," Tubulin alpha-1B chain (TBA1B_HUMAN)","12","TUBA1B",0.00,"false",0.00,0.00,0.00,1263.00,50.12,0.00,,,,,"false"
8451.00,"SINGLE PROTEIN","Q8IYK8",""," GTP-binding protein REM 2 (REM2_HUMAN)","14","REM2",0.00,"false",0.00,0.00,0.00,1263.00,37.12,0.00,,,,,"false"
8452.00,"SINGLE PROTEIN","Q6ZVL8",""," Putative uncharacterized protein FLJ42384 (YP033_HUMAN)","","",0.00,"false",0.00,0.00,0.00,1263.00,15.88,0.00,,,,,"false"
8453.00,"RELATED AND UNRELATED PROTEINS","P62684","P62685,P63126,P63128,P63130,P87889,Q7LDI9,Q9YNA8"," Endogenous retrovirus group K member 113 Gag polyprotein (GA113_HUMAN)","","",0.00,"false",0.00,0.00,0.00,1263.00,73.99,0.00,,,,,"false"
8454.00,"SINGLE PROTEIN","P48378",""," DNA-binding protein RFX2 (RFX2_HUMAN)","19","RFX2",0.00,"false",0.00,0.00,0.00,1263.00,79.94,0.00,,,,,"false"
8455.00,"SINGLE PROTEIN","P35070",""," Probetacellulin (BTC_HUMAN)","4","BTC",0.00,"false",0.00,0.00,0.00,1263.00,19.73,0.00,,,,,"false"
8456.00,"SINGLE PROTEIN","Q8IYS0",""," GRAM domain-containing protein 1C (GRM1C_HUMAN)","3","GRAMD1C",0.00,"false",0.00,0.00,0.00,1263.00,75.99,0.00,,,,,"false"
8457.00,"SINGLE PROTEIN","Q8IZ40",""," REST corepressor 2 (RCOR2_HUMAN)","11","RCOR2",0.00,"false",0.00,0.00,0.00,1263.00,57.98,0.00,,,,,"false"
8458.00,"SINGLE PROTEIN","Q717R9",""," Cystin-1 (CYS1_HUMAN)","2","CYS1",0.00,"false",0.00,0.00,0.00,1263.00,16.38,0.00,,,,,"false"
8459.00,"SINGLE PROTEIN","Q8IZ41",""," Ras and EF-hand domain-containing protein (RASEF_HUMAN)","9","RASEF",0.00,"false",0.00,0.00,0.00,1263.00,82.83,0.00,,,,,"false"
8460.00,"SINGLE PROTEIN","Q8IYS2",""," Uncharacterized protein KIAA2013 (K2013_HUMAN)","1","KIAA2013",0.00,"false",0.00,0.00,0.00,1263.00,69.11,0.00,,,,,"false"
8461.00,"UNRELATED PROTEINS","O00294","P50607"," Tubby-related protein 1 (TULP1_HUMAN)","6","TULP1",0.00,"false",0.00,0.00,0.00,1263.00,60.57,0.00,,,,,"false"
8462.00,"SINGLE PROTEIN","Q8IYS4",""," Uncharacterized protein C16orf71 (CP071_HUMAN)","16","C16ORF71",0.00,"false",0.00,0.00,0.00,1263.00,55.65,0.00,,,,,"false"
8463.00,"SINGLE PROTEIN","Q49AA0",""," Zinc finger protein ZFP69 (ZFP69_HUMAN)","1","ZNF642",0.00,"false",0.00,0.00,0.00,1263.00,61.14,0.00,,,,,"false"
8464.00,"SINGLE PROTEIN","Q8IYS8",""," Biorientation of chromosomes in cell division protein 1-like 2 (BD1L2_HUMAN)","18","BOD1L2",0.00,"false",0.00,0.00,0.00,1263.00,18.06,0.00,,,,,"false"
8465.00,"SINGLE PROTEIN","Q6NT04",""," Tigger transposable element-derived protein 7 (TIGD7_HUMAN)","16","TIGD7",0.00,"false",0.00,0.00,0.00,1263.00,63.20,0.00,,,,,"false"
8466.00,"SINGLE PROTEIN","P60014",""," Keratin-associated protein 10-10 (KR10A_HUMAN)","21","KRTAP10-10",0.00,"false",0.00,0.00,0.00,1263.00,25.55,0.00,,,,,"false"
8467.00,"SINGLE PROTEIN","Q8IYR0",""," UPF0704 protein C6orf165 (CF165_HUMAN)","6","C6ORF165",0.00,"false",0.00,0.00,0.00,1263.00,71.15,0.00,,,,,"false"
8468.00,"SINGLE PROTEIN","Q6NT16",""," MFS-type transporter SLC18B1 (S18B1_HUMAN)","6","SLC18B1",0.00,"false",0.00,0.00,0.00,1263.00,48.84,0.00,,,,,"false"
8469.00,"SINGLE PROTEIN","Q8IYR2",""," SET and MYND domain-containing protein 4 (SMYD4_HUMAN)","17","SMYD4",0.00,"false",0.00,0.00,0.00,1263.00,89.17,0.00,,,,,"false"
8470.00,"SINGLE PROTEIN","P59037",""," Putative uncharacterized protein encoded by LINC00313 (CU084_HUMAN)","21","LINC00313",0.00,"false",0.00,0.00,0.00,1263.00,8.50,0.00,,,,,"false"
8471.00,"SINGLE PROTEIN","Q8IYR6",""," Tomoregulin-1 (TEFF1_HUMAN)","9","TMEFF1",0.00,"false",0.00,0.00,0.00,1263.00,40.91,0.00,,,,,"false"
8472.00,"SINGLE PROTEIN","Q7LGA3",""," Heparan sulfate 2-O-sulfotransferase 1 (HS2ST_HUMAN)","1","HS2ST1",0.00,"false",0.00,0.00,0.00,1263.00,41.85,0.00,,,,,"false"
8473.00,"SINGLE PROTEIN","P62684",""," Endogenous retrovirus group K member 113 Gag polyprotein (GA113_HUMAN)","","",0.00,"false",0.00,0.00,0.00,1263.00,73.99,0.00,,,,,"false"
8474.00,"SINGLE PROTEIN","P59045",""," NACHT, LRR and PYD domains-containing protein 11 (NAL11_HUMAN)","19","NLRP11",0.00,"false",0.00,0.00,0.00,1263.00,117.70,0.00,,,,,"false"
8475.00,"SINGLE PROTEIN","P59044",""," NACHT, LRR and PYD domains-containing protein 6 (NALP6_HUMAN)","11","NLRP6",0.00,"false",0.00,0.00,0.00,1263.00,98.71,0.00,,,,,"false"
8476.00,"SINGLE PROTEIN","P59047",""," NACHT, LRR and PYD domains-containing protein 5 (NALP5_HUMAN)","19","NLRP5",0.00,"false",0.00,0.00,0.00,1263.00,134.25,0.00,,,,,"false"
8477.00,"SINGLE PROTEIN","P59046",""," NACHT, LRR and PYD domains-containing protein 12 (NAL12_HUMAN)","19","NLRP12",0.00,"false",0.00,0.00,0.00,1263.00,120.10,0.00,,,,,"false"
8478.00,"SINGLE PROTEIN","E5RQL4",""," Formiminotransferase N-terminal subdomain-containing protein (FONG_HUMAN)","","FONG",0.00,"false",0.00,0.00,0.00,1263.00,16.26,0.00,,,,,"false"
8479.00,"SINGLE PROTEIN","Q6ZW33",""," MICAL C-terminal-like protein (MICLK_HUMAN)","11","MICALCL",0.00,"false",0.00,0.00,0.00,1263.00,77.23,0.00,,,,,"false"
8480.00,"SINGLE PROTEIN","Q6ZW31",""," Rho GTPase-activating protein SYDE1 (SYDE1_HUMAN)","19","SYDE1",0.00,"false",0.00,0.00,0.00,1263.00,79.74,0.00,,,,,"false"
8481.00,"SINGLE PROTEIN","Q6ZW35",""," Protein FAM231D (F231D_HUMAN)","","",0.00,"false",0.00,0.00,0.00,1263.00,18.34,0.00,,,,,"false"
8482.00,"RELATED AND UNRELATED PROTEINS","P58400","P58401,Q9P2S2,Q9ULB1"," Neurexin-1-beta (NRX1B_HUMAN)","2","NRXN1",0.00,"false",0.00,0.00,0.00,1263.00,46.83,0.00,,,,,"false"
8483.00,"RELATED PROTEINS","P11216","P11217"," Glycogen phosphorylase, brain form (PYGB_HUMAN)","20","PYGB",0.00,"false",0.00,0.00,0.00,1263.00,96.63,0.00,,,,,"false"
8484.00,"SINGLE PROTEIN","Q8IZ20",""," Zinc finger protein 683 (ZN683_HUMAN)","1","ZNF683",0.00,"false",0.00,0.00,0.00,1263.00,56.87,0.00,,,,,"false"
8485.00,"SINGLE PROTEIN","Q8IZ21",""," Phosphatase and actin regulator 4 (PHAR4_HUMAN)","1","PHACTR4",0.00,"false",0.00,0.00,0.00,1263.00,78.16,0.00,,,,,"false"
8486.00,"SINGLE PROTEIN","Q8IZ26",""," Zinc finger protein 34 (ZNF34_HUMAN)","8","ZNF34",0.00,"false",0.00,0.00,0.00,1263.00,64.00,0.00,,,,,"false"
8487.00,"SINGLE PROTEIN","Q8IYQ7",""," Threonine synthase-like 1 (THNS1_HUMAN)","10","THNSL1",0.00,"false",0.00,0.00,0.00,1263.00,83.02,0.00,,,,,"false"
8488.00,"SINGLE PROTEIN","Q8IYP9",""," Palmitoyltransferase ZDHHC23 (ZDH23_HUMAN)","3","ZDHHC23",0.00,"false",0.00,0.00,0.00,1263.00,45.95,0.00,,,,,"false"
8489.00,"SINGLE PROTEIN","P59051",""," Putative uncharacterized protein encoded by BRWD1-AS2 (BRAS2_HUMAN)","21","BRWD1-IT2",0.00,"false",0.00,0.00,0.00,1263.00,16.12,0.00,,,,,"false"
8490.00,"SINGLE PROTEIN","P60033",""," CD81 antigen (CD81_HUMAN)","11","CD81",0.00,"false",0.00,0.00,0.00,1263.00,25.79,0.00,,,,,"false"
8491.00,"SINGLE PROTEIN","P62699",""," Protein yippee-like 5 (YPEL5_HUMAN)","2","YPEL5",0.00,"false",0.00,0.00,0.00,1263.00,13.83,0.00,,,,,"false"
8492.00,"SINGLE PROTEIN","Q5CZ79",""," Ankyrin repeat domain-containing protein 20B (AN20B_HUMAN)","2","ANKRD20A8P",0.00,"false",0.00,0.00,0.00,1263.00,93.85,0.00,,,,,"false"
8493.00,"SINGLE PROTEIN","Q8IYP2",""," Serine protease 58 (PRS58_HUMAN)","7","PRSS58",0.00,"false",0.00,0.00,0.00,1263.00,27.07,0.00,,,,,"false"
8494.00,"SINGLE PROTEIN","Q8IZ13",""," Protein ZBED8 (ZBED8_HUMAN)","5","C5ORF54",0.00,"false",0.00,0.00,0.00,1263.00,68.28,0.00,,,,,"false"
8495.00,"SINGLE PROTEIN","Q8IZ16",""," Uncharacterized protein C7orf61 (CG061_HUMAN)","7","C7ORF61",0.00,"false",0.00,0.00,0.00,1263.00,23.85,0.00,,,,,"false"
8496.00,"RELATED PROTEINS","P21695","Q8N335"," Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic (GPDA_HUMAN)","12","GPD1",0.00,"false",0.00,0.00,0.00,1263.00,37.54,0.00,,,,,"false"
8497.00,"SINGLE PROTEIN","P61371",""," Insulin gene enhancer protein ISL-1 (ISL1_HUMAN)","5","ISL1",0.00,"false",0.00,0.00,0.00,1263.00,39.01,0.00,,,,,"false"
8498.00,"SINGLE PROTEIN","Q7LG56",""," Ribonucleoside-diphosphate reductase subunit M2 B (RIR2B_HUMAN)","8","RRM2B",0.00,"false",0.00,0.00,0.00,1263.00,40.71,0.00,,,,,"false"
8499.00,"RELATED PROTEINS","Q15118","Q15119"," [Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial (PDK1_HUMAN)","2","PDK1",0.00,"false",0.00,0.00,0.00,1263.00,49.21,0.00,,,,,"false"
8500.00,"SINGLE PROTEIN","Q6SA08",""," Testis-specific serine/threonine-protein kinase 4 (TSSK4_HUMAN)","14","TSSK4",0.00,"false",0.00,0.00,0.00,1263.00,37.43,0.00,,,,,"false"
8501.00,"SINGLE PROTEIN","P00390",""," Glutathione reductase, mitochondrial (GSHR_HUMAN)","8","GSR",0.00,"false",0.00,0.00,0.00,1263.00,56.22,0.00,,,,,"false"
8502.00,"SINGLE PROTEIN","P49662",""," Caspase-4 (CASP4_HUMAN)","11","CASP4",0.00,"false",0.00,0.00,0.00,1263.00,43.23,0.00,,,,,"false"
8503.00,"SINGLE PROTEIN","P11049",""," Leukocyte antigen CD37 (CD37_HUMAN)","19","CD37",0.00,"false",0.00,0.00,0.00,1263.00,31.68,0.00,,,,,"false"
8504.00,"RELATED AND UNRELATED PROTEINS","Q5DJT8","Q5HYN5,Q6NSH3,Q8N7B7,Q8NHU0"," Cancer/testis antigen family 45 member A2 (CT452_HUMAN)","X","CT45A2",0.00,"false",0.00,0.00,0.00,1263.00,21.29,0.00,,,,,"false"
8505.00,"SINGLE PROTEIN","Q8NG35",""," Beta-defensin 105 (D105A_HUMAN)","8","DEFB105A",0.00,"false",0.00,0.00,0.00,1263.00,8.92,0.00,,,,,"false"
8506.00,"UNRELATED PROTEINS","A6NJL1","P0CG00"," Zinc finger and SCAN domain-containing protein 5B (ZSA5B_HUMAN)","19","ZSCAN5B",0.00,"false",0.00,0.00,0.00,1263.00,55.79,0.00,,,,,"false"
8507.00,"SINGLE PROTEIN","Q8IYF1",""," RNA polymerase II transcription factor SIII subunit A2 (ELOA2_HUMAN)","18","TCEB3B",0.00,"false",0.00,0.00,0.00,1263.00,83.87,0.00,,,,,"false"
8508.00,"SINGLE PROTEIN","Q8NFR9",""," Interleukin-17 receptor E (I17RE_HUMAN)","3","IL17RE",0.00,"false",0.00,0.00,0.00,1263.00,74.76,0.00,,,,,"false"
8509.00,"SINGLE PROTEIN","Q8IYF3",""," Testis-expressed sequence 11 protein (TEX11_HUMAN)","X","TEX11",0.00,"false",0.00,0.00,0.00,1263.00,107.82,0.00,,,,,"false"
8510.00,"SINGLE PROTEIN","Q6HA08",""," Astacin-like metalloendopeptidase (ASTL_HUMAN)","2","ASTL",0.00,"false",0.00,0.00,0.00,1263.00,45.91,0.00,,,,,"false"
8511.00,"SINGLE PROTEIN","Q8NFR7",""," Coiled-coil domain-containing protein 148 (CC148_HUMAN)","2","CCDC148",0.00,"false",0.00,0.00,0.00,1263.00,71.03,0.00,,,,,"false"
8512.00,"SINGLE PROTEIN","P25686",""," DnaJ homolog subfamily B member 2 (DNJB2_HUMAN)","2","DNAJB2",0.00,"false",0.00,0.00,0.00,1263.00,35.56,0.00,,,,,"false"
8513.00,"SINGLE PROTEIN","P25685",""," DnaJ homolog subfamily B member 1 (DNJB1_HUMAN)","19","DNAJB1",0.00,"false",0.00,0.00,0.00,1263.00,38.02,0.00,,,,,"false"
8514.00,"SINGLE PROTEIN","P62633",""," Cellular nucleic acid-binding protein (CNBP_HUMAN)","3","CNBP",0.00,"false",0.00,0.00,0.00,1263.00,19.45,0.00,,,,,"false"
8515.00,"SINGLE PROTEIN","P23025",""," DNA repair protein complementing XP-A cells (XPA_HUMAN)","9","XPA",0.00,"false",0.00,0.00,0.00,1263.00,31.35,0.00,,,,,"false"
8516.00,"RELATED PROTEINS","P04350","P68371,Q13509"," Tubulin beta-4A chain (TBB4A_HUMAN)","19","TUBB4A",0.00,"false",0.00,0.00,0.00,1263.00,49.55,0.00,,,,,"false"
8517.00,"SINGLE PROTEIN","P51991",""," Heterogeneous nuclear ribonucleoprotein A3 (ROA3_HUMAN)","2","HNRNPA3",0.00,"false",0.00,0.00,0.00,1263.00,39.57,0.00,,,,,"false"
8518.00,"SINGLE PROTEIN","P51993",""," Alpha-(1,3)-fucosyltransferase 6 (FUT6_HUMAN)","19","FUT6",0.00,"false",0.00,0.00,0.00,1263.00,41.83,0.00,,,,,"false"
8519.00,"SINGLE PROTEIN","Q8NG31",""," Protein CASC5 (CASC5_HUMAN)","15","CASC5",0.00,"false",0.00,0.00,0.00,1263.00,265.22,0.00,,,,,"false"
8520.00,"SINGLE PROTEIN","P11055",""," Myosin-3 (MYH3_HUMAN)","17","MYH3",0.00,"false",0.00,0.00,0.00,1263.00,223.77,0.00,,,,,"false"
8521.00,"SINGLE PROTEIN","Q6ZVF9",""," G protein-regulated inducer of neurite outgrowth 3 (GRIN3_HUMAN)","4","GPRIN3",0.00,"false",0.00,0.00,0.00,1263.00,82.39,0.00,,,,,"false"
8522.00,"RELATED PROTEINS","P01595","P01607"," Ig kappa chain V-I region Bi (KV103_HUMAN)","","",0.00,"false",0.00,0.00,0.00,1263.00,12.02,0.00,,,,,"false"
8523.00,"SINGLE PROTEIN","Q8NFQ5",""," BPI fold-containing family B member 6 (BPIB6_HUMAN)","20","BPIFB6",0.00,"false",0.00,0.00,0.00,1263.00,49.68,0.00,,,,,"false"
8524.00,"SINGLE PROTEIN","Q8IYE0",""," Coiled-coil domain-containing protein 146 (CC146_HUMAN)","7","CCDC146",0.00,"false",0.00,0.00,0.00,1263.00,112.74,0.00,,,,,"false"
8525.00,"SINGLE PROTEIN","Q8IYE1",""," Coiled-coil domain-containing protein 13 (CCD13_HUMAN)","3","CCDC13",0.00,"false",0.00,1.00,0.00,1018.00,80.83,0.00,,,,,"false"
8526.00,"SINGLE PROTEIN","Q8NFQ8",""," Torsin-1A-interacting protein 2 (TOIP2_HUMAN)","1","TOR1AIP2",0.00,"false",0.00,0.00,0.00,1263.00,51.23,0.00,,,,,"false"
8527.00,"SINGLE PROTEIN","Q8NFQ6",""," BPI fold-containing family C protein (BPIFC_HUMAN)","22","BPIFC",0.00,"false",0.00,0.00,0.00,1263.00,56.43,0.00,,,,,"false"
8528.00,"SINGLE PROTEIN","Q8NG27",""," E3 ubiquitin-protein ligase Praja-1 (PJA1_HUMAN)","X","PJA1",0.00,"false",0.00,0.00,0.00,1263.00,70.96,0.00,,,,,"false"
8529.00,"SINGLE PROTEIN","P49643",""," DNA primase large subunit (PRI2_HUMAN)","6","PRIM2",0.00,"false",0.00,0.00,0.00,1263.00,58.77,0.00,,,,,"false"
8530.00,"SINGLE PROTEIN","Q49A33",""," Putative zinc finger protein 876 (Z876P_HUMAN)","4","ZNF876P",0.00,"false",0.00,0.00,0.00,1263.00,23.37,0.00,,,,,"false"
8531.00,"RELATED PROTEINS","Q96BM9","Q9NVJ2"," ADP-ribosylation factor-like protein 8A (ARL8A_HUMAN)","1","ARL8A",0.00,"false",0.00,0.00,0.00,1263.00,21.40,0.00,,,,,"false"
8532.00,"SINGLE PROTEIN","P00374",""," Dihydrofolate reductase (DYR_HUMAN)","5","DHFR",0.00,"false",0.00,0.00,0.00,1263.00,21.44,0.00,,,,,"false"
8533.00,"SINGLE PROTEIN","P49642",""," DNA primase small subunit (PRI1_HUMAN)","12","PRIM1",0.00,"false",0.00,0.00,0.00,1263.00,49.87,0.00,,,,,"false"
8534.00,"SINGLE PROTEIN","P49640",""," Homeobox even-skipped homolog protein 1 (EVX1_HUMAN)","7","EVX1",0.00,"false",0.00,0.00,0.00,1263.00,42.41,0.00,,,,,"false"
8535.00,"SINGLE PROTEIN","P13688",""," Carcinoembryonic antigen-related cell adhesion molecule 1 (CEAM1_HUMAN)","19","CEACAM1",0.00,"false",0.00,0.00,0.00,1263.00,57.52,0.00,,,,,"false"
8536.00,"SINGLE PROTEIN","Q587J8",""," KHDC3-like protein (KHD3L_HUMAN)","6","KHDC3L",0.00,"false",0.00,0.00,0.00,1263.00,24.29,0.00,,,,,"false"
8537.00,"SINGLE PROTEIN","Q587J7",""," Putative ATP-dependent RNA helicase TDRD12 (TDR12_HUMAN)","19","TDRD12",0.00,"false",0.00,0.00,0.00,1263.00,132.49,0.00,,,,,"false"
8538.00,"UNRELATED PROTEINS","Q9HCM9","Q9NYM4"," E3 ubiquitin-protein ligase TRIM39 (TRI39_HUMAN)","6","TRIM39",0.00,"false",0.00,0.00,0.00,1263.00,59.65,0.00,,,,,"false"
8539.00,"SINGLE PROTEIN","P13693",""," Translationally-controlled tumor protein (TCTP_HUMAN)","13","TPT1",0.00,"false",0.00,0.00,0.00,1263.00,19.58,0.00,,,,,"false"
8540.00,"UNRELATED PROTEINS","Q13045","Q86VP3"," Protein flightless-1 homolog (FLII_HUMAN)","17","FLII",0.00,"false",0.00,0.00,0.00,1263.00,144.66,0.00,,,,,"false"
8541.00,"SINGLE PROTEIN","Q8NFP4",""," MAM domain-containing glycosylphosphatidylinositol anchor protein 1 (MDGA1_HUMAN)","6","MDGA1",0.00,"false",0.00,0.00,0.00,1263.00,105.72,0.00,,,,,"false"
8542.00,"SINGLE PROTEIN","Q8NG11",""," Tetraspanin-14 (TSN14_HUMAN)","10","TSPAN14",0.00,"false",0.00,0.00,0.00,1263.00,30.67,0.00,,,,,"false"
8543.00,"SINGLE PROTEIN","Q8IYD1",""," Eukaryotic peptide chain release factor GTP-binding subunit ERF3B (ERF3B_HUMAN)","X","GSPT2",0.00,"false",0.00,0.00,0.00,1263.00,68.84,0.00,,,,,"false"
8544.00,"RELATED PROTEINS","P48729","Q8N752"," Casein kinase I isoform alpha (KC1A_HUMAN)","5","CSNK1A1",0.00,"false",0.00,0.00,0.00,1263.00,38.89,0.00,,,,,"false"
8545.00,"SINGLE PROTEIN","Q6ZVC0",""," Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 1 (NYAP1_HUMAN)","7","NYAP1",0.00,"false",0.00,0.00,0.00,1263.00,87.87,0.00,,,,,"false"
8546.00,"SINGLE PROTEIN","Q8IYD2",""," Kelch domain-containing protein 8A (KLD8A_HUMAN)","1","KLHDC8A",0.00,"false",0.00,0.00,0.00,1263.00,38.83,0.00,,,,,"false"
8547.00,"SINGLE PROTEIN","P26998",""," Beta-crystallin B3 (CRBB3_HUMAN)","22","CRYBB3",0.00,"false",0.00,1.00,0.00,439.00,24.24,0.00,,,,,"false"
8548.00,"SINGLE PROTEIN","Q8IYD8",""," Fanconi anemia group M protein (FANCM_HUMAN)","14","FANCM",0.00,"false",0.00,0.00,0.00,1263.00,232.05,0.00,,,,,"false"
8549.00,"SINGLE PROTEIN","P49639",""," Homeobox protein Hox-A1 (HXA1_HUMAN)","7","HOXA1",0.00,"false",0.00,0.00,0.00,1263.00,36.62,0.00,,,,,"false"
8550.00,"SINGLE PROTEIN","P48307",""," Tissue factor pathway inhibitor 2 (TFPI2_HUMAN)","7","TFPI2",0.00,"false",0.00,0.00,0.00,1263.00,26.92,0.00,,,,,"false"
8551.00,"SINGLE PROTEIN","Q8IYD9",""," Lung adenoma susceptibility protein 2 (LAS2_HUMAN)","","LAS2",0.00,"false",0.00,0.00,0.00,1263.00,41.78,0.00,,,,,"false"
8552.00,"SINGLE PROTEIN","P49638",""," Alpha-tocopherol transfer protein (TTPA_HUMAN)","8","TTPA",0.00,"false",0.00,0.00,0.00,1263.00,31.73,0.00,,,,,"false"
8553.00,"SINGLE PROTEIN","P61328",""," Fibroblast growth factor 12 (FGF12_HUMAN)","3","FGF12",0.00,"false",0.00,0.00,0.00,1263.00,27.38,0.00,,,,,"false"
8554.00,"RELATED PROTEINS","Q9P2S2","Q9ULB1"," Neurexin-2 (NRX2A_HUMAN)","11","NRXN2",0.00,"false",0.00,0.00,0.00,1263.00,184.87,0.00,,,,,"false"
8555.00,"SINGLE PROTEIN","Q07283",""," Trichohyalin (TRHY_HUMAN)","1","TCHH",0.00,"false",0.00,0.00,0.00,1263.00,253.78,0.00,,,,,"false"
8556.00,"SINGLE PROTEIN","Q6ZVD8",""," PH domain leucine-rich repeat-containing protein phosphatase 2 (PHLP2_HUMAN)","16","PHLPP2",0.00,"false",0.00,0.00,0.00,1263.00,146.66,0.00,,,,,"false"
8557.00,"SINGLE PROTEIN","Q6ZVD7",""," Storkhead-box protein 1 (STOX1_HUMAN)","10","STOX1",0.00,"false",0.00,0.00,0.00,1263.00,110.89,0.00,,,,,"false"
8558.00,"SINGLE PROTEIN","P59020",""," Down syndrome critical region protein 9 (DSCR9_HUMAN)","21","DSCR9",0.00,"false",0.00,0.00,0.00,1263.00,16.73,0.00,,,,,"false"
8559.00,"SINGLE PROTEIN","Q8NG06",""," E3 ubiquitin-protein ligase TRIM58 (TRI58_HUMAN)","1","TRIM58",0.00,"false",0.00,0.00,0.00,1263.00,54.73,0.00,,,,,"false"
8560.00,"SINGLE PROTEIN","Q8NG04",""," Solute carrier family 26 member 10 (S2610_HUMAN)","12","SLC26A10",0.00,"false",0.00,0.00,0.00,1263.00,60.02,0.00,,,,,"false"
8561.00,"SINGLE PROTEIN","P59025",""," Receptor-transporting protein 1 (RTP1_HUMAN)","3","RTP1",0.00,"false",0.00,0.00,0.00,1263.00,30.89,0.00,,,,,"false"
8562.00,"SINGLE PROTEIN","P24347",""," Stromelysin-3 (MMP11_HUMAN)","22","MMP11",0.00,"false",0.00,0.00,0.00,1263.00,54.56,0.00,,,,,"false"
8563.00,"SINGLE PROTEIN","Q8NG08",""," DNA helicase B (HELB_HUMAN)","12","HELB",0.00,"false",0.00,0.00,0.00,1263.00,123.17,0.00,,,,,"false"
8564.00,"SINGLE PROTEIN","P60002",""," Transcription elongation factor 1 homolog (ELOF1_HUMAN)","19","ELOF1",0.00,"false",0.00,0.00,0.00,1263.00,9.46,0.00,,,,,"false"
8565.00,"SINGLE PROTEIN","P60008",""," Spermatid-specific linker histone H1-like protein (HILS1_HUMAN)","17","HILS1",0.00,"false",0.00,0.00,0.00,1263.00,25.62,0.00,,,,,"false"
8566.00,"SINGLE PROTEIN","Q19T08",""," Endothelial cell-specific chemotaxis regulator (ECSCR_HUMAN)","5","ECSCR",0.00,"false",0.00,0.00,0.00,1263.00,21.28,0.00,,,,,"false"
8567.00,"SINGLE PROTEIN","P50613",""," Cyclin-dependent kinase 7 (CDK7_HUMAN)","5","CDK7",0.00,"false",0.00,0.00,0.00,1263.00,39.01,0.00,,,,,"false"
8568.00,"SINGLE PROTEIN","P51946",""," Cyclin-H (CCNH_HUMAN)","5","CCNH",0.00,"false",0.00,0.00,0.00,1263.00,37.62,0.00,,,,,"false"
8569.00,"SINGLE PROTEIN","Q8NFW1",""," Collagen alpha-1(XXII) chain (COMA1_HUMAN)","8","COL22A1",0.00,"false",0.00,2.00,0.00,854.00,161.05,0.00,,,,,"false"
8570.00,"SINGLE PROTEIN","Q8IYK2",""," Coiled-coil domain-containing protein 105 (CC105_HUMAN)","19","CCDC105",0.00,"false",0.00,0.00,0.00,1263.00,56.87,0.00,,,,,"false"
8571.00,"RELATED PROTEINS","Q1AE95","Q8IXX5"," Transmembrane protein 183B (T183B_HUMAN)","","TMEM183B",0.00,"false",0.00,0.00,0.00,1263.00,42.91,0.00,,,,,"false"
