CSF-PR / CSF MIXED-MODE DEPLETED FRACTION / Proteins / 
index,PI,Accession,Other Protein(s),Description,CHROMOSOME,Gene Name,Coverage(%),Non Enzymatic Peptides,#Peptides,#Spectra,NSAF,RANK (NSAF),MW,Confidence,Validated
1407.00,SINGLE PROTEIN,P46940,, Ras GTPase-activating-like protein IQGAP1 (IQGA1_HUMAN),15,IQGAP1,2.35,false,3.00,5.00,0.00,2102.00,189.13,100.00,true
1408.00,SINGLE PROTEIN,P07359,, Platelet glycoprotein Ib alpha chain (GP1BA_HUMAN),17,GP1BA,6.71,false,3.00,6.00,0.01,1335.00,68.91,100.00,true
1409.00,SINGLE PROTEIN,P46926,, Glucosamine-6-phosphate isomerase 1 (GNPI1_HUMAN),5,GNPDA1,16.96,false,3.00,5.00,0.00,1608.00,32.65,100.00,true
1410.00,SINGLE PROTEIN,P80404,, 4-aminobutyrate aminotransferase, mitochondrial (GABT_HUMAN),16,ABAT,7.60,false,3.00,7.00,0.00,1592.00,56.40,100.00,true
1411.00,SINGLE PROTEIN,P78552,, Interleukin-13 receptor subunit alpha-1 (I13R1_HUMAN),X,IL13RA1,10.07,true,3.00,6.00,0.01,1255.00,48.73,100.00,true
1412.00,SINGLE PROTEIN,P29122,, Proprotein convertase subtilisin/kexin type 6 (PCSK6_HUMAN),15,PCSK6,6.40,false,3.00,7.00,0.00,1704.00,106.35,100.00,true
1413.00,SINGLE PROTEIN,P16298,, Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform (PP2BB_HUMAN),10,PPP3CB,10.31,false,3.00,3.00,0.00,2039.00,58.99,100.00,true
1414.00,SINGLE PROTEIN,O00187,, Mannan-binding lectin serine protease 2 (MASP2_HUMAN),1,MASP2,5.69,false,3.00,6.00,0.00,1583.00,75.65,100.00,true
1415.00,SINGLE PROTEIN,Q8TDQ7,, Glucosamine-6-phosphate isomerase 2 (GNPI2_HUMAN),4,GNPDA2,19.20,false,3.00,4.00,0.00,1720.00,31.06,100.00,true
1416.00,RELATED PROTEINS,Q9UN73,Q9Y5H6, Protocadherin alpha-6 (PCDA6_HUMAN),5,PCDHA6,4.11,false,3.00,5.00,0.00,1927.00,102.65,100.00,true
1417.00,RELATED PROTEINS,P07437,Q13509,Q13885,Q9BVA1, Tubulin beta chain (TBB5_HUMAN),6,TUBB,5.63,false,3.00,11.00,0.01,1223.00,49.64,100.00,true
1418.00,SINGLE PROTEIN,P41271,, Neuroblastoma suppressor of tumorigenicity 1 (NBL1_HUMAN),1,NBL1,13.89,false,3.00,84.00,1.08,13.00,19.26,100.00,true
1419.00,SINGLE PROTEIN,Q9UF11,, Pleckstrin homology domain-containing family B member 1 (PKHB1_HUMAN),11,PLEKHB1,13.58,false,3.00,13.00,0.03,405.00,27.17,100.00,true
1420.00,SINGLE PROTEIN,P17181,, Interferon alpha/beta receptor 1 (INAR1_HUMAN),21,IFNAR1,5.92,false,3.00,5.00,0.01,1334.00,63.49,100.00,true
1421.00,SINGLE PROTEIN,P63208,, S-phase kinase-associated protein 1 (SKP1_HUMAN),5,SKP1,20.86,false,3.00,18.00,0.05,291.00,18.65,100.00,true
1422.00,SINGLE PROTEIN,P52565,, Rho GDP-dissociation inhibitor 1 (GDIR1_HUMAN),17,ARHGDIA,22.55,false,3.00,11.00,0.02,525.00,23.19,100.00,true
1423.00,SINGLE PROTEIN,P54762,, Ephrin type-B receptor 1 (EPHB1_HUMAN),3,EPHB1,4.37,false,3.00,4.00,0.00,2061.00,109.81,100.00,true
1424.00,SINGLE PROTEIN,Q96NZ9,, Proline-rich acidic protein 1 (PRAP1_HUMAN),10,PRAP1,29.80,false,3.00,12.00,0.04,372.00,17.20,100.00,true
1425.00,SINGLE PROTEIN,P08887,, Interleukin-6 receptor subunit alpha (IL6RA_HUMAN),1,IL6R,7.69,false,3.00,7.00,0.00,1546.00,51.51,100.00,true
1426.00,SINGLE PROTEIN,Q96NY7,, Chloride intracellular channel protein 6 (CLIC6_HUMAN),21,CLIC6,9.66,false,3.00,8.00,0.01,1037.00,72.97,100.00,true
1427.00,SINGLE PROTEIN,Q96JP9,, Cadherin-related family member 1 (CDHR1_HUMAN),10,CDHR1,3.96,false,3.00,7.00,0.01,1340.00,93.54,100.00,true
1428.00,SINGLE PROTEIN,Q8N129,, Protein canopy homolog 4 (CNPY4_HUMAN),7,CNPY4,13.31,false,3.00,4.00,0.01,857.00,28.29,100.00,true
1429.00,SINGLE PROTEIN,Q9P0L0,, Vesicle-associated membrane protein-associated protein A (VAPA_HUMAN),18,VAPA,11.24,false,3.00,14.00,0.01,1185.00,27.88,100.00,true
1430.00,SINGLE PROTEIN,O95025,, Semaphorin-3D (SEM3D_HUMAN),7,SEMA3D,5.15,false,3.00,4.00,0.00,2083.00,89.59,100.00,true
1431.00,SINGLE PROTEIN,P54727,, UV excision repair protein RAD23 homolog B (RD23B_HUMAN),9,RAD23B,12.71,false,3.00,11.00,0.02,502.00,43.14,100.00,true
1432.00,SINGLE PROTEIN,P00918,, Carbonic anhydrase 2 (CAH2_HUMAN),8,CA2,16.92,false,3.00,5.00,0.01,753.00,29.23,100.00,true
1433.00,SINGLE PROTEIN,Q04917,, 14-3-3 protein eta (1433F_HUMAN),22,YWHAH,13.01,false,3.00,9.00,0.00,1542.00,28.20,100.00,true
1434.00,SINGLE PROTEIN,P62760,, Visinin-like protein 1 (VISL1_HUMAN),2,VSNL1,14.14,false,3.00,7.00,0.01,1115.00,22.13,100.00,true
1435.00,SINGLE PROTEIN,Q8N967,, Leucine-rich repeat and transmembrane domain-containing protein 2 (LRTM2_HUMAN),12,LRTM2,12.43,false,3.00,8.00,0.00,1496.00,41.13,100.00,true
1436.00,RELATED PROTEINS,Q7KYR7,Q8WVV5, Butyrophilin subfamily 2 member A1 (BT2A1_HUMAN),6,BTN2A1,3.80,false,3.00,17.00,0.00,1441.00,59.59,100.00,true
1437.00,SINGLE PROTEIN,O60704,, Protein-tyrosine sulfotransferase 2 (TPST2_HUMAN),22,TPST2,11.14,false,3.00,4.00,0.01,1366.00,41.88,100.00,true
1438.00,SINGLE PROTEIN,P25789,, Proteasome subunit alpha type-4 (PSA4_HUMAN),15,PSMA4,19.16,false,3.00,5.00,0.01,1166.00,29.47,100.00,true
1439.00,SINGLE PROTEIN,Q9Y336,, Sialic acid-binding Ig-like lectin 9 (SIGL9_HUMAN),19,SIGLEC9,12.10,false,3.00,6.00,0.01,1097.00,50.05,100.00,true
1440.00,SINGLE PROTEIN,P07949,, Proto-oncogene tyrosine-protein kinase receptor Ret (RET_HUMAN),10,RET,3.86,false,3.00,5.00,0.00,1777.00,124.24,100.00,true
1441.00,SINGLE PROTEIN,P42702,, Leukemia inhibitory factor receptor (LIFR_HUMAN),5,LIFR,4.28,false,3.00,3.00,0.00,2087.00,123.66,100.00,true
1442.00,SINGLE PROTEIN,Q09327,, Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase (MGAT3_HUMAN),22,MGAT3,6.19,false,3.00,7.00,0.00,1746.00,61.27,100.00,true
1443.00,SINGLE PROTEIN,Q7Z5L0,, Vitelline membrane outer layer protein 1 homolog (VMO1_HUMAN),17,VMO1,27.72,false,3.00,9.00,0.03,407.00,21.52,100.00,true
1444.00,RELATED PROTEINS,P10321,P30501,P30508,P30510,Q29963, HLA class I histocompatibility antigen, Cw-7 alpha chain (1C07_HUMAN),6,HLA-C,9.29,false,3.00,8.00,0.00,1786.00,40.62,100.00,true
1445.00,SINGLE PROTEIN,Q8WUM4,, Programmed cell death 6-interacting protein (PDC6I_HUMAN),3,PDCD6IP,4.84,false,3.00,6.00,0.00,1749.00,95.96,100.00,true
1446.00,SINGLE PROTEIN,P23560,, Brain-derived neurotrophic factor (BDNF_HUMAN),11,BDNF,15.38,false,3.00,9.00,0.00,1443.00,27.80,100.00,true
1447.00,SINGLE PROTEIN,P22223,, Cadherin-3 (CADH3_HUMAN),16,CDH3,5.31,false,3.00,12.00,0.01,996.00,91.36,100.00,true
1448.00,SINGLE PROTEIN,P60981,, Destrin (DEST_HUMAN),20,DSTN,24.24,true,3.00,4.00,0.01,1007.00,18.49,100.00,true
1449.00,SINGLE PROTEIN,P31153,, S-adenosylmethionine synthase isoform type-2 (METK2_HUMAN),2,MAT2A,12.91,false,3.00,6.00,0.01,1078.00,43.63,100.00,true
1450.00,SINGLE PROTEIN,P23526,, Adenosylhomocysteinase (SAHH_HUMAN),20,AHCY,9.95,false,3.00,8.00,0.01,1002.00,47.69,100.00,true
1451.00,SINGLE PROTEIN,O94923,, D-glucuronyl C5-epimerase (GLCE_HUMAN),15,GLCE,8.27,false,3.00,7.00,0.00,1539.00,70.06,100.00,true
1452.00,SINGLE PROTEIN,P31146,, Coronin-1A (COR1A_HUMAN),16,CORO1A,11.93,false,3.00,6.00,0.01,1286.00,50.99,100.00,true
1453.00,SINGLE PROTEIN,Q02790,, Peptidyl-prolyl cis-trans isomerase FKBP4 (FKBP4_HUMAN),12,FKBP4,6.97,false,3.00,5.00,0.00,1922.00,51.77,100.00,true
1454.00,SINGLE PROTEIN,Q9NYX4,, Neuron-specific vesicular protein calcyon (CALY_HUMAN),10,CALY,12.90,false,3.00,20.00,0.03,409.00,23.42,100.00,true
1455.00,SINGLE PROTEIN,Q6ZMP0,, Thrombospondin type-1 domain-containing protein 4 (THSD4_HUMAN),15,THSD4,4.03,false,3.00,8.00,0.00,2045.00,112.38,100.00,true
1456.00,SINGLE PROTEIN,P36888,, Receptor-type tyrosine-protein kinase FLT3 (FLT3_HUMAN),13,FLT3,3.22,false,3.00,3.00,0.00,2028.00,112.83,100.00,true
1457.00,SINGLE PROTEIN,O94973,, AP-2 complex subunit alpha-2 (AP2A2_HUMAN),11,AP2A2,5.01,false,3.00,4.00,0.00,1943.00,103.89,100.00,true
1458.00,SINGLE PROTEIN,P03973,, Antileukoproteinase (SLPI_HUMAN),20,SLPI,28.03,false,3.00,12.00,0.07,221.00,14.32,100.00,true
1459.00,SINGLE PROTEIN,P35542,, Serum amyloid A-4 protein (SAA4_HUMAN),11,SAA4,20.00,false,3.00,8.00,0.02,701.00,14.74,100.00,true
1460.00,SINGLE PROTEIN,P14621,, Acylphosphatase-2 (ACYP2_HUMAN),2,ACYP2,26.26,false,3.00,8.00,0.03,474.00,11.13,100.00,true
1461.00,SINGLE PROTEIN,Q9H299,, SH3 domain-binding glutamic acid-rich-like protein 3 (SH3L3_HUMAN),1,SH3BGRL3,20.43,false,3.00,8.00,0.07,218.00,10.43,100.00,true
1462.00,SINGLE PROTEIN,P02654,, Apolipoprotein C-I (APOC1_HUMAN),19,APOC1,38.55,true,3.00,8.00,0.07,203.00,9.33,100.00,true
1463.00,SINGLE PROTEIN,P61812,, Transforming growth factor beta-2 (TGFB2_HUMAN),1,TGFB2,7.97,false,3.00,5.00,0.00,1522.00,47.72,100.00,true
1464.00,SINGLE PROTEIN,P27930,, Interleukin-1 receptor type 2 (IL1R2_HUMAN),2,IL1R2,11.31,false,3.00,3.00,0.00,1393.00,45.39,100.00,true
1465.00,SINGLE PROTEIN,Q13873,, Bone morphogenetic protein receptor type-2 (BMPR2_HUMAN),2,BMPR2,2.70,false,3.00,5.00,0.00,1939.00,115.13,100.00,true
1466.00,SINGLE PROTEIN,Q969T9,, WW domain-binding protein 2 (WBP2_HUMAN),17,WBP2,14.56,false,3.00,4.00,0.01,1208.00,28.07,100.00,true
1467.00,SINGLE PROTEIN,Q9BVH7,, Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 (SIA7E_HUMAN),1,ST6GALNAC5,16.96,false,3.00,6.00,0.01,851.00,38.42,100.00,true
1468.00,SINGLE PROTEIN,P60900,, Proteasome subunit alpha type-6 (PSA6_HUMAN),14,PSMA6,12.60,false,3.00,6.00,0.01,877.00,27.38,100.00,true
1469.00,SINGLE PROTEIN,P08779,, Keratin, type I cytoskeletal 16 (K1C16_HUMAN),17,KRT16,6.34,false,3.00,6.00,0.00,1894.00,51.24,100.00,true
1470.00,SINGLE PROTEIN,P35916,, Vascular endothelial growth factor receptor 3 (VGFR3_HUMAN),5,FLT4,3.74,false,3.00,6.00,0.00,1993.00,152.66,100.00,true
1471.00,SINGLE PROTEIN,Q86UE6,, Leucine-rich repeat transmembrane neuronal protein 1 (LRRT1_HUMAN),2,LRRTM1,6.51,false,3.00,5.00,0.00,1565.00,58.60,100.00,true
1472.00,SINGLE PROTEIN,O95865,, N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 (DDAH2_HUMAN),6,DDAH2,19.30,false,3.00,10.00,0.02,667.00,29.63,100.00,true
1473.00,SINGLE PROTEIN,Q71H61,, Immunoglobulin-like domain-containing receptor 2 (ILDR2_HUMAN),1,ILDR2,3.91,false,3.00,4.00,0.00,1919.00,71.15,100.00,true
1474.00,SINGLE PROTEIN,P15085,, Carboxypeptidase A1 (CBPA1_HUMAN),7,CPA1,9.31,false,3.00,10.00,0.01,920.00,47.11,100.00,true
1475.00,SINGLE PROTEIN,Q13438,, Protein OS-9 (OS9_HUMAN),12,OS9,7.65,false,3.00,4.00,0.00,1976.00,75.51,100.00,true
1476.00,SINGLE PROTEIN,Q9UI42,, Carboxypeptidase A4 (CBPA4_HUMAN),7,CPA4,16.86,false,3.00,5.00,0.01,1232.00,47.32,100.00,true
1477.00,SINGLE PROTEIN,P20472,, Parvalbumin alpha (PRVA_HUMAN),22,PVALB,19.09,true,3.00,10.00,0.01,765.00,12.05,100.00,true
1478.00,SINGLE PROTEIN,Q9UGN4,, CMRF35-like molecule 8 (CLM8_HUMAN),17,CD300A,10.37,false,2.00,5.00,0.01,749.00,33.18,100.00,true
1479.00,SINGLE PROTEIN,P06756,, Integrin alpha-V (ITAV_HUMAN),2,ITGAV,2.10,false,2.00,4.00,0.00,1664.00,115.96,100.00,true
1480.00,SINGLE PROTEIN,Q99584,, Protein S100-A13 (S10AD_HUMAN),1,S100A13,23.47,false,2.00,4.00,0.02,612.00,11.46,100.00,true
1481.00,UNRELATED PROTEINS,P50502,Q8NFI4, Hsc70-interacting protein (F10A1_HUMAN),22,ST13,6.78,false,2.00,6.00,0.00,1716.00,41.31,100.00,true
1482.00,UNRELATED PROTEINS,Q9NR71,P0C7U2, Neutral ceramidase (ASAH2_HUMAN),10,ASAH2,3.33,false,2.00,2.00,0.00,1923.00,85.46,100.00,true
1483.00,SINGLE PROTEIN,Q9BYJ0,, Fibroblast growth factor-binding protein 2 (FGFP2_HUMAN),4,FGFBP2,15.70,false,2.00,5.00,0.01,1219.00,24.57,100.00,true
1484.00,UNRELATED PROTEINS,P02689,P15090, Myelin P2 protein (MYP2_HUMAN),8,PMP2,9.09,false,2.00,7.00,0.01,848.00,14.90,100.00,true
1485.00,SINGLE PROTEIN,Q8IWK6,, Adhesion G protein-coupled receptor A3 (AGRA3_HUMAN),4,GPR125,2.12,false,2.00,2.00,0.00,2062.00,146.06,100.00,true
1486.00,SINGLE PROTEIN,P63313,, Thymosin beta-10 (TYB10_HUMAN),2,TMSB10,31.82,true,2.00,30.00,0.58,29.00,5.02,100.00,true
1487.00,SINGLE PROTEIN,O95159,, Zinc finger protein-like 1 (ZFPL1_HUMAN),11,ZFPL1,5.81,false,2.00,5.00,0.02,607.00,34.09,100.00,true
1488.00,SINGLE PROTEIN,O95157,, Neurexophilin-3 (NXPH3_HUMAN),17,NXPH3,10.32,false,2.00,6.00,0.03,467.00,28.11,100.00,true
1489.00,SINGLE PROTEIN,O00300,, Tumor necrosis factor receptor superfamily member 11B (TR11B_HUMAN),8,TNFRSF11B,8.23,false,2.00,4.00,0.00,1740.00,46.00,100.00,true
1490.00,SINGLE PROTEIN,P35247,, Pulmonary surfactant-associated protein D (SFTPD_HUMAN),10,SFTPD,7.73,false,2.00,4.00,0.01,1272.00,37.70,100.00,true
1491.00,SINGLE PROTEIN,Q86SQ4,, G-protein coupled receptor 126 (GP126_HUMAN),6,GPR126,2.38,false,2.00,4.00,0.00,1739.00,136.61,100.00,true
1492.00,SINGLE PROTEIN,O75074,, Low-density lipoprotein receptor-related protein 3 (LRP3_HUMAN),19,LRP3,3.38,false,2.00,4.00,0.00,1983.00,82.83,100.00,true
1493.00,SINGLE PROTEIN,Q9H4A4,, Aminopeptidase B (AMPB_HUMAN),1,RNPEP,4.46,false,2.00,4.00,0.00,1854.00,72.55,100.00,true
1494.00,SINGLE PROTEIN,O95196,, Chondroitin sulfate proteoglycan 5 (CSPG5_HUMAN),3,CSPG5,2.30,false,2.00,24.00,0.08,192.00,59.98,100.00,true
1495.00,SINGLE PROTEIN,P01037,, Cystatin-SN (CYTN_HUMAN),20,CST1,24.11,false,2.00,2.00,0.01,951.00,16.38,100.00,true
1496.00,SINGLE PROTEIN,Q6PK18,, 2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 (OGFD3_HUMAN),17,C17ORF101,10.66,false,2.00,3.00,0.00,1656.00,35.62,100.00,true
1497.00,SINGLE PROTEIN,Q9H4G4,, Golgi-associated plant pathogenesis-related protein 1 (GAPR1_HUMAN),9,GLIPR2,16.88,false,2.00,2.00,0.01,1012.00,17.21,100.00,true
1498.00,SINGLE PROTEIN,P23297,, Protein S100-A1 (S10A1_HUMAN),1,S100A1,38.30,true,2.00,6.00,0.08,188.00,10.54,100.00,true
1499.00,SINGLE PROTEIN,Q96QV1,, Hedgehog-interacting protein (HHIP_HUMAN),4,HHIP,4.14,false,2.00,2.00,0.00,2132.00,78.80,100.00,true
1500.00,SINGLE PROTEIN,Q7Z4H3,, HD domain-containing protein 2 (HDDC2_HUMAN),6,HDDC2,13.73,false,2.00,2.00,0.00,1680.00,23.38,100.00,true
1501.00,SINGLE PROTEIN,O43464,, Serine protease HTRA2, mitochondrial (HTRA2_HUMAN),2,HTRA2,7.42,true,2.00,4.00,0.00,1731.00,48.81,100.00,true
1502.00,SINGLE PROTEIN,Q9H169,, Stathmin-4 (STMN4_HUMAN),8,STMN4,10.58,false,2.00,3.00,0.01,814.00,22.06,100.00,true
1503.00,SINGLE PROTEIN,Q13361,, Microfibrillar-associated protein 5 (MFAP5_HUMAN),12,MFAP5,15.61,false,2.00,6.00,0.02,577.00,19.60,100.00,true
1504.00,SINGLE PROTEIN,Q14696,, LDLR chaperone MESD (MESD_HUMAN),15,MESDC2,8.55,false,2.00,5.00,0.01,1271.00,26.06,100.00,true
1505.00,SINGLE PROTEIN,Q7Z5A7,, Protein FAM19A5 (F19A5_HUMAN),22,FAM19A5,15.15,false,2.00,3.00,0.02,593.00,14.29,100.00,true
1506.00,SINGLE PROTEIN,P48960,, CD97 antigen (CD97_HUMAN),19,CD97,3.47,false,2.00,4.00,0.00,1884.00,91.81,100.00,true
1507.00,SINGLE PROTEIN,Q5UCC4,, ER membrane protein complex subunit 10 (EMC10_HUMAN),19,EMC10,10.31,false,2.00,3.00,0.02,626.00,27.33,100.00,true
1508.00,SINGLE PROTEIN,P20138,, Myeloid cell surface antigen CD33 (CD33_HUMAN),19,CD33,9.89,false,2.00,8.00,0.02,673.00,39.80,100.00,true
1509.00,SINGLE PROTEIN,P36957,, Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (ODO2_HUMAN),14,DLST,5.52,false,2.00,5.00,0.00,1429.00,48.72,100.00,true
1510.00,SINGLE PROTEIN,P35625,, Metalloproteinase inhibitor 3 (TIMP3_HUMAN),22,TIMP3,10.90,false,2.00,2.00,0.00,1673.00,24.13,100.00,true
1511.00,SINGLE PROTEIN,O75594,, Peptidoglycan recognition protein 1 (PGRP1_HUMAN),19,PGLYRP1,19.90,false,2.00,2.00,0.00,1442.00,21.72,100.00,true
1512.00,SINGLE PROTEIN,Q96NI6,, Leucine-rich repeat and fibronectin type-III domain-containing protein 5 (LRFN5_HUMAN),14,LRFN5,6.26,false,2.00,2.00,0.00,2057.00,79.39,100.00,true
1513.00,SINGLE PROTEIN,Q96F85,, CB1 cannabinoid receptor-interacting protein 1 (CNRP1_HUMAN),2,CNRIP1,23.78,false,2.00,4.00,0.01,1140.00,18.64,100.00,true
1514.00,SINGLE PROTEIN,Q96S16,, JmjC domain-containing protein 8 (JMJD8_HUMAN),16,JMJD8,11.38,false,2.00,4.00,0.01,899.00,36.85,100.00,true
1515.00,SINGLE PROTEIN,Q9H0W9,, Ester hydrolase C11orf54 (CK054_HUMAN),11,C11ORF54,7.30,false,2.00,5.00,0.01,1318.00,35.09,100.00,true
1516.00,SINGLE PROTEIN,Q92187,, CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase (SIA8D_HUMAN),5,ST8SIA4,8.91,false,2.00,4.00,0.00,1455.00,41.27,100.00,true
1517.00,SINGLE PROTEIN,Q5SRI9,, Glycoprotein endo-alpha-1,2-mannosidase (MANEA_HUMAN),6,MANEA,4.76,false,2.00,5.00,0.01,1081.00,53.64,100.00,true
1518.00,SINGLE PROTEIN,Q03154,, Aminoacylase-1 (ACY1_HUMAN),3,ACY1,5.64,false,2.00,6.00,0.01,842.00,45.86,100.00,true
1519.00,SINGLE PROTEIN,Q8IWQ3,, Serine/threonine-protein kinase BRSK2 (BRSK2_HUMAN),11,BRSK2,5.98,false,2.00,2.00,0.00,2005.00,81.58,100.00,true
1520.00,SINGLE PROTEIN,O95989,, Diphosphoinositol polyphosphate phosphohydrolase 1 (NUDT3_HUMAN),6,NUDT3,13.95,false,2.00,4.00,0.02,664.00,19.46,100.00,true
1521.00,SINGLE PROTEIN,Q9Y2B0,, Protein canopy homolog 2 (CNPY2_HUMAN),12,CNPY2,14.29,false,2.00,5.00,0.01,1151.00,20.64,100.00,true
1522.00,SINGLE PROTEIN,Q16827,, Receptor-type tyrosine-protein phosphatase O (PTPRO_HUMAN),12,PTPRO,2.88,false,2.00,2.00,0.00,1973.00,138.26,100.00,true
1523.00,SINGLE PROTEIN,Q9HB40,, Retinoid-inducible serine carboxypeptidase (RISC_HUMAN),17,SCPEP1,6.19,false,2.00,5.00,0.01,1311.00,50.80,100.00,true
1524.00,SINGLE PROTEIN,O95998,, Interleukin-18-binding protein (I18BP_HUMAN),11,IL18BP,13.40,false,2.00,2.00,0.01,1147.00,21.09,100.00,true
1525.00,SINGLE PROTEIN,Q6N022,, Teneurin-4 (TEN4_HUMAN),,TENM4,0.87,false,2.00,5.00,0.00,2251.00,307.76,100.00,true
1526.00,SINGLE PROTEIN,P08493,, Matrix Gla protein (MGP_HUMAN),12,MGP,23.30,false,2.00,5.00,0.06,254.00,12.35,100.00,true
1527.00,SINGLE PROTEIN,P21453,, Sphingosine 1-phosphate receptor 1 (S1PR1_HUMAN),1,S1PR1,3.66,true,2.00,5.00,0.01,874.00,42.78,100.00,true
1528.00,SINGLE PROTEIN,P34741,, Syndecan-2 (SDC2_HUMAN),8,SDC2,7.46,false,2.00,6.00,0.02,698.00,22.15,100.00,true
1529.00,SINGLE PROTEIN,O15467,, C-C motif chemokine 16 (CCL16_HUMAN),17,CCL16,23.33,false,2.00,4.00,0.03,497.00,13.59,100.00,true
1530.00,SINGLE PROTEIN,P26022,, Pentraxin-related protein PTX3 (PTX3_HUMAN),3,PTX3,7.09,false,2.00,2.00,0.00,1845.00,41.95,100.00,true
1531.00,SINGLE PROTEIN,P10912,, Growth hormone receptor (GHR_HUMAN),5,GHR,3.76,false,2.00,2.00,0.00,1869.00,71.45,100.00,true
1532.00,SINGLE PROTEIN,Q9NS84,, Carbohydrate sulfotransferase 7 (CHST7_HUMAN),X,CHST7,5.35,false,2.00,6.00,0.00,1768.00,54.23,100.00,true
1533.00,SINGLE PROTEIN,O14668,, Transmembrane gamma-carboxyglutamic acid protein 1 (TMG1_HUMAN),X,PRRG1,5.96,false,2.00,9.00,0.03,385.00,24.93,100.00,true
1534.00,SINGLE PROTEIN,P25189,, Myelin protein P0 (MYP0_HUMAN),1,MPZ,7.26,false,2.00,7.00,0.02,564.00,27.54,100.00,true
1535.00,SINGLE PROTEIN,Q9NRX4,, 14 kDa phosphohistidine phosphatase (PHP14_HUMAN),9,PHPT1,25.60,false,2.00,5.00,0.03,445.00,13.82,100.00,true
1536.00,RELATED AND UNRELATED PROTEINS,P0CG47,P0CG48,P62979,P62987, Polyubiquitin-B (UBB_HUMAN),17,UBB,32.75,false,2.00,22.00,0.01,1233.00,25.75,100.00,true
1537.00,SINGLE PROTEIN,P49588,, Alanine--tRNA ligase, cytoplasmic (SYAC_HUMAN),16,AARS,2.69,false,2.00,5.00,0.00,2031.00,106.74,100.00,true
1538.00,SINGLE PROTEIN,P04233,, HLA class II histocompatibility antigen gamma chain (HG2A_HUMAN),5,CD74,6.42,false,2.00,11.00,0.03,447.00,33.49,100.00,true
1539.00,SINGLE PROTEIN,O00469,, Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 (PLOD2_HUMAN),3,PLOD2,3.53,false,2.00,3.00,0.00,2105.00,84.63,100.00,true
1540.00,SINGLE PROTEIN,P49184,, Deoxyribonuclease-1-like 1 (DNSL1_HUMAN),X,DNASE1L1,14.57,false,2.00,6.00,0.01,865.00,33.87,100.00,true
1541.00,SINGLE PROTEIN,Q8IZU9,, Kin of IRRE-like protein 3 (KIRR3_HUMAN),11,KIRREL3,3.60,false,2.00,2.00,0.00,2027.00,85.20,100.00,true
1542.00,SINGLE PROTEIN,Q9NS68,, Tumor necrosis factor receptor superfamily member 19 (TNR19_HUMAN),13,TNFRSF19,9.93,false,2.00,4.00,0.01,1056.00,45.98,100.00,true
1543.00,SINGLE PROTEIN,Q9UJQ1,, Lysosome-associated membrane glycoprotein 5 (LAMP5_HUMAN),20,LAMP5,12.14,false,2.00,5.00,0.01,1278.00,31.45,100.00,true
1544.00,SINGLE PROTEIN,P30533,, Alpha-2-macroglobulin receptor-associated protein (AMRP_HUMAN),4,LRPAP1,7.84,false,2.00,4.00,0.00,1449.00,41.44,100.00,true
1545.00,SINGLE PROTEIN,Q5TC84,, Opioid growth factor receptor-like protein 1 (OGRL1_HUMAN),6,OGFRL1,5.54,false,2.00,4.00,0.00,1499.00,51.22,100.00,true
1546.00,SINGLE PROTEIN,Q9NS71,, Gastrokine-1 (GKN1_HUMAN),2,GKN1,14.07,false,2.00,4.00,0.03,415.00,21.98,100.00,true
1547.00,SINGLE PROTEIN,O00499,, Myc box-dependent-interacting protein 1 (BIN1_HUMAN),2,BIN1,5.73,false,2.00,6.00,0.01,1256.00,64.66,100.00,true
1548.00,SINGLE PROTEIN,P37173,, TGF-beta receptor type-2 (TGFR2_HUMAN),3,TGFBR2,5.47,false,2.00,4.00,0.00,1577.00,64.53,100.00,true
1549.00,SINGLE PROTEIN,Q96Q04,, Serine/threonine-protein kinase LMTK3 (LMTK3_HUMAN),19,LMTK3,2.40,false,2.00,3.00,0.00,2084.00,153.57,100.00,true
1550.00,SINGLE PROTEIN,P01137,, Transforming growth factor beta-1 (TGFB1_HUMAN),19,TGFB1,5.90,false,2.00,3.00,0.00,1436.00,44.31,100.00,true
1551.00,SINGLE PROTEIN,P02462,, Collagen alpha-1(IV) chain (CO4A1_HUMAN),13,COL4A1,2.28,true,2.00,7.00,0.00,2053.00,160.51,100.00,true
1552.00,SINGLE PROTEIN,Q9GZV7,, Hyaluronan and proteoglycan link protein 2 (HPLN2_HUMAN),1,HAPLN2,10.59,false,2.00,5.00,0.01,1291.00,37.75,100.00,true
1553.00,SINGLE PROTEIN,P24298,, Alanine aminotransferase 1 (ALAT1_HUMAN),8,GPT,5.24,false,2.00,7.00,0.01,1209.00,54.60,100.00,true
1554.00,SINGLE PROTEIN,P18850,, Cyclic AMP-dependent transcription factor ATF-6 alpha (ATF6A_HUMAN),1,ATF6,3.58,false,2.00,2.00,0.00,2029.00,74.54,100.00,true
