Entry	Topological domain	Transmembrane
P11169	TOPO_DOM 1..10;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 33..64;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 86..90;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 112..118;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 143..153;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 175..183;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 205..269;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 291..304;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 326..331;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 353..363;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 390..399;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 421..429;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 451..496;  /note="Cytoplasmic";  /evidence="ECO:0000305"	TRANSMEM 11..32;  /note="Helical; Name=1";  /evidence="ECO:0000255, ECO:0000269|PubMed:26176916"; TRANSMEM 65..85;  /note="Helical; Name=2";  /evidence="ECO:0000255, ECO:0000269|PubMed:26176916"; TRANSMEM 91..111;  /note="Helical; Name=3";  /evidence="ECO:0000255, ECO:0000269|PubMed:26176916"; TRANSMEM 119..142;  /note="Helical; Name=4";  /evidence="ECO:0000255, ECO:0000269|PubMed:26176916"; TRANSMEM 154..174;  /note="Helical; Name=5";  /evidence="ECO:0000255, ECO:0000269|PubMed:26176916"; TRANSMEM 184..204;  /note="Helical; Name=6";  /evidence="ECO:0000255, ECO:0000269|PubMed:26176916"; TRANSMEM 270..290;  /note="Helical; Name=7";  /evidence="ECO:0000255, ECO:0000269|PubMed:26176916"; TRANSMEM 305..325;  /note="Helical; Name=8";  /evidence="ECO:0000255, ECO:0000269|PubMed:26176916"; TRANSMEM 332..352;  /note="Helical; Name=9";  /evidence="ECO:0000255, ECO:0000269|PubMed:26176916"; TRANSMEM 364..389;  /note="Helical; Name=10";  /evidence="ECO:0000255, ECO:0000269|PubMed:26176916"; TRANSMEM 400..420;  /note="Helical; Name=11";  /evidence="ECO:0000255, ECO:0000269|PubMed:26176916"; TRANSMEM 430..450;  /note="Helical; Name=12";  /evidence="ECO:0000255, ECO:0000269|PubMed:26176916"
Q7Z4H7		
Q9Y2T3		
Q9NRM0	TOPO_DOM 1..51;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 73..107;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 129..140;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 162..171;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 193..200;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 222..231;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 253..316;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 338..354;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 376..381;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 403..415;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 437..451;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 473..478;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 500..540;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 52..72;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 108..128;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 141..161;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 172..192;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 201..221;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 232..252;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 317..337;  /note="Helical; Name=7";  /evidence="ECO:0000255"; TRANSMEM 355..375;  /note="Helical; Name=8";  /evidence="ECO:0000255"; TRANSMEM 382..402;  /note="Helical; Name=9";  /evidence="ECO:0000255"; TRANSMEM 416..436;  /note="Helical; Name=10";  /evidence="ECO:0000255"; TRANSMEM 452..472;  /note="Helical; Name=11";  /evidence="ECO:0000255"; TRANSMEM 479..499;  /note="Helical; Name=12";  /evidence="ECO:0000255"
Q9NWQ4		
P30085		
O95239		
Q2VIQ3		
Q9NXV2		
Q8NC69		
Q12840		
Q9ULK0	TOPO_DOM 21..562;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 584..637;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 659..830;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 852..1009;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 563..583;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 638..658;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 831..851;  /note="Helical";  /evidence="ECO:0000255"
P40197	TOPO_DOM 17..523;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 545..560;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 524..544;  /note="Helical";  /evidence="ECO:0000255"
Q63ZY3		
Q9NPA1	TOPO_DOM 1..60;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 82..207;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 229..279;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 61..81;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 208..228;  /note="Helical; Name=2";  /evidence="ECO:0000255"
Q6NY19		
Q86W47	TOPO_DOM 1..19;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 41..167;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 189..210;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 20..40;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 168..188;  /note="Helical; Name=2";  /evidence="ECO:0000255"
Q5T7N3		
Q14145		
Q9H9L4		
O60259		
Q4VXA5		TRANSMEM 7..29;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 33..50;  /note="Helical";  /evidence="ECO:0000255"
Q587J8		
Q9P2N6		
Q5VTJ3		TRANSMEM 21..38;  /note="Helical";  /evidence="ECO:0000255"
Q9UKQ9		
Q96G42		
Q8IYD2		
Q8IXV7		
Q7Z7F0		
P03952		
Q5JSQ8		
Q8N7A1		
Q9Y2U9		
Q07666		
P10644		
Q86Z14	TOPO_DOM 1..996;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 1018..1044;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 997..1017;  /note="Helical";  /evidence="ECO:0000255"
Q9BQ90		
Q96J84	TOPO_DOM 17..499;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 521..757;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 500..520;  /note="Helical";  /evidence="ECO:0000255"
Q8TBB5		
Q5VWX1		
Q9UEF7	TOPO_DOM 34..981;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 1003..1012;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 982..1002;  /note="Helical";  /evidence="ECO:0000255"
Q8NEP7		
P31321		
O75525		
Q6UWL6	TOPO_DOM 21..510;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 532..708;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 511..531;  /note="Helical";  /evidence="ECO:0000255"
P50053		
Q13118		
P13861		
O15037		
O14901		
Q8IZU9	TOPO_DOM 22..535;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 557..778;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 536..556;  /note="Helical";  /evidence="ECO:0000255"
Q9Y4X4		
Q9Y2Y9		
P31323		
Q9P0J7		
Q8TD94		
Q8TBQ9	TOPO_DOM 27..53;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 72;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 54..71;  /note="Helical";  /evidence="ECO:0000255"
Q9UIH9		
Q5JT82		
Q14831	TOPO_DOM 35..590;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 616..627;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 649..654;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 676..702;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 724..753;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 776..788;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 811..825;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 851..915;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 591..615;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 628..648;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 655..675;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 703..723;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 754..775;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 789..810;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 826..850;  /note="Helical; Name=7";  /evidence="ECO:0000255"
A0A0U1RQI7		
P56915		
P10412		
Q14449		
Q03164		
Q13322		
P0C0S5		
Q9UH77		
Q9BZJ6	TOPO_DOM 1..81;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 105..115;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 139..157;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 178..196;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 217..240;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 264..315;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 339..352;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 376..419;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 82..104;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 116..138;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 158..177;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 197..216;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 241..263;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 316..338;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 353..375;  /note="Helical; Name=7";  /evidence="ECO:0000255"
Q6UWM5		
P60893	TOPO_DOM 1..25;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 47..57;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 79..96;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 118..137;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 159..188;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 210..286;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 308..313;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 335..370;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 26..46;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 58..78;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 97..117;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 138..158;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 189..209;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 287..307;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 314..334;  /note="Helical; Name=7";  /evidence="ECO:0000255"
P15382	TOPO_DOM 67..129;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 44..66;  /note="Helical";  /evidence="ECO:0000255"
Q96MM7	TOPO_DOM 1..4;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 28..605;  /note="Lumenal";  /evidence="ECO:0000255"	TRANSMEM 5..27;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
Q9ULL0		
O60381		
Q7Z4H3		
P07195		
Q9BXC0	TOPO_DOM 1..21;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 43..49;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 71..89;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 111..130;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 152..182;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 204..220;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 242..261;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 282..346;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 22..42;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 50..70;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 90..110;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 131..151;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 183..203;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 221..241;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 262..281;  /note="Helical; Name=7";  /evidence="ECO:0000255"
Q68CP4	TOPO_DOM 1..190;  /note="Lumenal, vesicle";  /evidence="ECO:0000255"; TOPO_DOM 212..275;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 297..302;  /note="Lumenal, vesicle";  /evidence="ECO:0000255"; TOPO_DOM 324..345;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 367..374;  /note="Lumenal, vesicle";  /evidence="ECO:0000255"; TOPO_DOM 396..420;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 442..500;  /note="Lumenal, vesicle";  /evidence="ECO:0000255"; TOPO_DOM 522..529;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 551..564;  /note="Lumenal, vesicle";  /evidence="ECO:0000255"; TOPO_DOM 586..592;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 614..634;  /note="Lumenal, vesicle";  /evidence="ECO:0000255"; TOPO_DOM 656..663;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 191..211;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 276..296;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 303..323;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 346..366;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 375..395;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 421..441;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 501..521;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 530..550;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 565..585;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 593..613;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 635..655;  /note="Helical";  /evidence="ECO:0000255"
Q14CZ8	TOPO_DOM 34..240;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 262..416;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 241..261;  /note="Helical";  /evidence="ECO:0000255"
P09601	TOPO_DOM 1..265;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:22419571"	TRANSMEM 266..288;  /note="Helical; Anchor for type IV membrane protein";  /evidence="ECO:0000255"
P0CJ72		
P52926		
Q9NWW0		
P0C7T4		
Q86UW8		
A8MTL9		
Q13751		
O75449		
A4D0S4		
Q9Y5J3		
P01602		
P60331		
Q8IYD9		
A0A0C4DH72		
P60368		
A0A0C4DH67		
P60369		
P04180		
A0A0C4DH69		
P60372		
A0A0C4DH73		
P60370		
P0DP09		
Q9BYR2		
P04430		
P60371		
Q9BYQ5		
P01599		
Q9BYR0		
Q9BYQ9		
A0A075B6S5		
Q9BYQ8		
P60409		
Q6L8H4		
P01594		
Q701N4		
A0A075B6S9		
Q5T7P2		
Q6L8H2		
P01597		
P60410		
Q6L8H1		
Q5T7P3		
Q701N2		
Q14558		
Q5T751		
P60411		
A0A0C4DH68		
Q6L8G9		
Q5T752		
P60014		
Q6L8G8		
A0A075B6P5		
O75690		
Q5T753		
A2NJV5		
P60412		
Q5T754		
O60256		
P26371		
P06310		
P60413		
Q5TA79		
A0A087WW87		
Q3LI64		
Q8IUC1		
O14633		
Q3LI66		
P59990		
Q5TA81		
Q3LI67		
Q5TA82		
Q5T749		
P04433		
Q8IUC3		
Q5TA76		
P59991		
P01624		
Q5TA77		
P60328		
Q8IUC2		
Q5T5A8		
P01619		
P60329		
A0A075B6H7		
Q8IUC0		
Q9BYE3		
A8MXZ3		
Q52LG2		
Q5T5B0		
Q9BYQ4		
Q3SY46		
Q5TA78		
Q3LI77		
Q9BYQ3		
Q5TCM9		
A0A183		
P0DV60		
P11047		
Q9BYQ2		
A8MVA2		
Q3LI76		
A8MTY7		
Q9BYQ0		
A8MUX0		
Q9BYP9		
P06312		
Q13753		
P06315		
Q9BYP8		
Q3LI70		
Q96L11		
Q3SYF9		
Q3LI54		
C9JBD0		
Q3LI63		
Q5JUW0		
A6PVL3		TRANSMEM 13..33;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 40..60;  /note="Helical";  /evidence="ECO:0000255"
Q3LI61		
Q7Z2F6		
Q3LI60		
Q3LI62		
Q9NPI7		
Q3LI58		
P11279	TOPO_DOM 29..382;  /note="Lumenal";  /evidence="ECO:0000255"; TOPO_DOM 406..417;  /note="Cytoplasmic";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00740"	TRANSMEM 383..405;  /note="Helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00740"
Q76NI1		
Q3LI59		
Q3LHN1		
Q3MIV0		
Q3LI68		
A1A580		
Q3LI83		
Q3LHN0		
P01042		
Q6PEX3		
Q3LI81		
A8MX34		
P56378		TRANSMEM 20..38;  /note="Helical";  /evidence="ECO:0000255"
P36542		
Q5PSV4		
P54710		TRANSMEM 29..46;  /note="Helical";  /evidence="ECO:0000255"
Q8N7W2		
A0A1B0GTZ2		
A0ZSE6	TOPO_DOM 1..34;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 56..113;  /note="Extracellular";  /evidence="ECO:0000255"	TRANSMEM 35..55;  /note="Helical";  /evidence="ECO:0000255"
Q6PEY0	TOPO_DOM 1..19;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 41..75;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 97..121;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 143..177;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 199..223;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 20..40;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 76..96;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 122..142;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 178..198;  /note="Helical";  /evidence="ECO:0000255"
Q8N9Z2		
Q92851		
Q07325		
Q16568		
Q8IWT3		
P08311		
P0C2S0		TRANSMEM 29..49;  /note="Helical";  /evidence="ECO:0000255"
O14958		
Q8WUQ7		
P22676		
O96002		TRANSMEM 23..43;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 58..78;  /note="Helical";  /evidence="ECO:0000255"
Q8TB33		
A6NGU7		
Q5VT33		
Q8TB03		
Q99627		
Q8WWI5	TOPO_DOM 2..30;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 52..212;  /note="Mitochondrial intermembrane";  /evidence="ECO:0000255"; TOPO_DOM 234..238;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 260..288;  /note="Mitochondrial intermembrane";  /evidence="ECO:0000255"; TOPO_DOM 310..315;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 337..338;  /note="Mitochondrial intermembrane";  /evidence="ECO:0000255"; TOPO_DOM 360..380;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 402..537;  /note="Mitochondrial intermembrane";  /evidence="ECO:0000255"; TOPO_DOM 559..566;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 588..653;  /note="Mitochondrial intermembrane";  /evidence="ECO:0000255"	TRANSMEM 31..51;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 213..233;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 239..259;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 289..309;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 316..336;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 339..359;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 381..401;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 538..558;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 567..587;  /note="Helical";  /evidence="ECO:0000255"
Q8IWA5	TOPO_DOM 1..33;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 55..232;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 254..256;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 278..315;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 337..364;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 386..457;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 481..504;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 526..563;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 585..599;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 621..638;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 660..706;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 34..54;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 233..253;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 257..277;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 316..336;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 365..385;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 458..480;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 505..525;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 564..584;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 600..620;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 639..659;  /note="Helical";  /evidence="ECO:0000255"
Q8N4M1		TRANSMEM 34..54;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 213..233;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 243..263;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 284..304;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 334..354;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 384..404;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 534..554;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 563..583;  /note="Helical";  /evidence="ECO:0000255"
Q53GD3	TOPO_DOM 1..34;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 56..229;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 251..252;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 274..309;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 331..358;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 380..455;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 477..501;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 523..560;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 582..597;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 619..638;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 660..710;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 35..55;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 230..250;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 253..273;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 310..330;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 359..379;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 456..476;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 502..522;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 561..581;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 598..618;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 639..659;  /note="Helical";  /evidence="ECO:0000255"
Q8NCS7	TOPO_DOM 1..38;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 60..242;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 264..265;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 287..325;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 347..351;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 373..374;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 396..460;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 482..515;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 537..610;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 632..649;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 671..719;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 39..59;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 243..263;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 266..286;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 326..346;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 352..372;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 375..395;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 461..481;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 516..536;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 611..631;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 650..670;  /note="Helical";  /evidence="ECO:0000255"
P16410	TOPO_DOM 36..161;  /note="Extracellular";  /evidence="ECO:0000305|PubMed:28484017"; TOPO_DOM 183..223;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 162..182;  /note="Helical";  /evidence="ECO:0000255"
Q9Y6V7		
Q10586		
P25774		
Q96LR7		
Q6UXQ4		
P27482		
P35638		
P27707		
A6NN90		
Q86UT8		
P0DP23		
Q9UK59		
Q5VU92		
Q5VZK9		
Q86TM3		
A6NGE4		
Q6UW01		
P22681		
Q9NS00	TOPO_DOM 1..6;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 30..363;  /note="Lumenal";  /evidence="ECO:0000255"	TRANSMEM 7..29;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
P07498		
Q5D0E6		
