ID	Location	Membrane	Nucleus	Cytoplasm	Extracellular	Mitochondrion	Cell_membrane	Endoplasmic_reticulum	Plastid	Golgi_apparatus	Lysosome/Vacuole	Peroxisome
sp|Q9BVG9|PTSS2_HUMAN Phosphatidylserine synthase 2 OS=Homo sapiens OX=9606 GN=PTDSS2 PE=1 SV=1	Endoplasmic_reticulum	0.9717	0.0001	0.0	0.0	0.0014	0.2235	0.5831	0.0	0.1213	0.0701	0.0004
sp|Q9UNW1|MINP1_HUMAN Multiple inositol polyphosphate phosphatase 1 OS=Homo sapiens OX=9606 GN=MINPP1 PE=1 SV=1	Endoplasmic_reticulum	0.4283	0.0038	0.0074	0.074	0.3453	0.0042	0.4865	0.0135	0.0361	0.0244	0.0047
sp|Q13043|STK4_HUMAN Serine/threonine-protein kinase 4 OS=Homo sapiens OX=9606 GN=STK4 PE=1 SV=2	Nucleus	0.0751	0.7742	0.2191	0.0	0.0008	0.0017	0.0007	0.0008	0.0009	0.0011	0.0007
sp|Q15172|2A5A_HUMAN Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R5A PE=1 SV=1	Cytoplasm	0.0416	0.2801	0.6589	0.0003	0.0015	0.0103	0.0053	0.0019	0.0303	0.0094	0.0019
sp|Q96RP7|G3ST4_HUMAN Galactose-3-O-sulfotransferase 4 OS=Homo sapiens OX=9606 GN=GAL3ST4 PE=1 SV=1	Golgi_apparatus	0.9876	0.0003	0.0003	0.003	0.1849	0.0093	0.1562	0.0015	0.6416	0.002	0.001
sp|O15232|MATN3_HUMAN Matrilin-3 OS=Homo sapiens OX=9606 GN=MATN3 PE=1 SV=2	Extracellular	0.0005	0.0	0.0	0.9809	0.0	0.0003	0.0126	0.0	0.0005	0.0056	0.0
sp|P14317|HCLS1_HUMAN Hematopoietic lineage cell-specific protein OS=Homo sapiens OX=9606 GN=HCLS1 PE=1 SV=3	Cytoplasm	0.3076	0.3219	0.3242	0.0055	0.0525	0.1137	0.028	0.0287	0.0618	0.0326	0.031
sp|O43790|KRT86_HUMAN Keratin, type II cuticular Hb6 OS=Homo sapiens OX=9606 GN=KRT86 PE=1 SV=1	Cytoplasm	0.1398	0.1184	0.6196	0.0016	0.1192	0.0207	0.0019	0.0877	0.0082	0.0053	0.0173
sp|Q9BZC1|CELF4_HUMAN CUGBP Elav-like family member 4 OS=Homo sapiens OX=9606 GN=CELF4 PE=1 SV=1	Nucleus	0.1962	0.9466	0.0517	0.0002	0.0004	0.0009	0.0	0.0	0.0	0.0	0.0002
sp|Q86UX6|ST32C_HUMAN Serine/threonine-protein kinase 32C OS=Homo sapiens OX=9606 GN=STK32C PE=1 SV=1	Nucleus	0.0966	0.5343	0.4168	0.0006	0.0015	0.0234	0.0033	0.0059	0.0073	0.0046	0.0022
sp|Q96CU9|FXRD1_HUMAN FAD-dependent oxidoreductase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FOXRED1 PE=1 SV=2	Mitochondrion	0.6599	0.0005	0.0032	0.0001	0.9891	0.0004	0.0001	0.0006	0.0001	0.0	0.0059
sp|Q9H4A9|DPEP2_HUMAN Dipeptidase 2 OS=Homo sapiens OX=9606 GN=DPEP2 PE=1 SV=3	Cell_membrane	0.9351	0.0003	0.0002	0.0165	0.0029	0.7001	0.1874	0.0003	0.0268	0.0651	0.0006
sp|Q9UNF0|PACN2_HUMAN Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens OX=9606 GN=PACSIN2 PE=1 SV=2	Cytoplasm	0.0384	0.1808	0.6057	0.0009	0.0059	0.024	0.0131	0.0038	0.0649	0.0981	0.0028
sp|Q9NS84|CHST7_HUMAN Carbohydrate sulfotransferase 7 OS=Homo sapiens OX=9606 GN=CHST7 PE=1 SV=2	Golgi_apparatus	0.789	0.0	0.0	0.0214	0.0004	0.0022	0.0612	0.0	0.9076	0.0071	0.0
sp|Q9H1Z4|WDR13_HUMAN WD repeat-containing protein 13 OS=Homo sapiens OX=9606 GN=WDR13 PE=1 SV=2	Plastid	0.2318	0.0635	0.0769	0.0029	0.36	0.0025	0.0009	0.4817	0.0003	0.0018	0.0096
tr|H3BTN5|H3BTN5_HUMAN Pyruvate kinase (Fragment) OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=1	Cytoplasm	0.005	0.0428	0.8964	0.0008	0.0016	0.0025	0.0007	0.0027	0.0003	0.0021	0.0499
sp|Q8N6W0|CELF5_HUMAN CUGBP Elav-like family member 5 OS=Homo sapiens OX=9606 GN=CELF5 PE=1 SV=1	Nucleus	0.1874	0.8521	0.1206	0.0005	0.0025	0.0185	0.0005	0.0001	0.0009	0.0003	0.004
sp|Q9BXK5|B2L13_HUMAN Bcl-2-like protein 13 OS=Homo sapiens OX=9606 GN=BCL2L13 PE=1 SV=1	Mitochondrion	0.9696	0.0104	0.005	0.0006	0.3722	0.1001	0.2811	0.1169	0.0438	0.0356	0.0343
sp|Q99784|NOE1_HUMAN Noelin OS=Homo sapiens OX=9606 GN=OLFM1 PE=1 SV=4	Extracellular	0.2388	0.0043	0.0279	0.3044	0.0404	0.0127	0.294	0.0273	0.1158	0.1675	0.0058
sp|P51648|AL3A2_HUMAN Aldehyde dehydrogenase family 3 member A2 OS=Homo sapiens OX=9606 GN=ALDH3A2 PE=1 SV=1	Endoplasmic_reticulum	0.8051	0.007	0.0308	0.0005	0.0812	0.1472	0.4434	0.005	0.0737	0.0936	0.1177
sp|Q9UBX1|CATF_HUMAN Cathepsin F OS=Homo sapiens OX=9606 GN=CTSF PE=1 SV=1	Extracellular	0.0004	0.0	0.0003	0.9555	0.0009	0.0001	0.0134	0.0	0.0	0.0297	0.0
sp|P30566|PUR8_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=2	Cytoplasm	0.0656	0.2502	0.6285	0.0009	0.0076	0.0236	0.0124	0.0018	0.0373	0.0311	0.0065
tr|G3V2W1|G3V2W1_HUMAN Protein Z-dependent protease inhibitor OS=Homo sapiens OX=9606 GN=SERPINA10 PE=1 SV=1	Cytoplasm	0.3623	0.1764	0.3582	0.0064	0.09	0.0171	0.1332	0.0145	0.0285	0.0206	0.1552
sp|P54284|CACB3_HUMAN Voltage-dependent L-type calcium channel subunit beta-3 OS=Homo sapiens OX=9606 GN=CACNB3 PE=1 SV=1	Cytoplasm	0.0335	0.4515	0.5042	0.0015	0.0013	0.0161	0.0025	0.0006	0.0108	0.0088	0.0027
sp|O75354|ENTP6_HUMAN Ectonucleoside triphosphate diphosphohydrolase 6 OS=Homo sapiens OX=9606 GN=ENTPD6 PE=1 SV=3	Golgi_apparatus	0.9984	0.0004	0.0005	0.0	0.3721	0.0079	0.2406	0.0007	0.3744	0.0003	0.0031
sp|Q05519|SRS11_HUMAN Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1	Nucleus	0.0644	0.9991	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|H3BQK0|H3BQK0_HUMAN RNA helicase OS=Homo sapiens OX=9606 GN=DDX19B PE=1 SV=1	Mitochondrion	0.1944	0.1836	0.3495	0.0008	0.3754	0.0106	0.0105	0.0136	0.0155	0.0057	0.0348
sp|Q9BZI7|REN3B_HUMAN Regulator of nonsense transcripts 3B OS=Homo sapiens OX=9606 GN=UPF3B PE=1 SV=1	Nucleus	0.0404	0.9398	0.0596	0.0	0.0	0.0005	0.0001	0.0	0.0	0.0	0.0
tr|S4R369|S4R369_HUMAN 39S ribosomal protein L37, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL37 PE=1 SV=1	Mitochondrion	0.2356	0.305	0.2474	0.0094	0.3338	0.0591	0.0031	0.002	0.0039	0.0006	0.0357
sp|Q96DZ1|ERLEC_HUMAN Endoplasmic reticulum lectin 1 OS=Homo sapiens OX=9606 GN=ERLEC1 PE=1 SV=1	Endoplasmic_reticulum	0.1823	0.0188	0.0448	0.1462	0.0114	0.0278	0.6049	0.0018	0.0119	0.128	0.0044
sp|P49840|GSK3A_HUMAN Glycogen synthase kinase-3 alpha OS=Homo sapiens OX=9606 GN=GSK3A PE=1 SV=2	Cytoplasm	0.0196	0.1317	0.8028	0.0009	0.0006	0.0494	0.0008	0.0	0.003	0.0075	0.0031
sp|Q8N149|LIRA2_HUMAN Leukocyte immunoglobulin-like receptor subfamily A member 2 OS=Homo sapiens OX=9606 GN=LILRA2 PE=1 SV=3	Cell_membrane	0.9272	0.0022	0.0006	0.0425	0.0035	0.7481	0.141	0.0001	0.0273	0.0341	0.0005
sp|Q96A33|CCD47_HUMAN PAT complex subunit CCDC47 OS=Homo sapiens OX=9606 GN=CCDC47 PE=1 SV=1	Endoplasmic_reticulum	0.2348	0.0103	0.0046	0.1812	0.0058	0.004	0.7844	0.0002	0.0037	0.0056	0.0
sp|P49753|ACOT2_HUMAN Acyl-coenzyme A thioesterase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT2 PE=1 SV=6	Mitochondrion	0.4244	0.0002	0.014	0.0001	0.4597	0.0001	0.0003	0.3994	0.0	0.0001	0.1261
sp|P34896|GLYC_HUMAN Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=SHMT1 PE=1 SV=1	Cytoplasm	0.0239	0.0349	0.6412	0.0035	0.0171	0.0052	0.0018	0.0066	0.0004	0.0044	0.2847
sp|P26196|DDX6_HUMAN Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2	Cytoplasm	0.0278	0.2108	0.7367	0.0012	0.0068	0.0093	0.0013	0.0101	0.003	0.0046	0.0162
tr|H0YBM4|H0YBM4_HUMAN Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ASAP1 PE=1 SV=8	Nucleus	0.0767	0.5017	0.4655	0.0011	0.0007	0.0161	0.0013	0.0024	0.0047	0.0058	0.0006
sp|Q05084|ICA69_HUMAN Islet cell autoantigen 1 OS=Homo sapiens OX=9606 GN=ICA1 PE=1 SV=2	Cytoplasm	0.059	0.2158	0.7003	0.0021	0.0127	0.0312	0.0033	0.0035	0.0141	0.0133	0.0038
sp|P52209|6PGD_HUMAN 6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3	Cytoplasm	0.0138	0.0022	0.6634	0.0028	0.0064	0.0007	0.0016	0.0071	0.0	0.0033	0.3124
tr|A0A0A0MTH3|A0A0A0MTH3_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=1	Cytoplasm	0.0656	0.2256	0.6255	0.0073	0.0151	0.0197	0.0108	0.0065	0.0075	0.0161	0.0659
tr|E7EMK3|E7EMK3_HUMAN Flotillin OS=Homo sapiens OX=9606 GN=FLOT2 PE=1 SV=1	Cell_membrane	0.5252	0.037	0.1578	0.0019	0.0142	0.5079	0.0341	0.0066	0.0492	0.1837	0.0076
sp|Q92599|SEPT8_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=4	Cytoplasm	0.0313	0.1151	0.7885	0.0006	0.0007	0.0316	0.0033	0.0005	0.0306	0.0277	0.0013
sp|Q9UI12|VATH_HUMAN V-type proton ATPase subunit H OS=Homo sapiens OX=9606 GN=ATP6V1H PE=1 SV=1	Cytoplasm	0.0811	0.2868	0.6149	0.0007	0.007	0.0129	0.0238	0.0022	0.0291	0.015	0.0077
sp|Q9UHL0|DDX25_HUMAN ATP-dependent RNA helicase DDX25 OS=Homo sapiens OX=9606 GN=DDX25 PE=1 SV=2	Plastid	0.3207	0.0759	0.2265	0.0018	0.0917	0.0115	0.0098	0.4827	0.0135	0.0571	0.0294
tr|A0A0A0MSG0|A0A0A0MSG0_HUMAN WAS/WASL-interacting protein family member 3 OS=Homo sapiens OX=9606 GN=WIPF3 PE=1 SV=1	Cytoplasm	0.0122	0.1207	0.8637	0.0046	0.0001	0.0099	0.0	0.0001	0.0002	0.0006	0.0
sp|A6NGB9|WIPF3_HUMAN WAS/WASL-interacting protein family member 3 OS=Homo sapiens OX=9606 GN=WIPF3 PE=1 SV=4	Cytoplasm	0.0097	0.2347	0.7523	0.0048	0.0001	0.0069	0.0	0.0001	0.0002	0.0009	0.0
sp|Q6STE5|SMRD3_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3 OS=Homo sapiens OX=9606 GN=SMARCD3 PE=1 SV=1	Nucleus	0.0248	0.772	0.2256	0.0001	0.0004	0.0014	0.0	0.0001	0.0001	0.0	0.0001
sp|Q13547|HDAC1_HUMAN Histone deacetylase 1 OS=Homo sapiens OX=9606 GN=HDAC1 PE=1 SV=1	Nucleus	0.1362	0.9402	0.0399	0.0011	0.0033	0.0029	0.0013	0.0014	0.001	0.0041	0.0047
sp|Q8NDH6|ICA1L_HUMAN Islet cell autoantigen 1-like protein OS=Homo sapiens OX=9606 GN=ICA1L PE=1 SV=1	Cytoplasm	0.0631	0.4226	0.44	0.0022	0.0043	0.0355	0.011	0.001	0.0473	0.0345	0.0015
sp|P86790|CCZ1B_HUMAN Vacuolar fusion protein CCZ1 homolog B OS=Homo sapiens OX=9606 GN=CCZ1B PE=1 SV=1	Lysosome/Vacuole	0.0645	0.0248	0.2098	0.0224	0.0156	0.0438	0.1701	0.0109	0.0228	0.477	0.0028
tr|B4DR61|B4DR61_HUMAN Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens OX=9606 GN=SEC61A1 PE=1 SV=1	Cell_membrane	0.8176	0.0001	0.0001	0.0001	0.0054	0.3715	0.2164	0.0001	0.1578	0.2473	0.0012
sp|Q9UN86|G3BP2_HUMAN Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens OX=9606 GN=G3BP2 PE=1 SV=2	Nucleus	0.0302	0.5993	0.3776	0.0012	0.0017	0.0117	0.0008	0.0002	0.0043	0.002	0.0014
sp|P11182|ODB2_HUMAN Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DBT PE=1 SV=3	Mitochondrion	0.2459	0.001	0.0447	0.0001	0.9488	0.0003	0.0002	0.0002	0.0006	0.0015	0.0026
sp|Q13325|IFIT5_HUMAN Interferon-induced protein with tetratricopeptide repeats 5 OS=Homo sapiens OX=9606 GN=IFIT5 PE=1 SV=1	Cytoplasm	0.0211	0.2166	0.7302	0.0005	0.0049	0.004	0.0118	0.0013	0.0092	0.018	0.0036
sp|P19971|TYPH_HUMAN Thymidine phosphorylase OS=Homo sapiens OX=9606 GN=TYMP PE=1 SV=2	Cytoplasm	0.0801	0.0242	0.6794	0.0002	0.0305	0.0073	0.0004	0.0344	0.0001	0.001	0.2225
sp|Q9UHC7|MKRN1_HUMAN E3 ubiquitin-protein ligase makorin-1 OS=Homo sapiens OX=9606 GN=MKRN1 PE=1 SV=3	Nucleus	0.0296	0.818	0.1794	0.0	0.0001	0.0014	0.0	0.0006	0.0001	0.0003	0.0001
sp|Q9H0C5|BTBD1_HUMAN BTB/POZ domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BTBD1 PE=1 SV=1	Cytoplasm	0.0172	0.0805	0.8752	0.0005	0.005	0.0068	0.0003	0.0053	0.0006	0.0023	0.0236
sp|Q8N9B8|RGF1A_HUMAN Ras-GEF domain-containing family member 1A OS=Homo sapiens OX=9606 GN=RASGEF1A PE=2 SV=2	Cytoplasm	0.0342	0.2226	0.7061	0.0036	0.0096	0.0097	0.007	0.0036	0.0123	0.0173	0.0083
sp|P18428|LBP_HUMAN Lipopolysaccharide-binding protein OS=Homo sapiens OX=9606 GN=LBP PE=1 SV=3	Extracellular	0.0517	0.0004	0.0015	0.4873	0.0079	0.005	0.3768	0.0006	0.0008	0.1194	0.0003
sp|Q96LT7|CI072_HUMAN Guanine nucleotide exchange factor C9orf72 OS=Homo sapiens OX=9606 GN=C9orf72 PE=1 SV=2	Cytoplasm	0.1947	0.1801	0.4756	0.004	0.0109	0.075	0.0094	0.1121	0.0294	0.0753	0.0282
tr|B1AP22|B1AP22_HUMAN Presenilin OS=Homo sapiens OX=9606 GN=PSEN2 PE=1 SV=1	Lysosome/Vacuole	0.7173	0.0024	0.0007	0.0001	0.0368	0.249	0.1729	0.0074	0.1226	0.4042	0.004
sp|O95081|AGFG2_HUMAN Arf-GAP domain and FG repeat-containing protein 2 OS=Homo sapiens OX=9606 GN=AGFG2 PE=1 SV=2	Nucleus	0.53	0.9599	0.0337	0.0001	0.0006	0.0056	0.0	0.0	0.0001	0.0	0.0
sp|O60883|G37L1_HUMAN G-protein coupled receptor 37-like 1 OS=Homo sapiens OX=9606 GN=GPR37L1 PE=1 SV=2	Cell_membrane	0.9912	0.0001	0.0	0.0001	0.0003	0.9713	0.015	0.0	0.0077	0.0055	0.0
sp|Q8WV93|AFG1L_HUMAN AFG1-like ATPase OS=Homo sapiens OX=9606 GN=AFG1L PE=1 SV=2	Mitochondrion	0.3242	0.0022	0.0307	0.004	0.7813	0.0014	0.0103	0.1602	0.0007	0.0039	0.0053
sp|P31751|AKT2_HUMAN RAC-beta serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=AKT2 PE=1 SV=2	Cytoplasm	0.0444	0.1171	0.6887	0.0044	0.0325	0.0105	0.0202	0.0161	0.004	0.0177	0.0889
tr|H7C1Q1|H7C1Q1_HUMAN Cytosolic arginine sensor for mTORC1 subunit 1 (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1	Cytoplasm	0.066	0.2365	0.5997	0.0071	0.0115	0.0232	0.0128	0.0058	0.0099	0.0172	0.0762
tr|M0R2L2|M0R2L2_HUMAN TBC1 domain family member 17 (Fragment) OS=Homo sapiens OX=9606 GN=TBC1D17 PE=1 SV=2	Cytoplasm	0.1496	0.2391	0.4705	0.0069	0.0662	0.0216	0.0401	0.0077	0.0176	0.0186	0.1118
sp|Q12849|GRSF1_HUMAN G-rich sequence factor 1 OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=3	Mitochondrion	0.4865	0.002	0.004	0.0062	0.947	0.0017	0.0102	0.0231	0.0006	0.0017	0.0036
sp|Q9H1P3|OSBL2_HUMAN Oxysterol-binding protein-related protein 2 OS=Homo sapiens OX=9606 GN=OSBPL2 PE=1 SV=1	Cytoplasm	0.0319	0.4437	0.5134	0.0015	0.0016	0.0097	0.004	0.0029	0.0049	0.0102	0.008
sp|Q92743|HTRA1_HUMAN Serine protease HTRA1 OS=Homo sapiens OX=9606 GN=HTRA1 PE=1 SV=1	Extracellular	0.0007	0.0001	0.0067	0.8556	0.0018	0.0006	0.0807	0.0006	0.0	0.0538	0.0001
sp|Q9BTD8|RBM42_HUMAN RNA-binding protein 42 OS=Homo sapiens OX=9606 GN=RBM42 PE=1 SV=1	Nucleus	0.0285	0.8322	0.1555	0.0	0.0	0.012	0.0	0.0	0.0001	0.0	0.0001
sp|P31930|QCR1_HUMAN Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3	Mitochondrion	0.3918	0.0001	0.002	0.0002	0.7655	0.0001	0.0001	0.2296	0.0	0.0001	0.0023
sp|P31749|AKT1_HUMAN RAC-alpha serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=AKT1 PE=1 SV=2	Cytoplasm	0.0475	0.2655	0.5973	0.0022	0.0169	0.0219	0.0167	0.0176	0.0065	0.0168	0.0388
sp|Q9UQ03|COR2B_HUMAN Coronin-2B OS=Homo sapiens OX=9606 GN=CORO2B PE=1 SV=4	Cytoplasm	0.1073	0.1213	0.4769	0.0019	0.2465	0.0126	0.0144	0.036	0.0196	0.0157	0.0551
sp|O43854|EDIL3_HUMAN EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Homo sapiens OX=9606 GN=EDIL3 PE=1 SV=1	Extracellular	0.0	0.0	0.0	0.9977	0.0	0.0	0.0004	0.0	0.0	0.0018	0.0
sp|P11172|UMPS_HUMAN Uridine 5'-monophosphate synthase OS=Homo sapiens OX=9606 GN=UMPS PE=1 SV=1	Cytoplasm	0.1477	0.003	0.3131	0.0031	0.2447	0.0011	0.0024	0.1571	0.0001	0.0058	0.2698
sp|Q96EY1|DNJA3_HUMAN DnaJ homolog subfamily A member 3, mitochondrial OS=Homo sapiens OX=9606 GN=DNAJA3 PE=1 SV=2	Mitochondrion	0.3528	0.0003	0.0013	0.0003	0.9014	0.0002	0.0001	0.0918	0.0	0.0001	0.0045
sp|P08173|ACM4_HUMAN Muscarinic acetylcholine receptor M4 OS=Homo sapiens OX=9606 GN=CHRM4 PE=1 SV=2	Cell_membrane	0.9994	0.0	0.0	0.0	0.0	0.9973	0.0014	0.0	0.0005	0.0008	0.0
sp|Q7LGC8|CHST3_HUMAN Carbohydrate sulfotransferase 3 OS=Homo sapiens OX=9606 GN=CHST3 PE=1 SV=3	Golgi_apparatus	0.891	0.0105	0.0135	0.0075	0.0248	0.0073	0.41	0.0007	0.5142	0.0075	0.0041
tr|F5H5P2|F5H5P2_HUMAN 2-oxoisovalerate dehydrogenase subunit alpha OS=Homo sapiens OX=9606 PE=3 SV=1	Cytoplasm	0.0646	0.4015	0.4695	0.0052	0.0155	0.0154	0.0033	0.0045	0.0021	0.0065	0.0765
tr|F8VWW7|F8VWW7_HUMAN SPRY domain-containing protein 3 OS=Homo sapiens OX=9606 GN=SPRYD3 PE=1 SV=1	Nucleus	0.1777	0.3732	0.1798	0.0033	0.3442	0.0068	0.0016	0.0054	0.003	0.0014	0.0812
sp|O75688|PPM1B_HUMAN Protein phosphatase 1B OS=Homo sapiens OX=9606 GN=PPM1B PE=1 SV=1	Cell_membrane	0.4875	0.1026	0.2324	0.0213	0.0387	0.335	0.0356	0.0086	0.1309	0.0891	0.0058
sp|Q9Y243|AKT3_HUMAN RAC-gamma serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=AKT3 PE=1 SV=1	Cytoplasm	0.0732	0.2735	0.5737	0.0035	0.0072	0.0778	0.0125	0.0034	0.0063	0.0105	0.0316
sp|Q8N461|FXL16_HUMAN F-box/LRR-repeat protein 16 OS=Homo sapiens OX=9606 GN=FBXL16 PE=2 SV=2	Cytoplasm	0.0275	0.1188	0.8436	0.0004	0.004	0.0125	0.0014	0.0037	0.0036	0.0057	0.0064
sp|Q9H074|PAIP1_HUMAN Polyadenylate-binding protein-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAIP1 PE=1 SV=1	Cytoplasm	0.0161	0.1572	0.8042	0.0003	0.0001	0.0124	0.0012	0.0009	0.0057	0.0175	0.0005
tr|F6QDS0|F6QDS0_HUMAN RNA helicase OS=Homo sapiens OX=9606 GN=hCG_2043426 PE=1 SV=1	Cytoplasm	0.0503	0.2824	0.6265	0.0012	0.0056	0.0132	0.0114	0.0036	0.0287	0.0209	0.0066
sp|Q9BTU6|P4K2A_HUMAN Phosphatidylinositol 4-kinase type 2-alpha OS=Homo sapiens OX=9606 GN=PI4K2A PE=1 SV=1	Cytoplasm	0.0352	0.2205	0.7428	0.0006	0.0018	0.0147	0.0011	0.001	0.0048	0.0027	0.0099
sp|P55107|GDF10_HUMAN Growth/differentiation factor 10 OS=Homo sapiens OX=9606 GN=GDF10 PE=2 SV=1	Extracellular	0.0067	0.0003	0.0003	0.8878	0.0004	0.0082	0.0626	0.0	0.009	0.0315	0.0
sp|O43236|SEPT4_HUMAN Septin-4 OS=Homo sapiens OX=9606 GN=SEPTIN4 PE=1 SV=1	Cytoplasm	0.077	0.4279	0.5163	0.0008	0.0031	0.0212	0.0022	0.0059	0.0043	0.008	0.0103
sp|Q9UQM7|KCC2A_HUMAN Calcium/calmodulin-dependent protein kinase type II subunit alpha OS=Homo sapiens OX=9606 GN=CAMK2A PE=1 SV=2	Cytoplasm	0.2196	0.1304	0.4035	0.0156	0.022	0.1054	0.0676	0.0133	0.0299	0.0917	0.1207
tr|J3KNF6|J3KNF6_HUMAN Repulsive guidance molecule B OS=Homo sapiens OX=9606 GN=RGMB PE=1 SV=1	Cell_membrane	0.999	0.0016	0.0	0.0001	0.0001	0.9595	0.0196	0.0	0.0187	0.0004	0.0
sp|O60669|MOT2_HUMAN Monocarboxylate transporter 2 OS=Homo sapiens OX=9606 GN=SLC16A7 PE=1 SV=2	Cell_membrane	0.983	0.0	0.0	0.0	0.0013	0.9289	0.0233	0.0001	0.0134	0.0329	0.0001
sp|A6NE02|BTBDH_HUMAN BTB/POZ domain-containing protein 17 OS=Homo sapiens OX=9606 GN=BTBD17 PE=3 SV=1	Extracellular	0.1973	0.0002	0.0014	0.4728	0.0265	0.0143	0.3213	0.0	0.08	0.0746	0.0087
sp|P04004|VTNC_HUMAN Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1	Extracellular	0.0001	0.0	0.0	0.9814	0.0	0.0001	0.0163	0.0	0.0	0.0021	0.0
tr|B0QY95|B0QY95_HUMAN Mitochondrial dynamics protein MID51 OS=Homo sapiens OX=9606 GN=MIEF1 PE=1 SV=1	Mitochondrion	0.9625	0.0066	0.0148	0.0002	0.727	0.0089	0.0848	0.0162	0.0062	0.0021	0.1332
sp|Q14108|SCRB2_HUMAN Lysosome membrane protein 2 OS=Homo sapiens OX=9606 GN=SCARB2 PE=1 SV=2	Lysosome/Vacuole	0.1965	0.0001	0.0005	0.0021	0.0012	0.0688	0.058	0.0003	0.0088	0.8598	0.0005
sp|Q9BTV7|CABL2_HUMAN CDK5 and ABL1 enzyme substrate 2 OS=Homo sapiens OX=9606 GN=CABLES2 PE=1 SV=3	Cytoplasm	0.0767	0.3984	0.5605	0.001	0.0012	0.0246	0.0016	0.0012	0.004	0.0014	0.0062
sp|Q9NUU7|DD19A_HUMAN ATP-dependent RNA helicase DDX19A OS=Homo sapiens OX=9606 GN=DDX19A PE=1 SV=1	Cytoplasm	0.0745	0.2454	0.6115	0.0017	0.0073	0.0218	0.017	0.006	0.0473	0.0325	0.0094
sp|P50579|MAP2_HUMAN Methionine aminopeptidase 2 OS=Homo sapiens OX=9606 GN=METAP2 PE=1 SV=1	Cytoplasm	0.0092	0.2769	0.7044	0.0008	0.0008	0.0038	0.0015	0.0016	0.0004	0.0028	0.007
sp|Q96PB7|NOE3_HUMAN Noelin-3 OS=Homo sapiens OX=9606 GN=OLFM3 PE=1 SV=1	Extracellular	0.1083	0.0046	0.0282	0.3783	0.055	0.0071	0.2583	0.0304	0.0118	0.2188	0.0076
sp|P09914|IFIT1_HUMAN Interferon-induced protein with tetratricopeptide repeats 1 OS=Homo sapiens OX=9606 GN=IFIT1 PE=1 SV=2	Cytoplasm	0.0235	0.2617	0.6799	0.0003	0.0031	0.0039	0.0095	0.0008	0.0196	0.0174	0.0038
tr|K7EKW2|K7EKW2_HUMAN Noelin-2 OS=Homo sapiens OX=9606 GN=OLFM2 PE=1 SV=9	Extracellular	0.1018	0.0031	0.0388	0.5369	0.0665	0.0095	0.1592	0.0285	0.0035	0.1359	0.0182
tr|A0A0B4J2A0|A0A0B4J2A0_HUMAN FGGY_N domain-containing protein OS=Homo sapiens OX=9606 PE=4 SV=1	Peroxisome	0.0698	0.0177	0.3667	0.0235	0.0402	0.0112	0.0037	0.0144	0.0005	0.0036	0.5184
sp|Q6NUK1|SCMC1_HUMAN Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens OX=9606 GN=SLC25A24 PE=1 SV=2	Mitochondrion	0.7422	0.0013	0.0165	0.0012	0.7969	0.0026	0.0045	0.0072	0.0002	0.0031	0.1663
