Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Site
Q8TAI7	REBL1_HUMAN	reviewed	GTPase RhebL1 (Ras homolog enriched in brain like-1 c) (RhebL1c) (Ras homolog enriched in brain-like protein 1) (Rheb-like protein 1) (Rheb2)	RHEBL1	Homo sapiens (Human)	183	
P54756	EPHA5_HUMAN	reviewed	Ephrin type-A receptor 5 (EC 2.7.10.1) (Brain-specific kinase) (EPH homology kinase 1) (EHK-1) (EPH-like kinase 7) (EK7) (hEK7)	EPHA5 BSK EHK1 HEK7 TYRO4	Homo sapiens (Human)	1037	
Q8TF21	ANR24_HUMAN	reviewed	Ankyrin repeat domain-containing protein 24	ANKRD24 KIAA1981	Homo sapiens (Human)	1146	
Q14244	MAP7_HUMAN	reviewed	Ensconsin (Epithelial microtubule-associated protein of 115 kDa) (E-MAP-115) (Microtubule-associated protein 7) (MAP-7)	MAP7	Homo sapiens (Human)	749	
Q8N485	LIX1_HUMAN	reviewed	Protein limb expression 1 homolog	LIX1 C5orf11	Homo sapiens (Human)	282	
Q8TB92	HMGC2_HUMAN	reviewed	3-hydroxy-3-methylglutaryl-CoA lyase, cytoplasmic (EC 4.1.3.4) (3-hydroxy-3-methylglutaryl-CoA lyase-like protein 1) (HMGCL-like 1) (Endoplasmic reticulum 3-hydroxy-3-methylglutaryl-CoA lyase) (er-cHL)	HMGCLL1	Homo sapiens (Human)	370	
O00634	NET3_HUMAN	reviewed	Netrin-3 (Netrin-2-like protein)	NTN3 NTN2L	Homo sapiens (Human)	580	
Q8WWX8	SC5AB_HUMAN	reviewed	Sodium/myo-inositol cotransporter 2 (Na(+)/myo-inositol cotransporter 2) (Sodium-dependent glucose cotransporter) (Sodium/glucose cotransporter KST1) (Sodium/myo-inositol transporter 2) (SMIT2) (Solute carrier family 5 member 11)	SLC5A11 KST1 SLGTX SMIT2	Homo sapiens (Human)	675	
Q66K66	TM198_HUMAN	reviewed	Transmembrane protein 198	TMEM198	Homo sapiens (Human)	360	
Q6IQ19	CCSAP_HUMAN	reviewed	Centriole, cilia and spindle-associated protein	CCSAP C1orf96 CSAP	Homo sapiens (Human)	270	
P61266	STX1B_HUMAN	reviewed	Syntaxin-1B (Syntaxin-1B1) (Syntaxin-1B2)	STX1B STX1B1 STX1B2	Homo sapiens (Human)	288	
Q5GH72	XKR7_HUMAN	reviewed	XK-related protein 7	XKR7 C20orf159 XRG7	Homo sapiens (Human)	579	
Q96Q04	LMTK3_HUMAN	reviewed	Serine/threonine-protein kinase LMTK3 (EC 2.7.11.1) (Lemur tyrosine kinase 3)	LMTK3 KIAA1883 TYKLM3	Homo sapiens (Human)	1460	
Q1A5X6	IQCJ_HUMAN	reviewed	IQ domain-containing protein J	IQCJ	Homo sapiens (Human)	159	
P54793	ARSF_HUMAN	reviewed	Arylsulfatase F (ASF) (EC 3.1.6.1)	ARSF	Homo sapiens (Human)	590	
Q8TAC9	SCAM5_HUMAN	reviewed	Secretory carrier-associated membrane protein 5 (Secretory carrier membrane protein 5) (hSCAMP5)	SCAMP5	Homo sapiens (Human)	235	
P14415	AT1B2_HUMAN	reviewed	Sodium/potassium-transporting ATPase subunit beta-2 (Adhesion molecule in glia) (AMOG) (Sodium/potassium-dependent ATPase subunit beta-2)	ATP1B2	Homo sapiens (Human)	290	
P50876	R144A_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF144A (EC 2.3.2.31) (RING finger protein 144A) (UbcM4-interacting protein 4) (Ubiquitin-conjugating enzyme 7-interacting protein 4)	RNF144A KIAA0161 RNF144 UBCE7IP4	Homo sapiens (Human)	292	
Q96P66	GP101_HUMAN	reviewed	Probable G-protein coupled receptor 101	GPR101	Homo sapiens (Human)	508	
Q9UIW0	VAX2_HUMAN	reviewed	Ventral anterior homeobox 2	VAX2	Homo sapiens (Human)	290	
P49683	PRLHR_HUMAN	reviewed	Prolactin-releasing peptide receptor (PrRP receptor) (PrRPR) (G-protein coupled receptor 10) (hGR3)	PRLHR GPR10 GR3	Homo sapiens (Human)	370	
Q99674	CGRE1_HUMAN	reviewed	Cell growth regulator with EF hand domain protein 1 (Cell growth regulatory gene 11 protein) (Hydrophobestin)	CGREF1 CGR11	Homo sapiens (Human)	318	
Q5T5A4	CF276_HUMAN	reviewed	Protein CFAP276 (Cilia- and flagella-associated protein 276)	CFAP276 C1orf194	Homo sapiens (Human)	169	
Q569K4	Z385B_HUMAN	reviewed	Zinc finger protein 385B (Zinc finger protein 533)	ZNF385B ZNF533	Homo sapiens (Human)	471	
Q9Y250	LZTS1_HUMAN	reviewed	Leucine zipper putative tumor suppressor 1 (F37/esophageal cancer-related gene-coding leucine-zipper motif) (Fez1)	LZTS1 FEZ1	Homo sapiens (Human)	596	
P23677	IP3KA_HUMAN	reviewed	Inositol-trisphosphate 3-kinase A (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase A) (IP3 3-kinase A) (IP3K A) (InsP 3-kinase A)	ITPKA	Homo sapiens (Human)	461	
Q08AG7	MZT1_HUMAN	reviewed	Mitotic-spindle organizing protein 1 (Mitotic-spindle organizing protein associated with a ring of gamma-tubulin 1)	MZT1 C13orf37 MOZART1	Homo sapiens (Human)	82	
Q9NP08	HMX1_HUMAN	reviewed	Homeobox protein HMX1 (Homeobox protein H6)	HMX1 H6	Homo sapiens (Human)	348	
Q7Z5A9	TAFA1_HUMAN	reviewed	Chemokine-like protein TAFA-1	TAFA1 FAM19A1	Homo sapiens (Human)	133	
Q5T4B2	GT253_HUMAN	reviewed	Inactive glycosyltransferase 25 family member 3 (Cerebral endothelial cell adhesion molecule)	CERCAM CEECAM1 GLT25D3 KIAA1502	Homo sapiens (Human)	595	
Q9NYP8	CU062_HUMAN	reviewed	Uncharacterized protein C21orf62 (B37)	C21orf62 C21orf120	Homo sapiens (Human)	219	
Q96EQ0	SGTB_HUMAN	reviewed	Small glutamine-rich tetratricopeptide repeat-containing protein beta (Beta-SGT) (Small glutamine-rich protein with tetratricopeptide repeats 2)	SGTB SGT2	Homo sapiens (Human)	304	
Q8NHE4	VA0E2_HUMAN	reviewed	V-type proton ATPase subunit e 2 (V-ATPase subunit e 2) (Lysosomal 9 kDa H(+)-transporting ATPase V0 subunit e2) (Vacuolar proton pump subunit e 2)	ATP6V0E2 ATP6V0E2L C7orf32	Homo sapiens (Human)	81	
P54762	EPHB1_HUMAN	reviewed	Ephrin type-B receptor 1 (EC 2.7.10.1) (ELK) (EPH tyrosine kinase 2) (EPH-like kinase 6) (EK6) (hEK6) (Neuronally-expressed EPH-related tyrosine kinase) (NET) (Tyrosine-protein kinase receptor EPH-2)	EPHB1 ELK EPHT2 HEK6 NET	Homo sapiens (Human)	984	
P49798	RGS4_HUMAN	reviewed	Regulator of G-protein signaling 4 (RGP4) (RGS4)	RGS4	Homo sapiens (Human)	205	
P16389	KCNA2_HUMAN	reviewed	Potassium voltage-gated channel subfamily A member 2 (NGK1) (Voltage-gated K(+) channel HuKIV) (Voltage-gated potassium channel HBK5) (Voltage-gated potassium channel subunit Kv1.2)	KCNA2	Homo sapiens (Human)	499	SITE 252;  /note="Important for normal, slow channel gating";  /evidence="ECO:0000250|UniProtKB:P63142"; SITE 381;  /note="Important for binding with the scorpion mesomartoxin; when the scorpion mesomartoxin-rKv1.2/KCNA2 interaction is modeled, this residue is close to the 'Y-57' residue of the toxin";  /evidence="ECO:0000250|UniProtKB:P63142"
Q5VW36	FOCAD_HUMAN	reviewed	Focadhesin	FOCAD KIAA1797	Homo sapiens (Human)	1801	
Q7Z3B1	NEGR1_HUMAN	reviewed	Neuronal growth regulator 1 (IgLON family member 4)	NEGR1 IGLON4 UNQ2433/PRO4993	Homo sapiens (Human)	354	
Q5W041	ARMC3_HUMAN	reviewed	Armadillo repeat-containing protein 3 (Beta-catenin-like protein) (Cancer/testis antigen 81) (CT81) (KU-CT-1)	ARMC3	Homo sapiens (Human)	872	
Q8N2C7	UNC80_HUMAN	reviewed	Protein unc-80 homolog	UNC80 C2orf21 KIAA1843	Homo sapiens (Human)	3258	
Q9UL62	TRPC5_HUMAN	reviewed	Short transient receptor potential channel 5 (TrpC5) (Transient receptor protein 5) (TRP-5) (hTRP-5) (hTRP5)	TRPC5 TRP5	Homo sapiens (Human)	973	
A6NP61	ZAR1L_HUMAN	reviewed	ZAR1-like protein	ZAR1L	Homo sapiens (Human)	321	
O14810	CPLX1_HUMAN	reviewed	Complexin-1 (Complexin I) (CPX I) (Synaphin-2)	CPLX1	Homo sapiens (Human)	134	
P0CG32	ZCC18_HUMAN	reviewed	Zinc finger CCHC domain-containing protein 18	ZCCHC18	Homo sapiens (Human)	403	
Q15784	NDF2_HUMAN	reviewed	Neurogenic differentiation factor 2 (NeuroD2) (Class A basic helix-loop-helix protein 1) (bHLHa1) (NeuroD-related factor) (NDRF)	NEUROD2 BHLHA1 NDRF	Homo sapiens (Human)	382	
P78352	DLG4_HUMAN	reviewed	Disks large homolog 4 (Postsynaptic density protein 95) (PSD-95) (Synapse-associated protein 90) (SAP-90) (SAP90)	DLG4 PSD95	Homo sapiens (Human)	724	
Q9BWU1	CDK19_HUMAN	reviewed	Cyclin-dependent kinase 19 (EC 2.7.11.22) (CDC2-related protein kinase 6) (Cell division cycle 2-like protein kinase 6) (Cell division protein kinase 19) (Cyclin-dependent kinase 11) (Death-preventing kinase)	CDK19 CDC2L6 CDK11 KIAA1028	Homo sapiens (Human)	502	
Q8NCI6	GLBL3_HUMAN	reviewed	Beta-galactosidase-1-like protein 3 (EC 3.2.1.-)	GLB1L3	Homo sapiens (Human)	653	
P46459	NSF_HUMAN	reviewed	Vesicle-fusing ATPase (EC 3.6.4.6) (N-ethylmaleimide-sensitive fusion protein) (NEM-sensitive fusion protein) (Vesicular-fusion protein NSF)	NSF	Homo sapiens (Human)	744	
Q7Z6J6	FRMD5_HUMAN	reviewed	FERM domain-containing protein 5	FRMD5	Homo sapiens (Human)	570	
O94779	CNTN5_HUMAN	reviewed	Contactin-5 (Neural recognition molecule NB-2) (hNB-2)	CNTN5	Homo sapiens (Human)	1100	
Q96N64	PWP2A_HUMAN	reviewed	PWWP domain-containing protein 2A	PWWP2A KIAA1935 MST101	Homo sapiens (Human)	755	
P0C7A2	F153B_HUMAN	reviewed	Protein FAM153B	FAM153B	Homo sapiens (Human)	387	
P30872	SSR1_HUMAN	reviewed	Somatostatin receptor type 1 (SS-1-R) (SS1-R) (SS1R) (SRIF-2)	SSTR1	Homo sapiens (Human)	391	
Q9UJL9	ZF69B_HUMAN	reviewed	Zinc finger protein 69 homolog B (Zinc finger protein 643)	ZFP69B ZNF643	Homo sapiens (Human)	534	
Q9UDT6	CLIP2_HUMAN	reviewed	CAP-Gly domain-containing linker protein 2 (Cytoplasmic linker protein 115) (CLIP-115) (Cytoplasmic linker protein 2) (Williams-Beuren syndrome chromosomal region 3 protein) (Williams-Beuren syndrome chromosomal region 4 protein)	CLIP2 CYLN2 KIAA0291 WBSCR3 WBSCR4 WSCR4	Homo sapiens (Human)	1046	
Q8N3H0	TAFA2_HUMAN	reviewed	Chemokine-like protein TAFA-2	TAFA2 FAM19A2	Homo sapiens (Human)	131	
P25189	MYP0_HUMAN	reviewed	Myelin protein P0 (Myelin peripheral protein) (MPP) (Myelin protein zero)	MPZ	Homo sapiens (Human)	248	
P48431	SOX2_HUMAN	reviewed	Transcription factor SOX-2	SOX2	Homo sapiens (Human)	317	
Q14055	CO9A2_HUMAN	reviewed	Collagen alpha-2(IX) chain	COL9A2	Homo sapiens (Human)	689	
Q8IZ40	RCOR2_HUMAN	reviewed	REST corepressor 2	RCOR2	Homo sapiens (Human)	523	
P30531	SC6A1_HUMAN	reviewed	Sodium- and chloride-dependent GABA transporter 1 (GAT-1) (Solute carrier family 6 member 1)	SLC6A1 GABATR GABT1 GAT1	Homo sapiens (Human)	599	
Q8NI17	IL31R_HUMAN	reviewed	Interleukin-31 receptor subunit alpha (IL-31 receptor subunit alpha) (IL-31R subunit alpha) (IL-31R-alpha) (IL-31RA) (Cytokine receptor-like 3) (GLM-R) (hGLM-R) (Gp130-like monocyte receptor) (Gp130-like receptor) (ZcytoR17)	IL31RA CRL3 GPL UNQ6368/PRO21073/PRO21384	Homo sapiens (Human)	732	
Q5T442	CXG2_HUMAN	reviewed	Gap junction gamma-2 protein (Connexin-46.6) (Cx46.6) (Connexin-47) (Cx47) (Gap junction alpha-12 protein)	GJC2 GJA12	Homo sapiens (Human)	439	
Q96F07	CYFP2_HUMAN	reviewed	Cytoplasmic FMR1-interacting protein 2 (p53-inducible protein 121)	CYFIP2 KIAA1168 PIR121	Homo sapiens (Human)	1278	
O43525	KCNQ3_HUMAN	reviewed	Potassium voltage-gated channel subfamily KQT member 3 (KQT-like 3) (Potassium channel subunit alpha KvLQT3) (Voltage-gated potassium channel subunit Kv7.3)	KCNQ3	Homo sapiens (Human)	872	
Q8TB69	ZN519_HUMAN	reviewed	Zinc finger protein 519	ZNF519	Homo sapiens (Human)	540	
O14682	ENC1_HUMAN	reviewed	Ectoderm-neural cortex protein 1 (ENC-1) (Kelch-like protein 37) (Nuclear matrix protein NRP/B) (p53-induced gene 10 protein)	ENC1 KLHL37 NRPB PIG10	Homo sapiens (Human)	589	
Q96NL1	TMM74_HUMAN	reviewed	Transmembrane protein 74	TMEM74	Homo sapiens (Human)	305	
Q14721	KCNB1_HUMAN	reviewed	Potassium voltage-gated channel subfamily B member 1 (Delayed rectifier potassium channel 1) (DRK1) (h-DRK1) (Voltage-gated potassium channel subunit Kv2.1)	KCNB1	Homo sapiens (Human)	858	
Q96I13	ABHD8_HUMAN	reviewed	Protein ABHD8 (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 8) (Abhydrolase domain-containing protein 8)	ABHD8	Homo sapiens (Human)	439	
Q86VH4	LRRT4_HUMAN	reviewed	Leucine-rich repeat transmembrane neuronal protein 4	LRRTM4 UNQ3075/PRO9907	Homo sapiens (Human)	590	
Q6PKX4	DOK6_HUMAN	reviewed	Docking protein 6 (Downstream of tyrosine kinase 6)	DOK6 DOK5L	Homo sapiens (Human)	331	
P41146	OPRX_HUMAN	reviewed	Nociceptin receptor (Kappa-type 3 opioid receptor) (KOR-3) (Orphanin FQ receptor)	OPRL1 OOR ORL1	Homo sapiens (Human)	370	SITE 110;  /note="Important for G protein-mediated signaling"; SITE 130;  /note="Important for G protein-mediated signaling"
Q8N2Q7	NLGN1_HUMAN	reviewed	Neuroligin-1	NLGN1 KIAA1070	Homo sapiens (Human)	863	
P30874	SSR2_HUMAN	reviewed	Somatostatin receptor type 2 (SS-2-R) (SS2-R) (SS2R) (SRIF-1)	SSTR2	Homo sapiens (Human)	369	SITE 89;  /note="Important for ligand binding"
Q9H9R9	DBND1_HUMAN	reviewed	Dysbindin domain-containing protein 1	DBNDD1	Homo sapiens (Human)	158	
Q9BWQ8	LFG2_HUMAN	reviewed	Protein lifeguard 2 (Fas apoptotic inhibitory molecule 2) (Neural membrane protein 35) (Transmembrane BAX inhibitor motif-containing protein 2)	FAIM2 KIAA0950 LFG LFG2 NMP35 TMBIM2	Homo sapiens (Human)	316	
Q9ULX7	CAH14_HUMAN	reviewed	Carbonic anhydrase 14 (EC 4.2.1.1) (Carbonate dehydratase XIV) (Carbonic anhydrase XIV) (CA-XIV)	CA14 UNQ690/PRO1335	Homo sapiens (Human)	337	
Q8TAM6	ERMIN_HUMAN	reviewed	Ermin (Juxtanodin) (JN)	ERMN KIAA1189	Homo sapiens (Human)	284	
Q8NFJ6	PKR2_HUMAN	reviewed	Prokineticin receptor 2 (PK-R2) (G-protein coupled receptor 73-like 1) (G-protein coupled receptor I5E) (GPR73b) (GPRg2)	PROKR2 GPR73L1 PKR2	Homo sapiens (Human)	384	
Q9Y2W7	CSEN_HUMAN	reviewed	Calsenilin (A-type potassium channel modulatory protein 3) (DRE-antagonist modulator) (DREAM) (Kv channel-interacting protein 3) (KChIP3)	KCNIP3 CSEN DREAM KCHIP3	Homo sapiens (Human)	256	
Q99884	SC6A7_HUMAN	reviewed	Sodium-dependent proline transporter (Solute carrier family 6 member 7)	SLC6A7 PROT	Homo sapiens (Human)	636	
Q8NH18	OR5J2_HUMAN	reviewed	Olfactory receptor 5J2 (Olfactory receptor OR11-266)	OR5J2	Homo sapiens (Human)	312	
Q6P1K1	HRG1_HUMAN	reviewed	Heme transporter HRG1 (Heme-responsive gene 1 protein homolog) (HRG-1) (hHRG-1) (Solute carrier family 48 member 1)	SLC48A1 HRG1	Homo sapiens (Human)	146	
Q4LDR2	CTXN3_HUMAN	reviewed	Cortexin-3 (Kidney and brain-expressed protein)	CTXN3 KABE	Homo sapiens (Human)	81	
Q14957	NMDE3_HUMAN	reviewed	Glutamate receptor ionotropic, NMDA 2C (GluN2C) (Glutamate [NMDA] receptor subunit epsilon-3) (N-methyl D-aspartate receptor subtype 2C) (NMDAR2C) (NR2C)	GRIN2C NMDAR2C	Homo sapiens (Human)	1233	SITE 612;  /note="Functional determinant of NMDA receptors";  /evidence="ECO:0000250"
Q8N350	CBARP_HUMAN	reviewed	Voltage-dependent calcium channel beta subunit-associated regulatory protein	CBARP C19orf26	Homo sapiens (Human)	705	
Q16720	AT2B3_HUMAN	reviewed	Plasma membrane calcium-transporting ATPase 3 (PMCA3) (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 3) (Plasma membrane calcium pump isoform 3)	ATP2B3	Homo sapiens (Human)	1220	
Q8N4L1	T151A_HUMAN	reviewed	Transmembrane protein 151A	TMEM151A TMEM151	Homo sapiens (Human)	468	
P35414	APJ_HUMAN	reviewed	Apelin receptor (Angiotensin receptor-like 1) (G-protein coupled receptor APJ) (G-protein coupled receptor HG11)	APLNR AGTRL1 APJ	Homo sapiens (Human)	380	
P17752	TPH1_HUMAN	reviewed	Tryptophan 5-hydroxylase 1 (EC 1.14.16.4) (Tryptophan 5-monooxygenase 1)	TPH1 TPH TPRH TRPH	Homo sapiens (Human)	444	
Q96IV6	FXDC2_HUMAN	reviewed	Fatty acid hydroxylase domain-containing protein 2	FAXDC2 C5orf4	Homo sapiens (Human)	333	
Q9Y6K8	KAD5_HUMAN	reviewed	Adenylate kinase isoenzyme 5 (AK 5) (EC 2.7.4.3) (EC 2.7.4.6) (ATP-AMP transphosphorylase 5)	AK5	Homo sapiens (Human)	562	
Q9H2A9	CHST8_HUMAN	reviewed	Carbohydrate sulfotransferase 8 (EC 2.8.2.-) (GalNAc-4-O-sulfotransferase 1) (GalNAc-4-ST1) (GalNAc4ST-1) (N-acetylgalactosamine-4-O-sulfotransferase 1)	CHST8	Homo sapiens (Human)	424	
Q93038	TNR25_HUMAN	reviewed	Tumor necrosis factor receptor superfamily member 25 (Apo-3) (Apoptosis-inducing receptor AIR) (Apoptosis-mediating receptor DR3) (Apoptosis-mediating receptor TRAMP) (Death receptor 3) (Lymphocyte-associated receptor of death) (LARD) (Protein WSL) (Protein WSL-1)	TNFRSF25 APO3 DDR3 DR3 TNFRSF12 WSL WSL1 UNQ455/PRO779	Homo sapiens (Human)	417	
Q7RTP0	NIPA1_HUMAN	reviewed	Magnesium transporter NIPA1 (Non-imprinted in Prader-Willi/Angelman syndrome region protein 1) (Spastic paraplegia 6 protein)	NIPA1 SPG6	Homo sapiens (Human)	329	
P04629	NTRK1_HUMAN	reviewed	High affinity nerve growth factor receptor (EC 2.7.10.1) (Neurotrophic tyrosine kinase receptor type 1) (TRK1-transforming tyrosine kinase protein) (Tropomyosin-related kinase A) (Tyrosine kinase receptor) (Tyrosine kinase receptor A) (Trk-A) (gp140trk) (p140-TrkA)	NTRK1 MTC TRK TRKA	Homo sapiens (Human)	796	SITE 398..399;  /note="Breakpoint for translocation to form TRK and TRK-T3"; SITE 486;  /note="Breakpoint for translocation to form TRK-T1"; SITE 496;  /note="Interaction with SHC1"; SITE 791;  /note="Interaction with PLCG1"
Q6UXZ4	UNC5D_HUMAN	reviewed	Netrin receptor UNC5D (Protein unc-5 homolog 4) (Protein unc-5 homolog D)	UNC5D KIAA1777 UNC5H4 UNQ6012/PRO34692	Homo sapiens (Human)	953	SITE 416..417;  /note="Cleavage; by caspase-3";  /evidence="ECO:0000305"
Q8WWL7	CCNB3_HUMAN	reviewed	G2/mitotic-specific cyclin-B3	CCNB3 CYCB3	Homo sapiens (Human)	1395	
O43759	SNG1_HUMAN	reviewed	Synaptogyrin-1	SYNGR1	Homo sapiens (Human)	233	
Q2M3C7	SPKAP_HUMAN	reviewed	A-kinase anchor protein SPHKAP (SPHK1-interactor and AKAP domain-containing protein) (Sphingosine kinase type 1-interacting protein)	SPHKAP KIAA1678 SKIP	Homo sapiens (Human)	1700	
A0A1B0GVM6	CK097_HUMAN	reviewed	Uncharacterized protein C11orf97	C11orf97	Homo sapiens (Human)	126	
Q96KJ4	MSLNL_HUMAN	reviewed	Mesothelin-like protein (Pre-pro-megakaryocyte-potentiating-factor-like)	MSLNL C16orf37 MPFL	Homo sapiens (Human)	702	
Q5R3F8	PPR29_HUMAN	reviewed	Protein phosphatase 1 regulatory subunit 29 (Extracellular leucine-rich repeat and fibronectin type III domain-containing protein 2) (Leucine-rich repeat and fibronectin type-III domain-containing protein 6) (Leucine-rich repeat-containing protein 62)	ELFN2 KIAA1904 LRRC62 PPP1R29	Homo sapiens (Human)	820	
P25100	ADA1D_HUMAN	reviewed	Alpha-1D adrenergic receptor (Alpha-1A adrenergic receptor) (Alpha-1D adrenoreceptor) (Alpha-1D adrenoceptor) (Alpha-adrenergic receptor 1a)	ADRA1D ADRA1A	Homo sapiens (Human)	572	
Q15700	DLG2_HUMAN	reviewed	Disks large homolog 2 (Channel-associated protein of synapse-110) (Chapsyn-110) (Postsynaptic density protein PSD-93)	DLG2	Homo sapiens (Human)	870	
Q92599	SEPT8_HUMAN	reviewed	Septin-8	SEPTIN8 KIAA0202 SEPT8	Homo sapiens (Human)	483	
Q7Z6G3	NECA2_HUMAN	reviewed	N-terminal EF-hand calcium-binding protein 2 (EF-hand calcium-binding protein 2) (Neuronal calcium-binding protein 2) (Synaptotagmin-interacting protein 2) (Stip-2)	NECAB2 EFCBP2	Homo sapiens (Human)	386	
Q8WW38	FOG2_HUMAN	reviewed	Zinc finger protein ZFPM2 (Friend of GATA protein 2) (FOG-2) (Friend of GATA 2) (hFOG-2) (Zinc finger protein 89B) (Zinc finger protein multitype 2)	ZFPM2 FOG2 ZNF89B	Homo sapiens (Human)	1151	
Q9Y3Q8	T22D4_HUMAN	reviewed	TSC22 domain family protein 4 (TSC22-related-inducible leucine zipper protein 2) (Tsc-22-like protein THG-1)	TSC22D4 THG1 TILZ2	Homo sapiens (Human)	395	
Q5SW24	DACT2_HUMAN	reviewed	Dapper homolog 2 (Dapper antagonist of catenin 2)	DACT2 C6orf116 PP13671	Homo sapiens (Human)	774	
Q9NYJ7	DLL3_HUMAN	reviewed	Delta-like protein 3 (Drosophila Delta homolog 3) (Delta3)	DLL3	Homo sapiens (Human)	618	
Q8TBG4	AT2L1_HUMAN	reviewed	Ethanolamine-phosphate phospho-lyase (EC 4.2.3.2) (Alanine--glyoxylate aminotransferase 2-like 1)	ETNPPL AGXT2L1	Homo sapiens (Human)	499	
Q86UL8	MAGI2_HUMAN	reviewed	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 (Atrophin-1-interacting protein 1) (AIP-1) (Atrophin-1-interacting protein A) (Membrane-associated guanylate kinase inverted 2) (MAGI-2)	MAGI2 ACVRINP1 AIP1 KIAA0705	Homo sapiens (Human)	1455	
Q86V59	PNM8A_HUMAN	reviewed	Paraneoplastic antigen-like protein 8A (PNMA-like protein 1)	PNMA8A PNMAL1	Homo sapiens (Human)	439	
Q7Z6G8	ANS1B_HUMAN	reviewed	Ankyrin repeat and sterile alpha motif domain-containing protein 1B (Amyloid-beta protein intracellular domain-associated protein 1) (AIDA-1) (E2A-PBX1-associated protein) (EB-1)	ANKS1B	Homo sapiens (Human)	1248	
Q6P656	CF161_HUMAN	reviewed	Cilia- and flagella-associated protein 161	CFAP161 C15orf26	Homo sapiens (Human)	301	
O15090	ZN536_HUMAN	reviewed	Zinc finger protein 536	ZNF536 KIAA0390	Homo sapiens (Human)	1300	
Q16568	CART_HUMAN	reviewed	Cocaine- and amphetamine-regulated transcript protein [Cleaved into: CART(1-39); CART(42-89)]	CARTPT CART	Homo sapiens (Human)	116	
Q8WX77	IBPL1_HUMAN	reviewed	Insulin-like growth factor-binding protein-like 1 (IGFBP-related protein 10) (Insulin-like growth factor-binding-related protein 4) (IGFBP-rP4)	IGFBPL1 IGFBPRP4	Homo sapiens (Human)	278	
Q92556	ELMO1_HUMAN	reviewed	Engulfment and cell motility protein 1 (Protein ced-12 homolog)	ELMO1 KIAA0281	Homo sapiens (Human)	727	
O15018	PDZD2_HUMAN	reviewed	PDZ domain-containing protein 2 (Activated in prostate cancer protein) (PDZ domain-containing protein 3) [Cleaved into: Processed PDZ domain-containing protein 2]	PDZD2 AIPC KIAA0300 PDZK3	Homo sapiens (Human)	2839	SITE 2492..2493;  /note="Cleavage; by caspases";  /evidence="ECO:0000250"
Q14982	OPCM_HUMAN	reviewed	Opioid-binding protein/cell adhesion molecule (OBCAM) (OPCML) (Opioid-binding cell adhesion molecule) (IgLON family member 1)	OPCML IGLON1 OBCAM	Homo sapiens (Human)	345	
Q8NGT5	OR9A2_HUMAN	reviewed	Olfactory receptor 9A2 (Olfactory receptor OR7-2)	OR9A2	Homo sapiens (Human)	310	
A6NFX1	MFS2B_HUMAN	reviewed	Major facilitator superfamily domain-containing protein 2B (hMfsd2b)	MFSD2B	Homo sapiens (Human)	504	
Q9Y5H9	PCDA2_HUMAN	reviewed	Protocadherin alpha-2 (PCDH-alpha-2)	PCDHA2	Homo sapiens (Human)	948	
O60282	KIF5C_HUMAN	reviewed	Kinesin heavy chain isoform 5C (Kinesin heavy chain neuron-specific 2)	KIF5C KIAA0531 NKHC2	Homo sapiens (Human)	957	
B8ZZ34	SHSA8_HUMAN	reviewed	Protein shisa-8 (Shisa family member 8)	SHISA8 C22orf17	Homo sapiens (Human)	397	
P02100	HBE_HUMAN	reviewed	Hemoglobin subunit epsilon (Epsilon-globin) (Hemoglobin epsilon chain)	HBE1 HBE	Homo sapiens (Human)	147	
Q6VB84	FX4L3_HUMAN	reviewed	Forkhead box protein D4-like 3 (FOXD4-like 3)	FOXD4L3	Homo sapiens (Human)	417	
Q8NFA2	NOXO1_HUMAN	reviewed	NADPH oxidase organizer 1 (NADPH oxidase regulatory protein) (Nox organizer 1) (Nox-organizing protein 1) (SH3 and PX domain-containing protein 5)	NOXO1 P41NOX SH3PXD5	Homo sapiens (Human)	376	
