Supplementary Table 2. Spectrum Mill protein summary report of the iTRAQ discovery data. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Exp1 numSpectra;Exp1 totalIntensity;Exp1 pct_cov;Exp1 unique_peptides;Exp1 iTRAQ_ratio_1;Exp1 iTRAQ_ratio_2;Exp1 iTRAQ_ratio_3;Exp2 numSpectra;Exp2 totalIntensity;Exp2 pct_cov;Exp2 unique_peptides;Exp2 iTRAQ_ratio_1;Exp2 iTRAQ_ratio_2;Exp2 iTRAQ_ratio_3;Exp3 numSpectra;Exp3 totalIntensity;Exp3 pct_cov;Exp3 unique_peptides;Exp3 iTRAQ_ratio_1;Exp3 iTRAQ_ratio_2;Exp3 iTRAQ_ratio_3;Exp4 numSpectra;Exp4 totalIntensity;Exp4 pct_cov;Exp4 unique_peptides;Exp4 iTRAQ_ratio_1;Exp4 iTRAQ_ratio_2;Exp4 iTRAQ_ratio_3;Exp5 numSpectra;Exp5 totalIntensity;Exp5 pct_cov;Exp5 unique_peptides;Exp5 iTRAQ_ratio_1;Exp5 iTRAQ_ratio_2;Exp5 iTRAQ_ratio_3; accession_number; accession_numbers; coverage_map; coverage_maps; percentCoverage; percentCoverages; numPepsUnique; scoreUnique; scoresUnique;iTRAQ_115_114;iTRAQ_115_114_stddev;iTRAQ_116_114;iTRAQ_116_114_stddev;iTRAQ_117_114;iTRAQ_117_114_stddev;iTRAQ_numRatios; groupNum; subgroupNum; numSubgroups; entry_name;;;
3;1,31E+07;9%;2;0,66;0,82;0,44;1;1,56E+07;3%;1;0,61;0,61;0,69;3;9,81E+07;9%;2;0,7;0,56;0,73;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00847322;IPI00847322|IPI00022314|IPI00607577|IPI00911015;0+202+14+6;0+194+22+6|0+194+22+6|0+155+22+6|0+134+22+6;9;9|9|12|13;2;33,09;33.09|33.09|33.09|33.09;0,67;0,09;0,68;0,19;0,6;0,21;7;538;538,1;1;SOD2 superoxide dismutase 2, mitochondrial isoform A precursor;;;
3;4,38E+08;0%;2;0,8;0,86;0,45;6;1,19E+09;1%;3;0,91;1,1;1,15;1;5,44E+08;0%;1;1,03;1,03;1,75;1;1,07E+06;0%;1;0,32;0,55;0,47;0;0,00E+00;0%;0;0;0;0;IPI00872947;IPI00872947;0+1893+4+12;0+1088+4+246+30+311+4+210+4+12;2;2;4;33,05;33,05;0,83;0,24;0,98;0,24;0,98;0,44;9;539;539,1;1;PLXNA2 Plexin-A2 precursor;;;
9;1,88E+08;0%;3;0,7;0,78;0,37;12;4,87E+08;0%;3;0,73;1,12;1,17;7;3,95E+08;0%;2;0,69;0,69;0,99;13;4,80E+09;0%;2;0,49;0,52;0,66;7;3,25E+09;0%;2;0,62;0,69;0,86;IPI00783879;IPI00783879;0+1123+5+1590;0+894+4+225+5+1010+4+576;0;0;3;33;33;0,66;0,21;0,8;0,33;0,83;0,39;43;540;540,1;1;HIVEP1 Isoform 1 of Zinc finger protein 40;;;
6;1,26E+09;0%;1;0,84;1,06;0,42;8;1,15E+09;0%;2;0,43;0,61;1,01;8;2,48E+09;0%;2;0,59;0,77;1,01;5;3,16E+09;0%;1;0,44;0,44;0,46;9;4,83E+09;0%;2;0,3;0,71;0,83;IPI00412650;IPI00412650|IPI00018370;0+1796+12+406;0+1050+4+742+12+406|0+624+4+742+12+406;0;0|0;3;32,98;32.98|32.98;0,5;0,19;0,72;0,23;0,79;0,26;36;541;541,1;1;SVIL Isoform 1 of Supervillin;;;
0;0,00E+00;0%;0;0;0;0;4;2,96E+07;5%;2;0,58;0,75;1,11;2;3,15E+07;2%;1;0,63;0,75;0,94;0;0,00E+00;0%;0;0;0;0;1;5,66E+07;2%;1;0,21;0,6;0,91;IPI00479942;IPI00479942|IPI00063048;0+98+11+420;0+82+27+420|0+82+27+357;5;5|5;2;32,91;32.91|32.91;0,55;0,3;0,73;0,34;1,03;0,12;7;542;542,1;1;ST6GAL2 Isoform 1 of Beta-galactoside alpha-2,6-sialyltransferase 2;;;
10;4,99E+08;2%;2;0,51;0,82;0,29;8;2,50E+08;0%;2;0,4;0,77;0,97;3;4,71E+08;0%;1;0,57;0,41;1,03;2;3,69E+08;0%;2;0,43;0,48;0,38;1;3,02E+08;0%;1;0,27;0,98;0,92;IPI00470407;IPI00470407|IPI00855756|IPI00604683;0+238+5+739;0+99+4+85+20+30+5+739|0+99+4+85+20+30+5+349|0+51+20+30+5+739;2;2|4|2;3;32,91;32.91|32.91|22.21;0,46;0,12;0,73;0,18;0,64;0,36;24;543;543,1;1;NARG2 Isoform 1 of NMDA receptor-regulated protein 2;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;3;9,78E+07;0%;1;0,78;0,73;1,24;3;8,47E+07;0%;2;0,62;0,5;0,31;8;2,61E+08;0%;2;0,28;0,76;1,07;IPI00019157;IPI00019157;0+246+15+2061;0+246+20+2056;0;0;2;32,8;32,8;0,46;0,23;0,73;0,11;1,05;0,28;10;544;544,1;1;CSPG4 Chondroitin sulfate proteoglycan 4;;;
35;1,51E+11;1%;2;0,73;0,91;0,41;37;1,59E+11;0%;1;0,63;0,96;1;68;4,97E+10;3%;3;0,83;0,97;1,2;37;5,82E+10;1%;2;0,62;0,77;0,6;30;5,06E+10;1%;2;0,57;0,7;1,24;IPI00410358;IPI00410358;0+114+7+612;0+114+7+449+4+130+15+14;3;3;3;32,65;32,65;0,7;0,17;0,88;0,27;0,92;0,4;201;545;545,1;1;SLITRK2 Isoform 2 of SLIT and NTRK-like protein 2;;;
0;0,00E+00;0%;0;0;0;0;2;3,12E+07;6%;1;0,82;0,51;0,6;1;8,84E+06;10%;1;0,98;0,68;0,61;4;7,22E+07;17%;2;0,5;0,46;0,32;2;2,55E+07;10%;1;0,62;0,47;0,86;IPI00008554;IPI00008554;0+29+16+102;0+29+16+19+10+73;17;17;2;32,58;32,58;0,65;0,21;0,5;0,11;0,54;0,23;9;546;546,1;1;ANG Angiogenin;;;
8;1,67E+08;2%;4;0,71;0,77;0,55;5;9,81E+07;0%;2;0,69;0,88;0,77;2;2,37E+08;0%;1;0,56;1,07;1,02;0;0,00E+00;0%;0;0;0;0;2;5,38E+08;0%;1;0,74;0,68;1,21;IPI00004977;IPI00004977;0+805+4+30;0+85+4+321+7+294+4+90+4+30;2;2;4;32,56;32,56;0,69;0,09;0,83;0,16;0,74;0,27;17;547;547,1;1;VAV2 Isoform 3 of Guanine nucleotide exchange factor VAV2;;;
5;5,62E+07;0%;2;0,78;1;0,59;1;1,40E+08;0%;1;0,54;1,06;1,24;4;1,38E+08;0%;3;0,78;0,72;1,08;0;0,00E+00;0%;0;0;0;0;3;2,76E+08;0%;2;1,03;1,02;1,35;IPI00003842;IPI00003842|IPI00472094|IPI00926254;0+184+9+1634;0+184+9+907+4+620+5+98|0+180+9+907+4+620+5+98|0+266+9+292;0;0|0|1;3;32,49;32.49|32.49|15.67;0,82;0,42;0,92;0,34;1;0,43;12;548;548,1;1;MAP2 Isoform 1 of Microtubule-associated protein 2;;;
0;0,00E+00;0%;0;0;0;0;1;1,27E+07;3%;1;0;0;0;2;5,71E+07;4%;2;0,58;0,52;0,92;0;0,00E+00;0%;0;0;0;0;1;1,19E+07;3%;1;0;1,07;1,29;IPI00017841;IPI00017841|IPI00472517|IPI00550145;0+157+15+313;0+157+15+142+8+163|0+139+15+142+8+163|0+130+15+142+8+163;4;4|4|5;2;32,42;32.42|32.42|32.42;0,39;0,28;0,7;0,27;1,04;0,17;3;549;549,1;1;OLFM1 Isoform 1 of Noelin;;;
0;0,00E+00;0%;0;0;0;0;7;5,61E+08;3%;4;1,16;1,16;1,17;4;5,12E+08;0%;1;1,11;0,77;1,04;2;9,40E+07;0%;1;0,61;0,44;0,71;4;5,05E+08;0%;1;0,78;0,93;1,05;IPI00894553;IPI00894553;0+378+4+31;0+175+4+7+4+188+4+8+4+19;3;3;4;32,3;32,3;1;0,29;0,93;0,27;1,06;0,18;17;550;550,1;1;ATL2 Putative uncharacterized protein ATL2;;;
0;0,00E+00;0%;0;0;0;0;1;3,42E+06;0%;1;1,05;0,86;0,97;4;6,74E+08;0%;3;0,97;1,22;1,37;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00470596;IPI00470596|IPI00607784|IPI00178953|IPI00607883|IPI00916798;0+528+4+1446;0+86+9+433+4+801+4+143+4+494|0+86+9+433+4+801+4+143+4+473|0+86+9+433+4+607|0+192+9+433+4+386|0+86+9+433+4+282;1;1|1|1|1|1;4;32,13;32.13|32.13|17.64|17.64|17.64;0,99;0,14;1,15;0,4;1,29;0,25;5;551;551,1;1;ZNF638 Isoform 1 of Zinc finger protein 638;;;
8;1,01E+09;3%;2;6,83;4,78;1,37;8;1,87E+09;0%;1;6,05;9,34;7,62;2;4,75E+07;0%;1;0,34;0,4;0,88;3;7,13E+07;0%;1;0,79;0,42;0,42;3;9,98E+08;0%;1;1,16;1,11;2,54;IPI00021983;IPI00021983|IPI00375688|IPI00515093|IPI00514877|IPI00513841;0+349+22+338;0+105+5+239+22+338|0+85+5+239+22+338|0+105+5+101+22+338|0+185+22+113|0+93+22+104;3;3|3|4|6|10;2;32,11;32.11|32.11|32.11|19.41|19.41;4,47;2,75;4,94;3,71;3,53;3,09;23;552;552,1;1;NCSTN Isoform 1 of Nicastrin;;;
5;5,61E+06;17%;1;0;0;0;8;1,57E+08;23%;2;1;0,6;1,03;1;4,96E+05;17%;1;0;0;0;2;1,33E+07;17%;1;0,41;0,52;0,78;6;1,97E+09;23%;2;0,22;0,56;0,98;IPI00873768;IPI00873768|IPI00020008;0+59+14+7;0+5+5+49+14+7|0+6+5+49+14+7;23;23|23;2;32,05;32.05|32.05;0,47;0,47;0,56;0,24;0,96;0,17;11;553;553,1;1;NEDD8 9 kDa protein;;;
1;5,38E+07;0%;1;0,72;0,72;0,95;6;2,98E+08;0%;2;0,96;1,22;1,03;2;3,95E+08;1%;2;0,93;1,06;0,93;8;3,97E+09;0%;1;0,4;0,32;0,77;4;2,66E+09;0%;1;0,76;0,83;0,83;IPI00940290;IPI00940290|IPI00963895;0+873+4+243;0+696+16+157+8+243|0+696+16+83;2;2|2;3;31,88;31.88|9.97;0,79;0,26;0,9;0,38;0,91;0,2;16;554;554,1;1;TERT telomerase reverse transcriptase isoform 2;;;
6;1,60E+08;1%;3;1;0,98;0,75;7;3,00E+08;0%;2;1,1;1,44;1,29;6;8,65E+08;0%;2;1,35;1,9;1,8;7;1,50E+09;0%;1;0,74;0,69;0,4;6;1,66E+09;0%;1;0,43;0,68;1,61;IPI00170706;IPI00170706|IPI00644795|IPI00911057;0+48+5+1330;0+48+5+471+13+321+4+521|0+48+5+408+13+321+4+521|0+48+5+471+13+120;1;1|1|2;3;31,78;31.78|31.78|23.18;0,91;0,37;1,11;0,52;1,13;0,56;31;555;555,1;1;TMEM2 Transmembrane protein 2;;;
0;0,00E+00;0%;0;0;0;0;1;2,35E+06;0%;1;1,08;0,91;1,29;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;3;1,27E+08;1%;3;0,41;0,62;2,04;IPI00328722;IPI00328722;0+825+5+294;0+658+5+162+17+282;1;1;3;31,75;31,75;0,58;0,33;0,69;0,3;1,85;1,29;4;556;556,1;1;SLC9A11 Sodium/hydrogen exchanger 11;;;
3;2,71E+07;6%;2;0,51;0,84;0,3;0;0,00E+00;0%;0;0;0;0;3;1,95E+08;6%;2;0,78;0,7;1,09;4;1,95E+08;6%;2;0,47;0,56;0,56;5;2,60E+08;6%;2;0,31;0,63;0,83;IPI00642121;IPI00642121|IPI00657666|IPI00893938|IPI00657941|IPI00746595|IPI00640797|IPI00893310|IPI00549656|IPI00871468|IPI00893159|IPI00556079|IPI00639903|IPI00893047|IPI00744638|IPI00871277|IPI00953482|IPI00943197|IPI00940218|IPI00398724|IPI00926497|IPI00953473|IPI00945197|IPI00219664|IPI00473134|IPI00514676|IPI00641022|IPI00942496|IPI00873317|IPI00942386|IPI00893425|IPI00871600|IPI00409587|IPI00946995;0+42+12+244;0+42+12+21+6+217|0+42+12+21+6+214|0+42+12+21+6+214|0+42+12+21+6+214|0+42+12+21+6+201|0+42+12+21+6+171|0+42+12+21+6+171|0+42+12+21+6+171|0+42+12+21+6+166|0+42+12+21+6+166|0+42+12+21+6+166|0+42+12+21+6+148|0+42+12+21+6+148|0+42+12+21+6+148|0+42+12+21+6+143|0+42+12+21+6+143|0+42+12+21+6+143|0+42+12+21+6+143|0+42+12+21+6+132|0+42+12+21+6+132|0+42+12+21+6+132|0+42+12+21+6+128|0+42+12+21+6+127|0+42+12+21+6+125|0+42+12+21+6+125|0+42+12+21+6+125|0+42+12+21+6+125|0+42+12+21+6+122|0+40+12+21+6+125|0+13+12+21+6+127|0+13+12+21+6+127|0+42+12+21+6+90|0+13+12+21+6+90;6;6|6|6|6|6|7|7|7|7|7|7|7|7|7|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|10|10|10|12;2;31,67;31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67|31.67;0,49;0,18;0,67;0,11;0,7;0,29;15;557;557,1;1;- 34 kDa protein;;;
4;2,99E+07;3%;2;0,68;0,91;0,41;1;2,00E+07;2%;1;0,7;1,03;1,03;3;1,13E+08;3%;2;0,83;0,77;0,87;3;8,63E+07;3%;2;0,53;0,66;0,49;3;1,05E+08;3%;2;0,38;0,57;0,79;IPI00884105;IPI00884105|IPI00556655;0+137+9+271;0+137+9+210+7+54|0+126+9+257;3;3|2;2;31,63;31.63|17.42;0,62;0,17;0,76;0,18;0,65;0,23;14;558;558,1;1;LAMP1 Lysosome-associated membrane glycoprotein 1;;;
2;1,57E+07;6%;2;1,08;1,17;0,41;1;3,58E+05;1%;1;0,87;1,1;1,23;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00006130;IPI00006130|IPI00921945;0+421+23+51;0+421+32+42|0+213+32+42;6;6|11;2;31,6;31.6|31.6;1,01;0,14;1,15;0,03;0,69;0,39;3;559;559,1;1;KIAA0494 EF-hand domain-containing protein KIAA0494;;;
5;5,04E+08;0%;1;0,68;1,11;0,31;5;4,07E+08;0%;2;0,43;1,37;1,27;4;7,38E+08;0%;1;0,69;0,55;1,34;5;1,21E+09;0%;1;0,35;0,35;0,25;5;1,08E+09;0%;2;0,23;0,62;0,93;IPI00956346;IPI00956346|IPI00291347|IPI00217498|IPI00012136|IPI00397553|IPI00956225|IPI00217499|IPI00217497|IPI00397554;0+1421+12+1079;0+55+21+401+4+940+12+1079|0+55+21+400+4+937+12+1077|0+55+21+401+4+937+12+1075|0+55+21+401+4+937+12+1075|0+55+21+401+4+937+12+1063|0+55+21+401+4+940+12+833|0+55+21+401+4+937+12+833|0+55+21+401+4+937+12+831|0+55+21+401+4+937+12+810;1;1|1|1|1|1|1|1|1|1;3;31,56;31.56|31.56|31.56|31.56|31.56|31.56|31.56|31.56|31.56;0,47;0,22;0,81;0,48;0,8;0,52;24;560;560,1;1;CACNA1A voltage-dependent P/Q-type calcium channel subunit alpha-1A isoform 2;;;
4;1,64E+07;0%;2;0,74;0,78;0,16;5;1,01E+08;0%;2;0,23;0,76;0,97;4;1,45E+08;0%;2;0,27;0,61;0,97;6;1,30E+08;0%;1;0,28;0,21;0,23;5;6,79E+07;0%;1;0,14;0,46;0,64;IPI00015346;IPI00015346;0+73+18+2832;0+73+18+1318+4+1510;0;0;2;31,56;31,56;0,32;0,29;0,54;0,38;0,58;0,39;24;561;561,1;1;CELSR2 Cadherin EGF LAG seven-pass G-type receptor 2;;;
6;2,10E+07;5%;1;0,46;0,14;0,78;11;3,55E+07;5%;1;0,62;0,74;0,66;9;4,06E+07;5%;1;1,07;0,42;0,83;7;7,12E+07;5%;1;0,23;0,47;1,38;12;1,02E+08;9%;2;0,3;0,5;0,84;IPI00009477;IPI00009477|IPI00956045|IPI00790846;0+135+16+124;0+25+9+101+16+124|0+25+9+101+16+104|0+25+9+130;9;9|9|5;2;31,54;31.54|31.54|11.58;0,48;0,48;0,46;0,54;0,88;0,44;24;562;562,1;1;ICAM2 Intercellular adhesion molecule 2;;;
1;8,90E+07;0%;1;0,81;0,7;0,51;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;5,21E+07;0%;1;0,43;0,48;1,4;1;5,31E+06;0%;1;0,75;0,67;0,93;IPI00165434;IPI00165434|IPI00940874|IPI00514265|IPI00181641;0+1828+19+299;0+1828+19+243+6+12+4+34|0+1633+19+243+6+12+4+34|0+1633+19+210|0+1633+19+170;1;1|1|1|1;3;31,46;31.46|31.46|13.02|13.02;0,67;0,17;0,62;0,1;0,95;0,36;3;563;563,1;1;YLPM1 YLP motif-containing protein 1;;;
3;1,00E+08;2%;2;0,57;0,8;0,32;2;8,28E+07;0%;1;0,52;0,73;0,8;1;6,29E+07;0%;1;0,71;0,57;1,07;5;3,28E+08;3%;3;0,44;0,38;0,39;4;4,07E+08;0%;1;0,28;0,61;0,84;IPI00967097;IPI00967097|IPI00910099;0+9+18+813;0+9+18+484+4+301+4+20|0+9+18+160;3;3|9;3;31,44;31.44|13.75;0,44;0,19;0,57;0,19;0,61;0,34;14;564;564,1;1;PCDP1 Isoform 1 of Primary ciliary dyskinesia protein 1;;;
6;3,82E+07;1%;2;0,62;0,83;0,18;8;6,93E+07;1%;2;0,78;0,75;1;9;1,55E+08;1%;2;0,6;0,66;1,05;9;1,72E+08;1%;2;0,43;0,36;0,38;6;3,12E+08;1%;2;0,3;0,72;0,82;IPI00412541;IPI00412541;0+41+10+1164;0+26+10+5+10+1164;1;1;2;31,39;31,39;0,54;0,27;0,65;0,24;0,67;0,38;32;565;565,1;1;GPR158 Probable G-protein coupled receptor 158;;;
0;0,00E+00;0%;0;0;0;0;4;5,23E+07;19%;2;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00643623;IPI00643623|IPI00299547;0+179+21+0;0+103+17+59+21|0+101+17+59+21;19;19|19;2;31,35;31.35|31.35;0;0;0;0;0;0;0;566;566,1;1;LCN2 Putative uncharacterized protein LCN2;;;
2;7,60E+06;0%;1;0,78;0,81;1,2;4;5,59E+08;1%;3;0,97;1,14;1,1;4;2,03E+08;0%;2;0,76;0,79;1,2;1;1,02E+08;0%;1;0,48;0,56;0,62;5;3,41E+08;0%;2;0,52;0,61;0,72;IPI00956694;IPI00956694|IPI00893234|IPI00937435|IPI00883737|IPI00306305;0+296+9+1239;0+296+9+122+5+1101+4+7|0+296+9+122+5+1464|0+296+9+122+5+1372|0+296+9+122+5+969|0+296+9+122+5+593;1;1|0|0|0|1;3;31,31;31.31|23.64|23.64|23.64|23.64;0,72;0,26;0,81;0,28;0,99;0,26;16;567;567,1;1;OBSL1 Obscurin-like 1 isoform C;;;
0;0,00E+00;0%;0;0;0;0;8;4,95E+08;0%;2;0,44;0,88;1,01;1;1,32E+07;0%;1;0,83;1,25;1,19;8;1,66E+09;0%;2;0,3;0,17;0,19;10;1,92E+09;0%;3;0,49;0,57;1,04;IPI00180707;IPI00180707|IPI00640805;0+1520+12+1637;0+626+4+890+12+1419+4+214|0+626+4+890+12+1135;0;0|0;3;31,3;31.3|21.39;0,43;0,26;0,57;0,32;0,78;0,43;27;568;568,1;1;FREM2 Isoform 1 of FRAS1-related extracellular matrix protein 2;;;
0;0,00E+00;0%;0;0;0;0;1;2,57E+06;0%;1;0,87;0,91;1,41;0;0,00E+00;0%;0;0;0;0;2;2,33E+08;2%;2;0,45;0,44;0,62;0;0,00E+00;0%;0;0;0;0;IPI00893112;IPI00893112|IPI00792953;0+360+9+144;0+356+13+103+6+35|0+275+13+103+6+35;3;3|4;3;31,26;31.26|31.26;0,59;0,22;0,6;0,23;0,88;0,46;3;569;569,1;1;ZNF829 zinc finger protein 829 isoform 1;;;
2;1,31E+09;0%;2;0,72;0,86;0;1;3,12E+07;0%;1;1,2;1,42;1,23;6;1,26E+10;0%;2;1,14;1,07;1,39;2;2,41E+09;0%;1;1,24;1,51;1,53;2;2,39E+09;0%;1;0,79;1,34;1,05;IPI00045512;IPI00045512|IPI00871227;0+3504+19+2113;0+3025+23+456+19+135+4+1974|0+3503+19+135+4+1974;0;0|0;3;31,24;31.24|22.28;1,07;0,29;1,2;0,37;1,23;0,53;12;570;570,1;1;HMCN1 Hemicentin 1;;;
1;1,54E+06;2%;1;0;0;0;3;4,19E+06;2%;1;0;0;0;4;1,30E+07;7%;2;0,43;0,71;1,17;1;8,87E+06;2%;1;0,3;0,43;0,22;4;1,72E+07;7%;2;0,13;0,64;1,06;IPI00220342;IPI00220342|IPI00910124;0+230+7+48;0+230+7+30+14+4|0+127+7+30+14+4;7;7|11;2;31,21;31.21|31.21;0,27;0,26;0,64;0,16;0,99;0,38;8;571;571,1;1;DDAH1 N(G),N(G)-dimethylarginine dimethylaminohydrolase 1;;;
3;2,76E+08;1%;2;0,62;0,53;0,39;1;1,23E+08;0%;1;0,48;0,95;1,2;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;3;4,44E+08;1%;2;0,31;0,53;0,81;IPI00740853;IPI00740853|IPI00785000;0+837+9+338;0+235+4+511+13+74+9+338|0+374+13+74+9+338;2;2|2;3;31,13;31.13|22.05;0,47;0,17;0,59;0,16;0,68;0,38;7;572;572,1;1;VWA3A Isoform 1 of von Willebrand factor A domain-containing protein 3A;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;3;8,58E+07;8%;2;0,77;0,84;0,82;0;0,00E+00;0%;0;0;0;0;3;1,34E+08;8%;2;0,21;0,69;0,94;IPI00168479;IPI00168479|IPI00941988|IPI00514157|IPI00848298|IPI00448169;0+163+16+128;0+163+16+37+11+80|0+144+16+37+11+80|0+144+16+37+11+37|0+41+16+37+11+80|0+144+16+100;8;8|9|11|14|6;2;31,12;31.12|31.12|31.12|31.12|16.37;0,49;0,29;0,77;0,24;0,88;0,15;6;573;573,1;1;APOA1BP cDNA FLJ56357, highly similar to Homo sapiens apolipoprotein A-I binding protein (APOA1BP), mRNA;;;
1;8,34E+05;12%;1;0,85;0,76;0,28;4;4,00E+07;12%;1;1,14;0,79;0,78;6;6,98E+07;12%;1;0,73;0,65;0,88;8;2,14E+08;18%;2;0,46;0,3;0,68;6;2,00E+08;12%;1;0,35;0,56;1,25;IPI00021828;IPI00021828;0+56+12+30;0+33+6+17+12+30;18;18;2;31,1;31,1;0,6;0,34;0,53;0,28;0,87;0,36;24;574;574,1;1;CSTB Cystatin-B;;;
11;1,05E+09;1%;3;0,88;0,83;0,24;0;0,00E+00;0%;0;0;0;0;1;4,26E+08;0%;1;0,71;0,4;0,98;0;0,00E+00;0%;0;0;0;0;1;1,10E+08;0%;1;0,15;0,53;1,12;IPI00788247;IPI00788247|IPI00924673;0+1212+15+655;0+513+4+695+15+308+12+335|0+374+4+695+15+308+12+335;1;1|1;3;31,09;31.09|31.09;0,81;0,3;0,77;0,22;0,36;0,31;13;575;575,1;1;KIF26A Kinesin-like protein KIF26A;;;
0;0,00E+00;0%;0;0;0;0;2;9,56E+06;6%;2;0,55;0,91;1,27;0;0,00E+00;0%;0;0;0;0;1;1,36E+07;1%;1;0,41;0,47;0,41;0;0,00E+00;0%;0;0;0;0;IPI00025252;IPI00025252|IPI00847663;0+119+10+376;0+119+10+176+24+176|0+119+10+332;6;6|2;2;31,02;31.02|15.68;0,48;0,07;0,69;0,22;0,84;0,43;2;576;576,1;1;PDIA3 Protein disulfide-isomerase A3;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;3,06E+06;2%;1;0,32;0,37;0;1;1,55E+07;2%;1;0;0,58;0,6;IPI00001734;IPI00001734|IPI00930609|IPI00219478;0+61+11+343;0+61+11+89+11+243|0+16+11+89+11+243|0+16+11+89+11+197;5;5|5|6;2;30,82;30.82|30.82|30.82;0,16;0,16;0,47;0,1;0,3;0,3;2;577;577,1;1;PSAT1 Phosphoserine aminotransferase;;;
2;1,93E+07;4%;1;0,77;1,15;0,72;0;0,00E+00;0%;0;0;0;0;3;9,14E+07;7%;2;0,54;0,59;1,56;1;8,42E+06;4%;1;0,33;0;0,4;0;0,00E+00;0%;0;0;0;0;IPI00021552;IPI00021552;0+278+16+37;0+278+25+28;7;7;2;30,82;30,82;0,58;0,18;0,68;0,4;1,09;0,51;6;578;578,1;1;B3GALNT1 UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1;;;
1;3,32E+06;3%;1;0,8;0,94;0,99;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;2;2,98E+07;3%;1;0,42;0,56;0,41;4;6,19E+07;5%;2;0,64;0,79;0,92;IPI00171928;IPI00171928;0+199+12+135;0+199+12+127+8;5;5;2;30,74;30,74;0,6;0,17;0,75;0,17;0,79;0,28;7;579;579,1;1;ANGPTL7 Angiopoietin-related protein 7;;;
0;0,00E+00;0%;0;0;0;0;7;9,62E+08;0%;3;0,92;1,08;0,98;7;1,27E+09;0%;2;0,99;0,98;1,14;6;3,15E+09;0%;2;0,71;0,7;0,86;6;4,95E+09;0%;2;1,11;0,95;1,2;IPI00377245;IPI00377245|IPI00297859|IPI00872759|IPI00377244;1+11+5254;1+11+1029+9+3522+5+689|1+11+1029+9+3519+5+689|0+1040+9+3519+5+689|0+735+9+3519+5+689;0;0|0|0|0;3;30,73;30.73|30.73|17.78|17.78;0,93;0,18;0,93;0,21;1,04;0,19;25;580;580,1;1;MLL2 Isoform 3 of Histone-lysine N-methyltransferase MLL2;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;3;2,30E+07;1%;1;0,69;0,67;1,59;3;2,84E+07;2%;2;0,54;0,39;0,32;3;1,52E+07;1%;1;0,18;0,78;0,94;IPI00470859;IPI00470859|IPI00854698|IPI00008207|IPI00383856;0+152+11+791;0+64+15+73+11+791|0+64+15+73+11+702|0+163+15+73+11+437|0+127+15+73+11+469;2;2|3|3|3;2;30,72;30.72|30.72|30.72|30.72;0,47;0,23;0,61;0,17;0,95;0,53;9;581;581,1;1;MAN1B1 Putative uncharacterized protein DKFZp686C04126;;;
0;0,00E+00;0%;0;0;0;0;4;3,26E+07;4%;2;0,64;1,02;0,99;3;7,99E+07;1%;1;0,65;0,58;1,34;2;5,30E+07;1%;1;0,55;0,58;0,45;1;1,27E+07;1%;1;0,25;0,68;0,9;IPI00033560;IPI00033560;0+137+18+502;0+36+9+92+18+502;4;4;2;30,62;30,62;0,59;0,22;0,76;0,26;0,98;0,32;10;582;582,1;1;PTPRR Isoform Alpha of Receptor-type tyrosine-protein phosphatase R;;;
