Supplementary Table 3. A summary of the protein quantitation in AD and control CSF samples;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sathe et al., 2018. Quantitative proteomic profiling of cerebrospinal fluid to identify candidate biomarkers for Alzheimer’s disease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Significant;LOG(Pvalue);Log(Fold change);Gene Symbol;Description;emPAI;Score Sequest HT;# Peptides Sequest HT;Sum PEP Score;Coverage;# Peptides;# PSMs;# Unique Peptides;# Protein Groups;MW [kDa];calc. pI;Symbol color;Symbol type;Symbol size;Show label;Abundances (Grouped): 126;Abundances (Grouped): 127N;Abundances (Grouped): 127C;Abundances (Grouped): 128N;Abundances (Grouped): 128C;Abundances (Grouped): 129N;Abundances (Grouped): 129C;Abundances (Grouped): 130N;Abundances (Grouped): 130C;Abundances (Grouped): 131
;0,897662187;0,252374181;LASP1;LIM and SH3 domain protein 1 isoform a [Homo sapiens];2,162;35,92;6;23,203;22,60536398;6;10;6;1;29,7;7,05;Color2 [DarkGray];1;4;;-0,05120584;-0,4639673;-0,1943529;0,03020557;0,1133056;-0,1509622;0,3451299;0,3576136;-0,08525822;0,229333
;1,369708272;0,41257101;SCN2B;sodium channel subunit beta-2 precursor [Homo sapiens];4,012;29,77;6;21,672;31,62790698;6;9;6;1;24,3;6,39;Color2 [DarkGray];1;4;;0,1770493;-0,150737;-0,02669782;-0,1868392;-0,4000042;0,02004009;-0,1086854;0,4972817;0,4514302;0,6155594
;1,274060992;-0,205696581;PRKAR1A;cAMP-dependent protein kinase type I-alpha regulatory subunit isoform X1 [Homo sapiens];1,069;33,57;6;20,85;13,38582677;6;9;4;1;43;5,35;Color2 [DarkGray];1;4;;0,1153063;-0,02152353;0,01137588;0,3055508;0,1128952;0,0633852;-0,2714688;0,00571363;-0,2676314;-0,0348769
;0,44483177;0,099578722;TNFRSF1A;tumor necrosis factor receptor superfamily member 1A precursor [Homo sapiens];1,512;35,21;6;26,508;19,34065934;6;8;6;1;50,5;6,64;Color2 [DarkGray];1;4;;-0,08872259;0,04817453;-0,1096246;-0,03469702;0,0417163;0,3616536;0,005486978;0,1595908;0,05980653;-0,2317977
;0,226430184;-0,080193889;OSMR;oncostatin-M-specific receptor subunit beta isoform X1 [Homo sapiens];0,425;39,91;6;22,805;7,653061224;6;11;6;1;110,6;5,82;Color2 [DarkGray];1;4;;-0,1444112;-0,08036739;0,1583989;0,2249507;0,2079144;-0,09689578;-0,08780842;-0,3463462;0,3847548;0,1118116
;0,803533586;-0,216643669;CXADR;coxsackievirus and adenovirus receptor isoform 1 precursor [Homo sapiens];0,823;27,22;6;21,737;15,89041096;6;8;6;1;40;7,56;Color2 [DarkGray];1;4;;0,142486;0,1154798;0,1960786;-0,06823316;-0,1402328;0,1829083;-0,3581644;-0,1258194;-0,02352127;-0,5130431
;0,824873996;0,356790907;PROCR;endothelial protein C receptor precursor [Homo sapiens];9;52,66;6;27,237;29,41176471;6;14;6;1;26,7;7,18;Color2 [DarkGray];1;4;;-0,3160669;-0,1970248;-0,4224861;0,04144694;0,3012718;-0,1399405;0,3426085;0,3973646;-0,1929356;0,7839985
;0,708539586;-0,202126999;ICAM2;intercellular adhesion molecule 2 precursor [Homo sapiens];1,371;25,72;6;18,289;20;6;8;6;1;30,6;7,43;Color2 [DarkGray];1;4;;-0,000528255;0,09568354;0,01281018;-0,07500451;0,6307505;-0,1638258;-0,2010504;-0,1434094;0,1453624;0,01599959
;0,820706865;-0,374723297;CRELD2;cysteine-rich with EGF-like domain protein 2 isoform X1 [Homo sapiens];1,371;29,41;6;21,21;13,64764268;6;8;6;1;43,6;4,79;Color2 [DarkGray];1;4;;0,4935517;-0,158283;0,196695;0,393954;-0,1341448;0,2881036;-0,6907175;-0,4609689;0,2048604;-0,423121
;0,531873163;0,248893111;IL6R;interleukin-6 receptor subunit alpha isoform X1 [Homo sapiens];1,512;28,08;6;17,563;15,90909091;6;8;6;1;53,1;8,1;Color2 [DarkGray];1;4;;-0,2005125;-0,5775282;0,1484215;0,01454002;-0,2047201;0,2357666;0,3030412;0,531409;-0,1276566;-0,517894
;1,018777782;0,24194775;SARAF;store-operated calcium entry-associated regulatory factor isoform 1 precursor [Homo sapiens];1,683;35,63;6;22,656;21,5339233;6;9;6;1;37;7,58;Color2 [DarkGray];1;4;;-0,05449115;-0,02442182;-0,1844714;-0,0687089;-0,2689275;-0,08360332;0,2884551;0,1289171;-0,1909036;0,4658527
;3,292360333;-0,25075948;C1GALT1;glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 isoform X2 [Homo sapiens];1,371;21,43;6;16,277;14,01617251;6;8;6;1;43,2;6,58;Color2 [DarkGray];1;4;;0,09047057;0,07616074;0,03025694;0,1833508;0,1520567;-0,05926416;-0,1573118;-0,1015923;-0,2699316;-0,1334018
;0,688277983;0,179218753;PGLS;6-phosphogluconolactonase [Homo sapiens];3,329;33,8;6;27,351;28,29457364;6;9;6;1;27,5;6,05;Color2 [DarkGray];1;4;;-0,3675021;0,1147405;-0,1563583;0,1220181;0,1653363;0,4531483;0,06554154;0,1817659;0,03644513;0,03742747
;0,546327228;-0,205505378;PPT1;palmitoyl-protein thioesterase 1 isoform 1 precursor [Homo sapiens];3,329;34,32;6;27,494;24,18300654;6;10;6;1;34,2;6,52;Color2 [DarkGray];1;4;;-0,2147045;0,2401522;0,2374605;0,1221109;0,2563518;-0,1054868;0,0163642;0,4493837;-0,2717788;-0,4746383
;0,358815944;-0,174883553;SERPINB1;leukocyte elastase inhibitor isoform X1 [Homo sapiens];1,154;37,23;6;19,783;16,88654354;6;10;6;1;42,7;6,28;Color2 [DarkGray];1;4;;-0,2725598;0,3574843;-0,07132305;0,1989018;0,1335535;0,3643463;-0,5235665;-0,08382012;0,22986;-0,5151806
;0,167074471;0,066697896;LAMP2;lysosome-associated membrane glycoprotein 2 isoform C precursor [Homo sapiens];1,929;90,1;6;25,527;15,32846715;6;22;6;1;45,1;5,91;Color2 [DarkGray];1;4;;-0,1069239;0,4375551;-0,1651698;-0,07344747;-0,3989821;-0,1081332;-0,1539442;-0,02197966;0,2739359;0,03664249
;0,751035732;0,448221456;SMPD1;sphingomyelin phosphodiesterase isoform 1 precursor [Homo sapiens];1,069;28,2;6;19,208;10,93502377;6;8;6;1;69,9;7,28;Color2 [DarkGray];1;4;;-0,6364282;0,05515051;-0,4012714;-0,1524626;0,3853918;-0,238512;0,7188609;0,5391937;-0,3460808;0,8180255
;1,764816176;-0,4459064;NLGN4X;neuroligin-4, X-linked isoform X1 [Homo sapiens];1,081;37,2;6;27,831;9,090909091;6;12;3;1;94;6,05;Color2 [DarkGray];1;4;;0,1357678;0,1956817;0,318769;0,2544226;-0,01524344;-0,1359333;-0,5308026;-0,5509389;0,1897504;-0,3122099
;0,340858329;0,236205387;AKR1A1;alcohol dehydrogenase [NADP(+)] [Homo sapiens];1,239;27,82;6;24,63;20,61538462;6;8;5;1;36,6;6,79;Color2 [DarkGray];1;4;;-0,1234708;-0,4609251;-0,1605085;-0,3340575;0,1877124;0,2228877;0,4533607;0,2580534;0,4077995;-1,052324
;0,167122351;0,341356671;C4BPA;C4b-binding protein alpha chain isoform X1 [Homo sapiens];0,778;45,12;6;29,482;10,72026801;6;12;6;1;67;7,3;Color2 [DarkGray];1;4;;-0,7036402;0,3836108;-0,2687869;-0,9579392;2,210731;-1,027008;1,993109;-0,3797272;0,2981077;1,486276
;1,638027164;-0,313591535;VAPA;vesicle-associated membrane protein-associated protein A isoform 2 [Homo sapiens];2,831;33,34;6;24,405;29,31726908;6;9;5;1;27,9;8,62;Color2 [DarkGray];1;4;;0,2418956;0,0757623;0,08006736;0,2178058;-0,06169582;-0,05633363;-0,5187651;-0,08233437;-0,0165095;-0,3401798
;0,738534307;-0,140621807;ALDH1A1;retinal dehydrogenase 1 [Homo sapiens];1,081;36,4;6;28,431;13,57285429;6;9;6;1;54,8;6,73;Color2 [DarkGray];1;4;;-0,03840326;-0,03110746;0,102184;0,4124689;0,08259574;-0,005627226;-0,1071638;-0,1642073;-0,03306151;0,1346887
;2,164401345;-0,479543696;NDRG4;protein NDRG4 isoform X8 [Homo sapiens];2,162;50,25;6;35,241;21,53465347;6;13;6;1;44,2;6,01;Color2 [DarkGray];1;4;;0,4084528;0,3295042;0,1424022;0,3134038;-0,1018245;-0,1370191;-0,3807315;-0,009911015;-0,5635684;-0,2145499
;1,598238592;-0,414345017;MYDGF;UPF0556 protein C19orf10 precursor [Homo sapiens];99;74,61;6;36,443;27,16763006;6;21;6;1;18,8;6,68;Color2 [DarkGray];1;4;;0,4329839;-0,2237573;0,2256649;0,4583949;0,2971837;-0,000364305;-0,2728016;-0,2935694;0,06319921;-0,3777189
;0,175381231;0,152905595;OLFML2A;olfactomedin-like protein 2A isoform 1 precursor [Homo sapiens];0,778;23,47;6;20,014;9,202453988;6;7;6;1;73;7,81;Color2 [DarkGray];1;4;;-0,05456277;-0,07580402;-0,2384667;0,190098;-0,1679167;0,093375;0,6283159;0,9327931;-0,9695245;-0,2670837
;0,382407078;0,116858367;PXDN;peroxidasin homolog precursor [Homo sapiens];0,233;22,51;6;16,963;4,462474645;6;7;6;1;165,2;7,17;Color2 [DarkGray];1;4;;-0,0315538;-0,2287107;0,01411465;-0,07631463;0,05578982;0,3331343;0,0355972;0,2336374;0,1159341;-0,4006858
;0,649534115;-0,136541247;EFNA5;ephrin-A5 precursor [Homo sapiens];2,511;33,16;6;20,306;29,38596491;6;9;6;1;26,3;6,42;Color2 [DarkGray];1;4;;0,112432;0,2976728;-0,004875165;0,001418675;0,1048439;-0,2481056;-0,1198029;-0,1367245;0,09423542;0,2391836
;1,461040807;0,282643148;FLRT1;leucine-rich repeat transmembrane protein FLRT1 isoform X1 [Homo sapiens];0,585;28,27;6;18,678;8,308605341;6;9;6;1;74;6,44;Color2 [DarkGray];1;4;;-0,02720142;-0,04747877;-0,245636;-0,2888998;-0,3482053;0,01032697;0,2099132;0,2450092;-0,2281243;0,2186694
;0,725813197;-0,329825491;RCN1;reticulocalbin-1 precursor [Homo sapiens];1,894;46,31;6;22,792;22,35649547;6;11;6;1;38,9;5;Color2 [DarkGray];1;4;;0,03742463;-0,1081895;0,136424;0,09424573;-0,07959044;0,06650986;-0,6016528;-0,508423;0,3431659;-0,868413
;1,051541022;0,182389572;LHPP;phospholysine phosphohistidine inorganic pyrophosphate phosphatase isoform 1 [Homo sapiens];3,642;38,64;6;21,916;27,03703704;6;10;6;1;29,1;6,15;Color2 [DarkGray];1;4;;-0,1365292;-0,1206837;-0,3644258;0,1918748;-0,1989328;0,08815093;-0,04472693;0,06262526;0,1073073;0,06989452
;0,641554884;-0,207363909;TXN;thioredoxin isoform 1 [Homo sapiens];6,197;58,91;6;19,915;62,85714286;6;17;6;1;11,7;4,92;Color2 [DarkGray];1;4;;0,1664376;0,1021809;-0,00451662;0,2944755;0,1463511;0,4499159;-0,3758541;-0,2118729;0,09388432;-0,2879642
;0,523637361;0,403160737;CASP14;caspase-14 precursor [Homo sapiens];1,683;29,24;6;24,424;29,75206612;6;7;6;1;27,7;5,58;Color2 [DarkGray];1;4;;-0,08364998;0,01314459;0,1509899;-0,2612912;-0,424168;-0,6223347;0,01954441;-0,1460079;1,295713;0,8639139
;1,264581962;-0,516185226;TPM2;tropomyosin beta chain isoform Tpm2.1sm/cy [Homo sapiens];1,371;34,68;6;19,847;23,23943662;6;10;3;1;33;4,67;Color2 [DarkGray];1;4;;0,1196593;-0,397596;0,4484261;0,7121292;0,4181638;-0,4338868;-0,03200819;0,006344058;-0,6703147;-0,1502781
;1,304798746;0,280339669;PDGFRA;platelet-derived growth factor receptor alpha isoform X2 [Homo sapiens];0,326;33,36;6;23,559;7,271095153;6;7;6;1;125,5;5,24;Color2 [DarkGray];1;4;;-0,003145205;-0,2464648;0,04440046;-0,3945102;-0,3254562;-0,1754949;0,2421142;0,3001824;0,07647899;0,03324167
;1,651551405;0,426793171;SCUBE2;signal peptide, CUB and EGF-like domain-containing protein 2 isoform X1 [Homo sapiens];0,546;36,22;6;26,483;7,101167315;6;11;6;1;112,9;6,73;Color2 [DarkGray];1;4;;0,1204494;-0,09055477;-0,09394516;-0,1296128;-0,2844391;0,228993;0,163087;0,7058187;-0,02788218;0,5858469
;2,365639453;-0,523639676;ADGRB2;brain-specific angiogenesis inhibitor 2 isoform X1 [Homo sapiens];0,308;71,35;6;31,487;3,596214511;6;18;6;1;172,5;7,42;Color2 [DarkGray];1;4;;0,6730123;0,5736036;0,3900834;0,1489332;0,05889479;0,0644655;-0,1965392;-0,2068117;-0,1338302;-0,3009556
;0,337358777;0,191711463;ANG;angiogenin precursor [Homo sapiens];6,197;55,67;6;21,712;42,85714286;6;13;6;1;16,5;9,64;Color2 [DarkGray];1;4;;-0,2111759;-0,2261367;-0,02325418;-0,0397029;0,6515049;0,1610018;0,8353386;0,4179224;-0,1937579;-0,1107124
;0,360634168;-0,184186404;KLK10;kallikrein-10 isoform X1 [Homo sapiens];2,162;22,05;6;15,212;24,63768116;6;7;6;1;30,2;8,59;Color2 [DarkGray];1;4;;0,03404345;-0,002763569;-0,0819231;0,2588534;0,1390325;-0,03411604;0,2392103;0,4354125;-0,7053081;-0,508888
;0,356541923;0,097059886;UBE2N;ubiquitin-conjugating enzyme E2 N [Homo sapiens];6,743;33,65;6;21,867;38,81578947;6;10;6;1;17,1;6,57;Color2 [DarkGray];1;4;;0,1764998;-0,1008575;-0,2268336;0,2329338;-0,1149944;0,2567194;-0,009278917;0,2539792;-0,1560516;0,1066795
;1,706709615;-0,205166573;TUBB2B;tubulin beta-2B chain [Homo sapiens];2,875;110,51;6;41,122;19,5505618;6;33;1;1;49,9;4,89;Color2 [DarkGray];1;4;;0,008203936;0,1077857;0,3102314;0,1079901;0,1290629;-0,002761415;-0,05000458;-0,1995845;0,0656454;-0,1758538
;1,240305702;0,394988228;ESD;S-formylglutathione hydrolase isoform X2 [Homo sapiens];1,929;41,35;6;25,735;27,30496454;6;11;6;1;31,2;7,65;Color2 [DarkGray];1;4;;-0,2903144;0,2063278;-0,4116325;-0,04462776;-0,1589054;0,2581961;-0,05661236;0,7750809;0,05062223;0,2485019
;0,592916463;-0,258664068;CFHR5;complement factor H-related protein 5 isoform X1 [Homo sapiens];1,31;43,55;6;28,758;11,71328671;6;12;5;1;65;7,53;Color2 [DarkGray];1;4;;-0,1123766;0,1880485;0,01496424;-0,03863448;0,7510422;-0,2225705;0,4033417;-0,4263122;0,001507672;-0,2462432
;1,311100556;0,444872278;STMN2;stathmin-2 isoform 1 [Homo sapiens];4,012;34,68;6;19,319;24,06417112;6;10;2;1;21,8;7,15;Color2 [DarkGray];1;4;;-0,01913184;-0,3629305;0,05046896;-0,1562399;-0,3925852;0,7106501;0,4820399;0,3870068;-0,2251284;-0,0106256
;0,629973544;0,145466507;ACYP1;acylphosphatase-1 isoform c precursor [Homo sapiens];2,981;33,12;6;20,826;44,96124031;6;9;6;1;14,1;9,7;Color2 [DarkGray];1;4;;-0,07222023;-0,1087047;-0,2343042;0,124838;-0,04084554;0,1595457;0,0855407;0,3487777;-0,2506985;0,05293034
;0,692557758;-0,286660275;ADGRB3;adhesion G protein-coupled receptor B3 [Homo sapiens];0,374;37,98;6;28,489;5,124835742;6;11;6;1;171,4;7,06;Color2 [DarkGray];1;4;;0,4561116;0,692534;-0,09646416;0,09467325;-0,2441294;-0,07217666;-0,2998597;-0,4188155;0,1757186;0,08455718
;0,831178605;-0,437487172;PLXNA3;plexin-A3 precursor [Homo sapiens];0,191;25,12;6;20,372;4,596472475;6;7;5;1;207,6;7,31;Color2 [DarkGray];1;4;;0,1826605;0,9158031;0,08127505;0,2679087;-0,2743164;0,4499019;-0,3668598;-0,6858099;-0,3673872;-0,04395004
;0,46372259;-0,145567965;MATN3;matrilin-3 precursor [Homo sapiens];0,738;34,49;6;24,415;14,19753086;6;8;6;1;52,8;6,7;Color2 [DarkGray];1;4;;-0,109105;0,1678262;0,09591914;-0,07126731;0,4015265;-0,3740006;0,07765563;0,2529003;0,02690482;-0,2264004
;1,105021757;0,435129071;DSCAM;Down syndrome cell adhesion molecule isoform CHD2-42 precursor [Homo sapiens];0,155;24,84;6;17,378;2,73359841;6;8;3;1;222,1;7,68;Color2 [DarkGray];1;4;;-0,08312729;0,06849949;-0,6202511;-0,4166834;-0,5918053;-0,04121057;0,4201691;0,2464178;-0,4736674;0,380569
;0,06276553;-0,057590871;DCD;dermcidin isoform 1 preproprotein [Homo sapiens];14,849;44,82;6;17,5;39,09090909;6;13;6;1;11,3;6,54;Color2 [DarkGray];1;4;;0,3502181;-0,212438;0,6516507;-0,4829051;0,02557098;-0,8283288;0,2413161;-0,358337;0,5019735;0,4875187
;0,176201871;0,049671618;CHST3;carbohydrate sulfotransferase 3 isoform X1 [Homo sapiens];0,995;24,19;6;15,68;13,56993737;6;8;6;1;54,7;8,59;Color2 [DarkGray];1;4;;-0,180878;0,008068662;-0,09548701;0,0720832;0,1547588;-0,0257828;-0,27569;0,2868224;0,08872743;0,1328267
;0,097307922;-0,045393245;SYN1;synapsin-1 isoform Ia [Homo sapiens];0,738;56,73;6;26,026;14,75177305;6;12;6;1;74,1;9,83;Color2 [DarkGray];1;4;;0,341123;-0,02365771;-0,02429789;0,04409323;-0,2397257;0,4051363;-0,3203787;0,1269618;-0,3748604;0,03370966
;1,245807777;0,268749635;PEA15;astrocytic phosphoprotein PEA-15 isoform a [Homo sapiens];9;41,62;6;25,574;37,08609272;6;12;6;1;17,3;4,89;Color2 [DarkGray];1;4;;-0,2164838;-0,3085348;-0,2464014;0,257752;-0,164764;0,2421478;0,226941;0,1848855;-0,1203312;0,131673
;0,180245638;-0,111729716;GALNT11;polypeptide N-acetylgalactosaminyltransferase 11 isoform X1 [Homo sapiens];0,61;20,96;6;15,505;9,210526316;6;8;6;1;68,9;8,19;Color2 [DarkGray];1;4;;-0,3762041;-0,06516121;-0,08548694;0,41331;0,4456388;0,02716442;0,281311;0,3008847;-0,7255841;-0,110328
;0,363111104;-0,082152145;TBCA;tubulin-specific chaperone A isoform 2 [Homo sapiens];9;45,12;6;22,533;40,74074074;6;12;6;1;12,8;5,29;Color2 [DarkGray];1;4;;0,117622;-0,1456845;0,008980613;0,3038671;0,02535791;0,1651991;-0,1864618;0,04987696;-0,1612386;0,0320067
;0,245856325;0,130261713;FAM19A2;protein FAM19A2 isoform X1 [Homo sapiens];9;57,34;6;36,292;48,09160305;6;13;5;1;14,6;9,28;Color2 [DarkGray];1;4;;0,2578949;0,04125207;-0,07882608;-0,3701651;-0,3387043;0,4012541;0,1497111;0,2747515;-0,6508392;-0,01211748
;0,7195044;-0,254787784;RNASE1;ribonuclease pancreatic precursor [Homo sapiens];137,95;637,74;6;65,582;60,25641026;6;173;6;1;17,6;8,79;Color2 [DarkGray];1;4;;0,4642058;-0,08843694;0,2670315;-0,007735672;0,08267614;0,277307;-0,4638858;-0,2243039;0,1974451;-0,3427604
;1,201491263;0,247847258;PVR;poliovirus receptor isoform alpha precursor [Homo sapiens];4,995;66,93;6;27,949;17,0263789;6;17;6;1;45,3;6,52;Color2 [DarkGray];1;4;;-0,04543314;0,1813173;-0,2333998;-0,2342465;-0,2685553;0,1199931;-0,003009996;0,08482331;0,01395507;0,4231573
;0,954107971;0,799708413;;;3,125;58,09;6;22,944;24,32432432;6;18;6;1;26;8,43;Color2 [DarkGray];1;4;;-0,1352375;-0,2563037;0,1588217;-0,294408;-0,1332553;0,3976426;-0,4340437;2,005347;1,311681;0,05753254
;0,207263738;-0,316247503;PROZ;vitamin K-dependent protein Z isoform X1 [Homo sapiens];0,931;42,9;6;21,832;14,04255319;6;12;6;1;52,2;6,55;Color2 [DarkGray];1;4;;-0,2405266;-0,02203109;0,6302379;-0,6680259;1,299221;-1,541174;0,1097162;-0,7627053;0,1159527;1,495849
;0,044915824;0,030364783;ACP2;lysosomal acid phosphatase isoform 1 precursor [Homo sapiens];1,069;31,27;6;18,286;15,8392435;6;9;6;1;48,3;6,74;Color2 [DarkGray];1;4;;0,01891837;0,6113312;-0,4206267;-0,03941495;-0,463074;-0,2894325;-0,2898427;-0,1554049;0,192839;0,4007989
;0,436806087;0,12554607;CAST;calpastatin isoform X2 [Homo sapiens];0,438;19,46;6;18,165;10,24020228;6;6;6;1;84,9;5,36;Color2 [DarkGray];1;4;;-0,1253541;-0,5043789;-0,007173228;0,09363484;0,2509534;0,1358833;0,01140745;0,1111018;0,09648209;-0,01946231
;0,367053108;0,080805671;FSTL3;follistatin-related protein 3 precursor [Homo sapiens];9;64,45;6;38,377;23,19391635;6;15;6;1;27,6;6,77;Color2 [DarkGray];1;4;;-0,09776355;-0,09697662;-0,1557657;0,1661025;0,1621033;-0,1139317;0,2912807;0,01293274;0,04862639;0,1428202
;0,408244863;0,244914444;APOA2;apolipoprotein A-II preproprotein [Homo sapiens];24,119;125,06;6;31,497;42;6;31;6;1;11,2;6,62;Color2 [DarkGray];1;4;;-0,8940587;0,1349733;-0,2710591;-0,1723509;0,3646403;0,5633864;0,2318484;-0,4158743;-0,1165539;0,1239106
;0,750788174;0,257478021;LOXL3;lysyl oxidase homolog 3 isoform 1 precursor [Homo sapiens];0,54;28,46;6;24,163;12,48339973;6;7;6;1;83,1;6,86;Color2 [DarkGray];1;4;;-0,4421502;-0,1758164;-0,1374538;-0,1078044;0,2091935;0,01826335;0,6579652;-0,02692699;-0,1448259;0,1288831
;1,049832186;0,475253786;EFNB3;ephrin-B3 precursor [Homo sapiens];1,581;32,45;6;28,444;24,41176471;6;9;5;1;35,8;8,6;Color2 [DarkGray];1;4;;0,2781829;-0,02650398;-0,1780074;-0,1690025;-0,2461493;-0,0101785;0,7848079;0,9080062;-0,2467739;0,5989269
;1,332432784;0,193018;MAMDC2;MAM domain-containing protein 2 precursor [Homo sapiens];0,562;26,49;6;20,823;11,37026239;6;7;6;1;77,5;5,16;Color2 [DarkGray];1;4;;-0,05604547;-0,2771032;-0,2656695;0,08104127;-0,1286083;-0,03242139;0,2398221;0,0645872;0;0,04671687
;0,315432184;0,286928038;LBP;lipopolysaccharide-binding protein precursor [Homo sapiens];1,894;32,84;6;19,468;13,30561331;6;9;6;1;53,4;6,7;Color2 [DarkGray];1;4;;-1,157143;0,01370841;-0,4349986;-0,06566726;0,9819569;-0,06138048;0,4259884;-0,1284057;-0,1888653;0,7251599
;0,090689974;0,038257282;TMEM59L;transmembrane protein 59-like isoform X1 [Homo sapiens];4,995;51,01;6;29,839;26,31578947;6;12;6;1;37,6;6,52;Color2 [DarkGray];1;4;;0,2189924;-0,07327963;-0,02275074;0,05189181;-0,155023;-0,03634205;0,2519605;0,385698;-0,440739;0,05053987
;1,009904624;-0,28046738;BMPR2;bone morphogenetic protein receptor type-2 precursor [Homo sapiens];0,379;31,65;6;19,78;4,816955684;6;9;6;1;115,1;6,2;Color2 [DarkGray];1;4;;0,3507689;-0,1469425;0,1890415;0,2139528;0,09120551;-0,5687887;-0,03930255;0,06058297;-0,2640871;0,1072846
;0,878866895;-0,145607414;PRDX6;peroxiredoxin-6 [Homo sapiens];1,929;39,22;6;19,372;26,33928571;6;13;6;1;25;6,38;Color2 [DarkGray];1;4;;0,06118675;-0,02267404;-0,04841326;0,3751617;0,1743319;0,01136104;-0,1946224;-0,01652577;-0,002078789;0,01342184
;1,043760534;-1,044248627;RNF13;E3 ubiquitin-protein ligase RNF13 isoform X1 [Homo sapiens];4,337;41,51;6;29,635;16,79790026;6;10;6;1;42,8;4,98;Color2 [DarkGray];1;4;;0,1169542;0,3143149;0,04957937;0,2775542;-0,02363298;-0,1278876;0,06794275;-0,003374287;-2,103448;-2,319707
;1,276571343;0,91443314;MMP17;matrix metalloproteinase-17 preproprotein [Homo sapiens];1,081;35,62;6;27,317;13,5986733;6;9;6;1;66,6;6,57;Color2 [DarkGray];1;4;;0,7681578;-0,0989581;-0,4092413;-0,5678017;-0,6951967;-0,1844814;1,05079;1,346706;0,1535044;1,202606
;2,232704177;0,475507518;GALNT5;polypeptide N-acetylgalactosaminyltransferase 5 [Homo sapiens];0,326;31,01;6;18,829;7,553191489;6;9;5;1;106,2;9,47;Color2 [DarkGray];1;4;;-0,08253368;-0,08901808;-0,201951;-0,09828761;0,1003762;-0,04182531;0,4141409;0,445344;0,6480787;0,540385
;0,941334114;0,171978522;KCTD12;BTB/POZ domain-containing protein KCTD12 [Homo sapiens];1,512;34,65;6;22,892;25,84615385;6;9;6;1;35,7;5,64;Color2 [DarkGray];1;4;;-0,3128251;-0,1932977;0,03982102;0,02459203;0,1070389;-0,0636142;0,07818274;0,05552887;0,2128946;0,2422298
;3,075499994;0,51842639;C1QC;complement C1q subcomponent subunit C precursor [Homo sapiens];2,831;129,5;6;30,55;30,20408163;6;31;6;1;25,8;8,41;Color2 [DarkGray];1;4;;-0,2962496;-0,1224975;-0,2559063;-0,1620018;-0,1274112;0,0680799;0,6447949;0,2435007;0,3445512;0,3271388
;1,915784505;0,450341566;DDAH2;N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 isoform X1 [Homo sapiens];1,512;30,2;6;20,584;21,75438596;6;8;5;1;29,6;6,01;Color2 [DarkGray];1;4;;-0,5345767;-0,3143235;-0,3081971;0,1685546;-0,2726785;0,354785;0,3004521;0,2364613;0,199356;-0,1005678
;2,130486702;-0,731072218;PLEKHB1;pleckstrin homology domain-containing family B member 1 isoform c [Homo sapiens];2,981;47,21;6;22,312;24,03846154;6;13;6;1;23,2;5,39;Color2 [DarkGray];1;4;;0,3937572;0,2194996;0,6291758;0,5878214;0,0461773;-0,1382161;-0,4552842;-0,5822407;0,1916935;-0,7948823
;0,560907859;-0,097449587;RAB1A;ras-related protein Rab-1A isoform 1 [Homo sapiens];1,512;32,29;6;20,767;29,75609756;6;9;4;1;22,7;6,21;Color2 [DarkGray];1;4;;-0,0759532;0,03401792;0,1838889;0,2011428;-0,1079087;-0,2000121;-0,03631904;0,07775667;0,046574;-0,1400598
;0,0073836;0,008660192;TGM3;protein-glutamine gamma-glutamyltransferase E [Homo sapiens];0,438;20,63;6;19,216;9,523809524;6;6;6;1;76,6;5,86;Color2 [DarkGray];1;4;;0,2975168;0,3096104;0,6762888;-0,2837031;-0,05586177;-0,2441808;0,2490313;-0,2775074;1,581772;-0,3219627
;0,291086729;0,18187119;TUBB;tubulin beta chain isoform b [Homo sapiens];2,875;99,21;6;40,772;19,59459459;6;29;1;1;49,6;4,89;Color2 [DarkGray];1;4;;-1,058036;-0,02053826;-0,06761104;-0,03510711;0,3050936;-0,02883073;0,2640199;-0,1214577;0,3123277;-0,392902
;2,194579556;0,379905698;SERPINB9;serpin B9 [Homo sapiens];0,931;22,92;6;18,326;15,95744681;6;7;6;1;42,4;5,86;Color2 [DarkGray];1;4;;-0,2305617;0,02799152;-0,3696395;-0,4476806;-0,3208406;0,2532286;0,1044234;-0,1176661;0,1166033;0,2022083
;0,698768036;-0,75377115;FGG;fibrinogen gamma chain isoform gamma-B precursor [Homo sapiens];0,701;28,18;6;24,389;15,01103753;6;8;6;1;51,5;5,62;Color2 [DarkGray];1;4;;-0,08485688;0,9083924;-0,0129115;-0,1580066;0,7003062;-1,095785;0,3789442;-1,265776;1,002334;-1,435649
;0,727063287;-0,226516599;JAM3;junctional adhesion molecule C isoform 1 precursor [Homo sapiens];2,162;82,32;6;32,062;24,51612903;6;21;6;1;35;7,59;Color2 [DarkGray];1;4;;-0,2083162;0,1137188;0,1428419;0,05986841;0,09485732;0,125342;-0,5954384;-0,256387;0,1525344;-0,3556639
